Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,5313,3801,2678.26,2872.32
"Revenue 5313 3801.33 2678.26 2872.32  Other Revenue, Total - - - -","Revenue 5313 3801.33 2678.26 2872.32  Other Revenue, Total - - - -","Revenue 5313 3801.33 2678.26 2872.32  Other Revenue, Total - - - -","Revenue 5313 3801.33 2678.26 2872.32  Other Revenue, Total - - - -","Revenue 5313 3801.33 2678.26 2872.32  Other Revenue, Total - - - -"
Revenue,5313,3801.33,2678.26,2872.32
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",3535,2525.38,1854.97,1889.83
Gross Profit,1778,1275.96,823.3,982.49
Total Operating Expenses,4842,3440.8,2555.14,2524.98
"Selling/General/Admin. Expenses, Total 1307 915.43 728.78 601.82  Research & Development 9 - - 27.77  Depreciation / Amortization 34 - 11.4 5.56  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - -40 -  Other Operating Expenses, Total -43 - - -","Selling/General/Admin. Expenses, Total 1307 915.43 728.78 601.82  Research & Development 9 - - 27.77  Depreciation / Amortization 34 - 11.4 5.56  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - -40 -  Other Operating Expenses, Total -43 - - -","Selling/General/Admin. Expenses, Total 1307 915.43 728.78 601.82  Research & Development 9 - - 27.77  Depreciation / Amortization 34 - 11.4 5.56  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - -40 -  Other Operating Expenses, Total -43 - - -","Selling/General/Admin. Expenses, Total 1307 915.43 728.78 601.82  Research & Development 9 - - 27.77  Depreciation / Amortization 34 - 11.4 5.56  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - -40 -  Other Operating Expenses, Total -43 - - -","Selling/General/Admin. Expenses, Total 1307 915.43 728.78 601.82  Research & Development 9 - - 27.77  Depreciation / Amortization 34 - 11.4 5.56  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - -40 -  Other Operating Expenses, Total -43 - - -"
"Selling/General/Admin. Expenses, Total",1307,915.43,728.78,601.82
Research & Development,9,-,-,27.77
Depreciation / Amortization,34,-,11.4,5.56
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-,-40,-
"Other Operating Expenses, Total",-43,-,-,-
Operating Income,471,360.53,123.12,347.34
"Interest Income (Expense), Net Non-Operating",-,8.82,-6.73,-0.18
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",2,10.19,2.16,-18.36
Net Income Before Taxes,469,379.54,118.54,328.8
Provision for Income Taxes,151,125.98,48.62,105.51
Net Income After Taxes,318,253.56,69.93,223.29
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,318,253.56,69.93,223.29
Total Extraordinary Items,-,-,-,-
Net Income,318,253.56,69.93,223.29
Total Adjustments to Net Income,-,-0,-0,-0
Income Available to Common Excluding Extraordinary Items,318,253.56,69.92,223.29
Dilution Adjustment,-0.285,-,-,-
Diluted Net Income,318.29,253.56,69.92,223.29
Diluted Weighted Average Shares,1.47,1.44,1.45,1.24
Diluted EPS Excluding Extraordinary Items,216.09,176.36,48.24,179.48
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-,196.48,31.96,179.48
