Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,48162,47332,37144,47030
"Revenue 48162 47332 37144 47030  Other Revenue, Total - - - -","Revenue 48162 47332 37144 47030  Other Revenue, Total - - - -","Revenue 48162 47332 37144 47030  Other Revenue, Total - - - -","Revenue 48162 47332 37144 47030  Other Revenue, Total - - - -","Revenue 48162 47332 37144 47030  Other Revenue, Total - - - -"
Revenue,48162,47332,37144,47030
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",41029,39517,31165,38941
Gross Profit,7133,7815,5979,8089
Total Operating Expenses,46143,44681,36964,44645
"Selling/General/Admin. Expenses, Total 5114 5164 5027 5413  Research & Development - 350 - -  Depreciation / Amortization 2214 2140 - 218  Interest Expense (Income) - Net Operating -164 -195 - -  Unusual Expense (Income) - 295 770 71  Other Operating Expenses, Total -2050 -2295 2 2","Selling/General/Admin. Expenses, Total 5114 5164 5027 5413  Research & Development - 350 - -  Depreciation / Amortization 2214 2140 - 218  Interest Expense (Income) - Net Operating -164 -195 - -  Unusual Expense (Income) - 295 770 71  Other Operating Expenses, Total -2050 -2295 2 2","Selling/General/Admin. Expenses, Total 5114 5164 5027 5413  Research & Development - 350 - -  Depreciation / Amortization 2214 2140 - 218  Interest Expense (Income) - Net Operating -164 -195 - -  Unusual Expense (Income) - 295 770 71  Other Operating Expenses, Total -2050 -2295 2 2","Selling/General/Admin. Expenses, Total 5114 5164 5027 5413  Research & Development - 350 - -  Depreciation / Amortization 2214 2140 - 218  Interest Expense (Income) - Net Operating -164 -195 - -  Unusual Expense (Income) - 295 770 71  Other Operating Expenses, Total -2050 -2295 2 2","Selling/General/Admin. Expenses, Total 5114 5164 5027 5413  Research & Development - 350 - -  Depreciation / Amortization 2214 2140 - 218  Interest Expense (Income) - Net Operating -164 -195 - -  Unusual Expense (Income) - 295 770 71  Other Operating Expenses, Total -2050 -2295 2 2"
"Selling/General/Admin. Expenses, Total",5114,5164,5027,5413
Research & Development,-,350,-,-
Depreciation / Amortization,2214,2140,-,218
Interest Expense (Income) - Net Operating,-164,-195,-,-
Unusual Expense (Income),-,295,770,71
"Other Operating Expenses, Total",-2050,-2295,2,2
Operating Income,2019,2651,180,2385
"Interest Income (Expense), Net Non-Operating",-,-170,-360,-307
Gain (Loss) on Sale of Assets,106,2,127,120
"Other, Net",-8,254,97,39
Net Income Before Taxes,1921,2395,44,2237
Provision for Income Taxes,547,603,409,647
Net Income After Taxes,1374,1792,-365,1590
Minority Interest,4617,4245,-290,-458
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,700,1006,-655,1132
Total Extraordinary Items,-,-,-,-
Net Income,700,1006,-655,1132
Total Adjustments to Net Income,-,-,1,-1
Income Available to Common Excluding Extraordinary Items,700,1006,-654,1131
Dilution Adjustment,-,-,-,-
Diluted Net Income,700,1006,-654,1131
Diluted Weighted Average Shares,2.76,2.75,2.73,2.72
Diluted EPS Excluding Extraordinary Items,253.59,366.22,-239.12,415.5
DPS - Common Stock Primary Issue,30,20,-,20
Diluted Normalized EPS,275.23,296.32,-84.11,406.38
