Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,2489330,2228523,1883600,2091166
"Revenue 2489330 2228523 1883600 2091166  Other Revenue, Total - - - -","Revenue 2489330 2228523 1883600 2091166  Other Revenue, Total - - - -","Revenue 2489330 2228523 1883600 2091166  Other Revenue, Total - - - -","Revenue 2489330 2228523 1883600 2091166  Other Revenue, Total - - - -","Revenue 2489330 2228523 1883600 2091166  Other Revenue, Total - - - -"
Revenue,2489330,2228523,1883600,2091166
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2068495,1792554,1506100,1661879
Gross Profit,420835,435969,377500,429287
Total Operating Expenses,2380329,2096460,1827721,1976466
"Selling/General/Admin. Expenses, Total 330907 305762 286981 300651  Research & Development - 62100 - 65929  Depreciation / Amortization 126375 120369 - 7116  Interest Expense (Income) - Net Operating -13013 -4995 - -  Unusual Expense (Income) - - 34386 10733  Other Operating Expenses, Total -187296 -179330 254 3203","Selling/General/Admin. Expenses, Total 330907 305762 286981 300651  Research & Development - 62100 - 65929  Depreciation / Amortization 126375 120369 - 7116  Interest Expense (Income) - Net Operating -13013 -4995 - -  Unusual Expense (Income) - - 34386 10733  Other Operating Expenses, Total -187296 -179330 254 3203","Selling/General/Admin. Expenses, Total 330907 305762 286981 300651  Research & Development - 62100 - 65929  Depreciation / Amortization 126375 120369 - 7116  Interest Expense (Income) - Net Operating -13013 -4995 - -  Unusual Expense (Income) - - 34386 10733  Other Operating Expenses, Total -187296 -179330 254 3203","Selling/General/Admin. Expenses, Total 330907 305762 286981 300651  Research & Development - 62100 - 65929  Depreciation / Amortization 126375 120369 - 7116  Interest Expense (Income) - Net Operating -13013 -4995 - -  Unusual Expense (Income) - - 34386 10733  Other Operating Expenses, Total -187296 -179330 254 3203","Selling/General/Admin. Expenses, Total 330907 305762 286981 300651  Research & Development - 62100 - 65929  Depreciation / Amortization 126375 120369 - 7116  Interest Expense (Income) - Net Operating -13013 -4995 - -  Unusual Expense (Income) - - 34386 10733  Other Operating Expenses, Total -187296 -179330 254 3203"
"Selling/General/Admin. Expenses, Total",330907,305762,286981,300651
Research & Development,-,62100,-,65929
Depreciation / Amortization,126375,120369,-,7116
Interest Expense (Income) - Net Operating,-13013,-4995,-,-
Unusual Expense (Income),-,-,34386,10733
"Other Operating Expenses, Total",-187296,-179330,254,3203
Operating Income,109001,132063,55879,114700
"Interest Income (Expense), Net Non-Operating",-,19750,11705,8997
Gain (Loss) on Sale of Assets,-,-4054,-,-3163
"Other, Net",-2869,15802,-2018,-393
Net Income Before Taxes,111870,120315,65566,123304
Provision for Income Taxes,31031,26706,18227,29461
Net Income After Taxes,80839,93609,47339,93843
Minority Interest,100782,94058,-1545,-9613
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,72823,84235,45794,84230
Total Extraordinary Items,-,-,-,-
Net Income,72823,84235,45794,84230
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,72823,84235,45794,84230
Dilution Adjustment,-,-,-,-
Diluted Net Income,-,84235,45794,84230
Diluted Weighted Average Shares,1604.03,1614.01,1602.8,1611.64
Diluted EPS Excluding Extraordinary Items,45.4,52.19,28.57,52.26
DPS - Common Stock Primary Issue,-,16,9,16
Diluted Normalized EPS,38.59,52.98,44.06,57.33
