Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,377300,334788,328358,305057
"Revenue 377300 334788 328358 305057  Other Revenue, Total - - - -","Revenue 377300 334788 328358 305057  Other Revenue, Total - - - -","Revenue 377300 334788 328358 305057  Other Revenue, Total - - - -","Revenue 377300 334788 328358 305057  Other Revenue, Total - - - -","Revenue 377300 334788 328358 305057  Other Revenue, Total - - - -"
Revenue,377300,334788,328358,305057
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",234817,203990,203134,181257
Gross Profit,142483,130798,125224,123800
Total Operating Expenses,367126,328631,326850,297816
"Selling/General/Admin. Expenses, Total 132309 122624 120911 113778  Research & Development - - - -  Depreciation / Amortization 4849 - - -  Interest Expense (Income) - Net Operating -239 - - -  Unusual Expense (Income) - 2016 2803 2781  Other Operating Expenses, Total -4610 1 2 -","Selling/General/Admin. Expenses, Total 132309 122624 120911 113778  Research & Development - - - -  Depreciation / Amortization 4849 - - -  Interest Expense (Income) - Net Operating -239 - - -  Unusual Expense (Income) - 2016 2803 2781  Other Operating Expenses, Total -4610 1 2 -","Selling/General/Admin. Expenses, Total 132309 122624 120911 113778  Research & Development - - - -  Depreciation / Amortization 4849 - - -  Interest Expense (Income) - Net Operating -239 - - -  Unusual Expense (Income) - 2016 2803 2781  Other Operating Expenses, Total -4610 1 2 -","Selling/General/Admin. Expenses, Total 132309 122624 120911 113778  Research & Development - - - -  Depreciation / Amortization 4849 - - -  Interest Expense (Income) - Net Operating -239 - - -  Unusual Expense (Income) - 2016 2803 2781  Other Operating Expenses, Total -4610 1 2 -","Selling/General/Admin. Expenses, Total 132309 122624 120911 113778  Research & Development - - - -  Depreciation / Amortization 4849 - - -  Interest Expense (Income) - Net Operating -239 - - -  Unusual Expense (Income) - 2016 2803 2781  Other Operating Expenses, Total -4610 1 2 -"
"Selling/General/Admin. Expenses, Total",132309,122624,120911,113778
Research & Development,-,-,-,-
Depreciation / Amortization,4849,-,-,-
Interest Expense (Income) - Net Operating,-239,-,-,-
Unusual Expense (Income),-,2016,2803,2781
"Other Operating Expenses, Total",-4610,1,2,-
Operating Income,10174,6157,1508,7241
"Interest Income (Expense), Net Non-Operating",-,515,-168,-118
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-500,1429,804,860
Net Income Before Taxes,10674,8101,2144,7983
Provision for Income Taxes,4993,2115,2896,4139
Net Income After Taxes,5681,5986,-752,3844
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,5681,5986,-752,3844
Total Extraordinary Items,-,-,-,-
Net Income,5681,5986,-752,3844
Total Adjustments to Net Income,-,-1,-,-
Income Available to Common Excluding Extraordinary Items,5681,5985,-752,3844
Dilution Adjustment,-0.312,-,-,-
Diluted Net Income,5681.31,5985,-752,3844
Diluted Weighted Average Shares,41.97,42.47,42.4,43.18
Diluted EPS Excluding Extraordinary Items,135.35,140.92,-17.74,89.02
DPS - Common Stock Primary Issue,24,24,34,34
Diluted Normalized EPS,177.55,177.31,26.55,126.66
