Period Ending:,202231/10,202131/10,202031/10,201931/10
Total Revenue,2718,3649,3270.82,2641.82
"Revenue 2718 3649 3270.82 2641.82  Other Revenue, Total - - - -","Revenue 2718 3649 3270.82 2641.82  Other Revenue, Total - - - -","Revenue 2718 3649 3270.82 2641.82  Other Revenue, Total - - - -","Revenue 2718 3649 3270.82 2641.82  Other Revenue, Total - - - -","Revenue 2718 3649 3270.82 2641.82  Other Revenue, Total - - - -"
Revenue,2718,3649,3270.82,2641.82
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1359,1474,924.37,595.68
Gross Profit,1359,2175,2346.45,2046.14
Total Operating Expenses,2867,2923,2054.76,1576.49
"Selling/General/Admin. Expenses, Total 1508 1449 1121.6 975.14  Research & Development 6 57 - -  Depreciation / Amortization 50 106 8.79 5.67  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -55 -163 - -","Selling/General/Admin. Expenses, Total 1508 1449 1121.6 975.14  Research & Development 6 57 - -  Depreciation / Amortization 50 106 8.79 5.67  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -55 -163 - -","Selling/General/Admin. Expenses, Total 1508 1449 1121.6 975.14  Research & Development 6 57 - -  Depreciation / Amortization 50 106 8.79 5.67  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -55 -163 - -","Selling/General/Admin. Expenses, Total 1508 1449 1121.6 975.14  Research & Development 6 57 - -  Depreciation / Amortization 50 106 8.79 5.67  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -55 -163 - -","Selling/General/Admin. Expenses, Total 1508 1449 1121.6 975.14  Research & Development 6 57 - -  Depreciation / Amortization 50 106 8.79 5.67  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -55 -163 - -"
"Selling/General/Admin. Expenses, Total",1508,1449,1121.6,975.14
Research & Development,6,57,-,-
Depreciation / Amortization,50,106,8.79,5.67
Interest Expense (Income) - Net Operating,-1,-,-,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",-55,-163,-,-
Operating Income,-149,726,1216.06,1065.33
"Interest Income (Expense), Net Non-Operating",-,-10.34,1.88,-15.71
Gain (Loss) on Sale of Assets,-,0.15,-,-
"Other, Net",846,202,-28.44,-2.97
Net Income Before Taxes,-995,524,1189.5,1046.65
Provision for Income Taxes,112,177,320.29,363.97
Net Income After Taxes,-1107,347,869.21,682.67
Minority Interest,2351,1821,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-871,533,869.21,682.67
Total Extraordinary Items,-,-,-,-
Net Income,-871,533,869.21,682.67
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-871,533,869.21,682.67
Dilution Adjustment,-,-0.068,-,-
Diluted Net Income,-871,533.07,869.21,682.67
Diluted Weighted Average Shares,10.92,11.1,11.12,10.7
Diluted EPS Excluding Extraordinary Items,-79.77,48.02,78.19,63.78
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,9.65,46.26,78.19,63.78
