Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,204705,184209,239274,245159
"Revenue 204705 184209 239274 245159  Other Revenue, Total - - - -","Revenue 204705 184209 239274 245159  Other Revenue, Total - - - -","Revenue 204705 184209 239274 245159  Other Revenue, Total - - - -","Revenue 204705 184209 239274 245159  Other Revenue, Total - - - -","Revenue 204705 184209 239274 245159  Other Revenue, Total - - - -"
Revenue,204705,184209,239274,245159
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",175841,142113,188229,193491
Gross Profit,28864,42096,51045,51668
Total Operating Expenses,213260,178239,224812,230592
"Selling/General/Admin. Expenses, Total 37419 35217 31229 32452  Research & Development - 3052 3184 3087  Depreciation / Amortization 20214 - - -  Interest Expense (Income) - Net Operating -785 - - -  Unusual Expense (Income) - 908 2169 1561  Other Operating Expenses, Total -19429 -18759 1 1","Selling/General/Admin. Expenses, Total 37419 35217 31229 32452  Research & Development - 3052 3184 3087  Depreciation / Amortization 20214 - - -  Interest Expense (Income) - Net Operating -785 - - -  Unusual Expense (Income) - 908 2169 1561  Other Operating Expenses, Total -19429 -18759 1 1","Selling/General/Admin. Expenses, Total 37419 35217 31229 32452  Research & Development - 3052 3184 3087  Depreciation / Amortization 20214 - - -  Interest Expense (Income) - Net Operating -785 - - -  Unusual Expense (Income) - 908 2169 1561  Other Operating Expenses, Total -19429 -18759 1 1","Selling/General/Admin. Expenses, Total 37419 35217 31229 32452  Research & Development - 3052 3184 3087  Depreciation / Amortization 20214 - - -  Interest Expense (Income) - Net Operating -785 - - -  Unusual Expense (Income) - 908 2169 1561  Other Operating Expenses, Total -19429 -18759 1 1","Selling/General/Admin. Expenses, Total 37419 35217 31229 32452  Research & Development - 3052 3184 3087  Depreciation / Amortization 20214 - - -  Interest Expense (Income) - Net Operating -785 - - -  Unusual Expense (Income) - 908 2169 1561  Other Operating Expenses, Total -19429 -18759 1 1"
"Selling/General/Admin. Expenses, Total",37419,35217,31229,32452
Research & Development,-,3052,3184,3087
Depreciation / Amortization,20214,-,-,-
Interest Expense (Income) - Net Operating,-785,-,-,-
Unusual Expense (Income),-,908,2169,1561
"Other Operating Expenses, Total",-19429,-18759,1,1
Operating Income,-8555,5970,14462,14567
"Interest Income (Expense), Net Non-Operating",-,5174,2832,1106
Gain (Loss) on Sale of Assets,6426,3087,113,111
"Other, Net",-11870,-8220,-384,-281
Net Income Before Taxes,-3111,12013,17023,15503
Provision for Income Taxes,2508,2222,5179,4440
Net Income After Taxes,-5619,9791,11844,11063
Minority Interest,2152,-116,-124,-139
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-5719,9675,11720,10924
Total Extraordinary Items,-,-,-,-
Net Income,-5719,9675,11720,10924
Total Adjustments to Net Income,-,-1,-1,-2
Income Available to Common Excluding Extraordinary Items,-5719,9674,11719,10922
Dilution Adjustment,-,-,-,-
Diluted Net Income,-5719,9674,11719,10922
Diluted Weighted Average Shares,34.3,36.82,38.48,38.57
Diluted EPS Excluding Extraordinary Items,-166.76,262.76,304.54,283.18
DPS - Common Stock Primary Issue,-,120,120,120
Diluted Normalized EPS,-145.96,270.07,341.72,310.01
