Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,393687,318188,218998,274599
"Revenue 393687 318188 218998 274599  Other Revenue, Total - - - -","Revenue 393687 318188 218998 274599  Other Revenue, Total - - - -","Revenue 393687 318188 218998 274599  Other Revenue, Total - - - -","Revenue 393687 318188 218998 274599  Other Revenue, Total - - - -","Revenue 393687 318188 218998 274599  Other Revenue, Total - - - -"
Revenue,393687,318188,218998,274599
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",288398,238434,172567,207130
Gross Profit,105289,79754,46431,67469
Total Operating Expenses,346542,287920,227497,256322
"Selling/General/Admin. Expenses, Total 49144 42213 35872 40103  Research & Development 5887 5136 4976 5182  Depreciation / Amortization 20834 3639 3985 4152  Interest Expense (Income) - Net Operating -343 -358 -160 -103  Unusual Expense (Income) - 126 10925 933  Other Operating Expenses, Total -17378 -1270 -668 -1075","Selling/General/Admin. Expenses, Total 49144 42213 35872 40103  Research & Development 5887 5136 4976 5182  Depreciation / Amortization 20834 3639 3985 4152  Interest Expense (Income) - Net Operating -343 -358 -160 -103  Unusual Expense (Income) - 126 10925 933  Other Operating Expenses, Total -17378 -1270 -668 -1075","Selling/General/Admin. Expenses, Total 49144 42213 35872 40103  Research & Development 5887 5136 4976 5182  Depreciation / Amortization 20834 3639 3985 4152  Interest Expense (Income) - Net Operating -343 -358 -160 -103  Unusual Expense (Income) - 126 10925 933  Other Operating Expenses, Total -17378 -1270 -668 -1075","Selling/General/Admin. Expenses, Total 49144 42213 35872 40103  Research & Development 5887 5136 4976 5182  Depreciation / Amortization 20834 3639 3985 4152  Interest Expense (Income) - Net Operating -343 -358 -160 -103  Unusual Expense (Income) - 126 10925 933  Other Operating Expenses, Total -17378 -1270 -668 -1075","Selling/General/Admin. Expenses, Total 49144 42213 35872 40103  Research & Development 5887 5136 4976 5182  Depreciation / Amortization 20834 3639 3985 4152  Interest Expense (Income) - Net Operating -343 -358 -160 -103  Unusual Expense (Income) - 126 10925 933  Other Operating Expenses, Total -17378 -1270 -668 -1075"
"Selling/General/Admin. Expenses, Total",49144,42213,35872,40103
Research & Development,5887,5136,4976,5182
Depreciation / Amortization,20834,3639,3985,4152
Interest Expense (Income) - Net Operating,-343,-358,-160,-103
Unusual Expense (Income),-,126,10925,933
"Other Operating Expenses, Total",-17378,-1270,-668,-1075
Operating Income,47145,30268,-8499,18277
"Interest Income (Expense), Net Non-Operating",-,-1810,-47,-109
Gain (Loss) on Sale of Assets,-35,-,-,-41
"Other, Net",11583,1526,-1179,1039
Net Income Before Taxes,35597,29984,-9725,18168
Provision for Income Taxes,14785,6820,2132,6301
Net Income After Taxes,20812,23164,-11857,11867
Minority Interest,5393,-157,1865,-175
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,21198,23007,-9992,11692
Total Extraordinary Items,-,-,-,-
Net Income,21198,23007,-9992,11692
Total Adjustments to Net Income,-,-,-,-2
Income Available to Common Excluding Extraordinary Items,21198,23007,-9992,11690
Dilution Adjustment,-,-,-,-
Diluted Net Income,21198,23007,-9992,11690
Diluted Weighted Average Shares,122.76,126.43,126.57,126.57
Diluted EPS Excluding Extraordinary Items,172.67,181.97,-78.95,92.36
DPS - Common Stock Primary Issue,87,55,15,32
Diluted Normalized EPS,253.99,182.74,-22.84,97.18
