Period Ending:,202231/10,202131/10,202031/10,201931/10
Total Revenue,145302,118176,107280,103400
"Revenue 145302 118176 107280 103400  Other Revenue, Total - - - -","Revenue 145302 118176 107280 103400  Other Revenue, Total - - - -","Revenue 145302 118176 107280 103400  Other Revenue, Total - - - -","Revenue 145302 118176 107280 103400  Other Revenue, Total - - - -","Revenue 145302 118176 107280 103400  Other Revenue, Total - - - -"
Revenue,145302,118176,107280,103400
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",111101,89133,80388,77331
Gross Profit,34201,29043,26892,26069
Total Operating Expenses,132557,109717,99648,95671
"Selling/General/Admin. Expenses, Total 20041 19123 17261 17078  Research & Development 1415 1461 1348 1351  Depreciation / Amortization 4175 3687 - -  Interest Expense (Income) - Net Operating -180 -141 - -  Unusual Expense (Income) - 410 651 -90  Other Operating Expenses, Total -3995 -3546 - 1","Selling/General/Admin. Expenses, Total 20041 19123 17261 17078  Research & Development 1415 1461 1348 1351  Depreciation / Amortization 4175 3687 - -  Interest Expense (Income) - Net Operating -180 -141 - -  Unusual Expense (Income) - 410 651 -90  Other Operating Expenses, Total -3995 -3546 - 1","Selling/General/Admin. Expenses, Total 20041 19123 17261 17078  Research & Development 1415 1461 1348 1351  Depreciation / Amortization 4175 3687 - -  Interest Expense (Income) - Net Operating -180 -141 - -  Unusual Expense (Income) - 410 651 -90  Other Operating Expenses, Total -3995 -3546 - 1","Selling/General/Admin. Expenses, Total 20041 19123 17261 17078  Research & Development 1415 1461 1348 1351  Depreciation / Amortization 4175 3687 - -  Interest Expense (Income) - Net Operating -180 -141 - -  Unusual Expense (Income) - 410 651 -90  Other Operating Expenses, Total -3995 -3546 - 1","Selling/General/Admin. Expenses, Total 20041 19123 17261 17078  Research & Development 1415 1461 1348 1351  Depreciation / Amortization 4175 3687 - -  Interest Expense (Income) - Net Operating -180 -141 - -  Unusual Expense (Income) - 410 651 -90  Other Operating Expenses, Total -3995 -3546 - 1"
"Selling/General/Admin. Expenses, Total",20041,19123,17261,17078
Research & Development,1415,1461,1348,1351
Depreciation / Amortization,4175,3687,-,-
Interest Expense (Income) - Net Operating,-180,-141,-,-
Unusual Expense (Income),-,410,651,-90
"Other Operating Expenses, Total",-3995,-3546,-,1
Operating Income,12745,8459,7632,7729
"Interest Income (Expense), Net Non-Operating",-,4321,1526,2221
Gain (Loss) on Sale of Assets,-120,45,-260,6
"Other, Net",-10254,-4005,111,-189
Net Income Before Taxes,23119,12419,9009,9767
Provision for Income Taxes,6411,3187,2166,2524
Net Income After Taxes,16708,9232,6843,7243
Minority Interest,6527,6065,-224,-454
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,16329,9023,6619,6789
Total Extraordinary Items,-,-,-,-
Net Income,16329,9023,6619,6789
Total Adjustments to Net Income,-,-,-1,-
Income Available to Common Excluding Extraordinary Items,16329,9023,6618,6789
Dilution Adjustment,-,-,-,-
Diluted Net Income,16329,9023,6618,6789
Diluted Weighted Average Shares,120.56,125.08,125.07,125.5
Diluted EPS Excluding Extraordinary Items,135.45,72.14,52.92,54.1
DPS - Common Stock Primary Issue,22,15,12,11
Diluted Normalized EPS,119.05,62.43,62.76,53.53
