Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,26062,26177,27966,28402.31
"Revenue 26062 26177 27966 28402.31  Other Revenue, Total - - - -","Revenue 26062 26177 27966 28402.31  Other Revenue, Total - - - -","Revenue 26062 26177 27966 28402.31  Other Revenue, Total - - - -","Revenue 26062 26177 27966 28402.31  Other Revenue, Total - - - -","Revenue 26062 26177 27966 28402.31  Other Revenue, Total - - - -"
Revenue,26062,26177,27966,28402.31
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",18687,17658,18767,19614.67
Gross Profit,7375,8519,9199,8787.64
Total Operating Expenses,23258,22241,23245,24100.05
"Selling/General/Admin. Expenses, Total 4571 4583 4478 4487.59  Research & Development - 10 - 22.47  Depreciation / Amortization 247 279 324 -  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 500.22 23.36 -24.68  Other Operating Expenses, Total -246 -289 -324 -","Selling/General/Admin. Expenses, Total 4571 4583 4478 4487.59  Research & Development - 10 - 22.47  Depreciation / Amortization 247 279 324 -  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 500.22 23.36 -24.68  Other Operating Expenses, Total -246 -289 -324 -","Selling/General/Admin. Expenses, Total 4571 4583 4478 4487.59  Research & Development - 10 - 22.47  Depreciation / Amortization 247 279 324 -  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 500.22 23.36 -24.68  Other Operating Expenses, Total -246 -289 -324 -","Selling/General/Admin. Expenses, Total 4571 4583 4478 4487.59  Research & Development - 10 - 22.47  Depreciation / Amortization 247 279 324 -  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 500.22 23.36 -24.68  Other Operating Expenses, Total -246 -289 -324 -","Selling/General/Admin. Expenses, Total 4571 4583 4478 4487.59  Research & Development - 10 - 22.47  Depreciation / Amortization 247 279 324 -  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 500.22 23.36 -24.68  Other Operating Expenses, Total -246 -289 -324 -"
"Selling/General/Admin. Expenses, Total",4571,4583,4478,4487.59
Research & Development,-,10,-,22.47
Depreciation / Amortization,247,279,324,-
Interest Expense (Income) - Net Operating,-1,-,-,-
Unusual Expense (Income),-,500.22,23.36,-24.68
"Other Operating Expenses, Total",-246,-289,-324,-
Operating Income,2804,3936,4721,4302.26
"Interest Income (Expense), Net Non-Operating",-,56.16,37.88,25.97
Gain (Loss) on Sale of Assets,-12,-5,-14,5.28
"Other, Net",-31,399,-103,34.88
Net Income Before Taxes,2847,3542,4838,4368.39
Provision for Income Taxes,947,1197,1549,1306.74
Net Income After Taxes,1900,2345,3289,3061.66
Minority Interest,215,208,362,-50.25
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1870,2250,3187,3011.4
Total Extraordinary Items,-,-,-,-
Net Income,1870,2250,3187,3011.4
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,1870,2250,3187,3011.4
Dilution Adjustment,-,-,-,-
Diluted Net Income,1870,2250,3187,3011.4
Diluted Weighted Average Shares,8.42,8.42,8.41,8.41
Diluted EPS Excluding Extraordinary Items,222.09,267.36,378.88,358.18
DPS - Common Stock Primary Issue,80,80,76,72
Diluted Normalized EPS,212.89,288.53,348.54,360.05
