Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,8120,8987,6840.61,7408.5
"Revenue 8120 8987 6840.61 7408.5  Other Revenue, Total - - - -","Revenue 8120 8987 6840.61 7408.5  Other Revenue, Total - - - -","Revenue 8120 8987 6840.61 7408.5  Other Revenue, Total - - - -","Revenue 8120 8987 6840.61 7408.5  Other Revenue, Total - - - -","Revenue 8120 8987 6840.61 7408.5  Other Revenue, Total - - - -"
Revenue,8120,8987,6840.61,7408.5
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",5355,6562,4950.65,5320.88
Gross Profit,2765,2425,1889.96,2087.62
Total Operating Expenses,6762,7743,6338.76,7032.04
"Selling/General/Admin. Expenses, Total 1407 1181 1272.06 1413.43  Research & Development - 6 - -  Depreciation / Amortization 392 333 - -  Interest Expense (Income) - Net Operating -124 -123 - -  Unusual Expense (Income) - 95.84 116.05 297.73  Other Operating Expenses, Total -268 -216 - -","Selling/General/Admin. Expenses, Total 1407 1181 1272.06 1413.43  Research & Development - 6 - -  Depreciation / Amortization 392 333 - -  Interest Expense (Income) - Net Operating -124 -123 - -  Unusual Expense (Income) - 95.84 116.05 297.73  Other Operating Expenses, Total -268 -216 - -","Selling/General/Admin. Expenses, Total 1407 1181 1272.06 1413.43  Research & Development - 6 - -  Depreciation / Amortization 392 333 - -  Interest Expense (Income) - Net Operating -124 -123 - -  Unusual Expense (Income) - 95.84 116.05 297.73  Other Operating Expenses, Total -268 -216 - -","Selling/General/Admin. Expenses, Total 1407 1181 1272.06 1413.43  Research & Development - 6 - -  Depreciation / Amortization 392 333 - -  Interest Expense (Income) - Net Operating -124 -123 - -  Unusual Expense (Income) - 95.84 116.05 297.73  Other Operating Expenses, Total -268 -216 - -","Selling/General/Admin. Expenses, Total 1407 1181 1272.06 1413.43  Research & Development - 6 - -  Depreciation / Amortization 392 333 - -  Interest Expense (Income) - Net Operating -124 -123 - -  Unusual Expense (Income) - 95.84 116.05 297.73  Other Operating Expenses, Total -268 -216 - -"
"Selling/General/Admin. Expenses, Total",1407,1181,1272.06,1413.43
Research & Development,-,6,-,-
Depreciation / Amortization,392,333,-,-
Interest Expense (Income) - Net Operating,-124,-123,-,-
Unusual Expense (Income),-,95.84,116.05,297.73
"Other Operating Expenses, Total",-268,-216,-,-
Operating Income,1358,1244,501.85,376.46
"Interest Income (Expense), Net Non-Operating",-,-17.55,-96.96,-128.78
Gain (Loss) on Sale of Assets,-,-2,11.9,610.46
"Other, Net",125,148,71.52,-24.01
Net Income Before Taxes,1233,1098,488.31,834.12
Provision for Income Taxes,437,392,157.14,301.98
Net Income After Taxes,796,706,331.17,532.14
Minority Interest,69,85,-27.11,23.25
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,812,654,304.06,555.39
Total Extraordinary Items,-,-,-,-
Net Income,812,654,304.06,555.39
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,812,654,304.06,555.39
Dilution Adjustment,-,-0.054,-,-
Diluted Net Income,812,654.05,304.06,555.39
Diluted Weighted Average Shares,6.64,6.64,6.64,6.64
Diluted EPS Excluding Extraordinary Items,122.26,98.47,45.76,83.64
DPS - Common Stock Primary Issue,-,8,-,-
Diluted Normalized EPS,128.79,104.71,57.6,54.8
