Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,2308,2216,1989.79,2398.14
"Revenue 2308 2216 1989.79 2398.14  Other Revenue, Total - - - -","Revenue 2308 2216 1989.79 2398.14  Other Revenue, Total - - - -","Revenue 2308 2216 1989.79 2398.14  Other Revenue, Total - - - -","Revenue 2308 2216 1989.79 2398.14  Other Revenue, Total - - - -","Revenue 2308 2216 1989.79 2398.14  Other Revenue, Total - - - -"
Revenue,2308,2216,1989.79,2398.14
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1379,1429,1173.62,1425.26
Gross Profit,929,787,816.18,972.89
Total Operating Expenses,2199,2246,1903.08,2494.43
"Selling/General/Admin. Expenses, Total 820 815 726.26 914.35  Research & Development - - - -  Depreciation / Amortization 23 27 2.03 19.94  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 1.89 1.17 134.89  Other Operating Expenses, Total -21 -25 - -","Selling/General/Admin. Expenses, Total 820 815 726.26 914.35  Research & Development - - - -  Depreciation / Amortization 23 27 2.03 19.94  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 1.89 1.17 134.89  Other Operating Expenses, Total -21 -25 - -","Selling/General/Admin. Expenses, Total 820 815 726.26 914.35  Research & Development - - - -  Depreciation / Amortization 23 27 2.03 19.94  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 1.89 1.17 134.89  Other Operating Expenses, Total -21 -25 - -","Selling/General/Admin. Expenses, Total 820 815 726.26 914.35  Research & Development - - - -  Depreciation / Amortization 23 27 2.03 19.94  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 1.89 1.17 134.89  Other Operating Expenses, Total -21 -25 - -","Selling/General/Admin. Expenses, Total 820 815 726.26 914.35  Research & Development - - - -  Depreciation / Amortization 23 27 2.03 19.94  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 1.89 1.17 134.89  Other Operating Expenses, Total -21 -25 - -"
"Selling/General/Admin. Expenses, Total",820,815,726.26,914.35
Research & Development,-,-,-,-
Depreciation / Amortization,23,27,2.03,19.94
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,1.89,1.17,134.89
"Other Operating Expenses, Total",-21,-25,-,-
Operating Income,109,-30,86.72,-96.29
"Interest Income (Expense), Net Non-Operating",-,-2.24,3.82,1.96
Gain (Loss) on Sale of Assets,-3,6,-,0.02
"Other, Net",14,-6,3.78,4.4
Net Income Before Taxes,98,-30,94.32,-89.91
Provision for Income Taxes,25,16,128.27,18.14
Net Income After Taxes,73,-46,-33.94,-108.05
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,73,-46,-33.94,-108.05
Total Extraordinary Items,-,-,-,-
Net Income,73,-46,-33.94,-108.05
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,73,-46,-33.94,-108.05
Dilution Adjustment,-,-,-,-
Diluted Net Income,73,-46,-33.94,-108.05
Diluted Weighted Average Shares,22.83,22.83,22.76,22.78
Diluted EPS Excluding Extraordinary Items,3.2,-2.01,-1.49,-4.74
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,2.77,-0.958,-1.37,-0.02
