Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,4125,3498,2663.23,2380.66
"Revenue 4125 3498 2663.23 2380.66  Other Revenue, Total - - - -","Revenue 4125 3498 2663.23 2380.66  Other Revenue, Total - - - -","Revenue 4125 3498 2663.23 2380.66  Other Revenue, Total - - - -","Revenue 4125 3498 2663.23 2380.66  Other Revenue, Total - - - -","Revenue 4125 3498 2663.23 2380.66  Other Revenue, Total - - - -"
Revenue,4125,3498,2663.23,2380.66
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1453,1256,893.93,769.25
Gross Profit,2672,2242,1769.3,1611.4
Total Operating Expenses,2501,2216,1758.65,1506.19
"Selling/General/Admin. Expenses, Total 1038 945 792.76 724.68  Research & Development - - - -  Depreciation / Amortization 28 42 15.61 12.26  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 21.48 56.35 -  Other Operating Expenses, Total -18 -27 - -","Selling/General/Admin. Expenses, Total 1038 945 792.76 724.68  Research & Development - - - -  Depreciation / Amortization 28 42 15.61 12.26  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 21.48 56.35 -  Other Operating Expenses, Total -18 -27 - -","Selling/General/Admin. Expenses, Total 1038 945 792.76 724.68  Research & Development - - - -  Depreciation / Amortization 28 42 15.61 12.26  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 21.48 56.35 -  Other Operating Expenses, Total -18 -27 - -","Selling/General/Admin. Expenses, Total 1038 945 792.76 724.68  Research & Development - - - -  Depreciation / Amortization 28 42 15.61 12.26  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 21.48 56.35 -  Other Operating Expenses, Total -18 -27 - -","Selling/General/Admin. Expenses, Total 1038 945 792.76 724.68  Research & Development - - - -  Depreciation / Amortization 28 42 15.61 12.26  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 21.48 56.35 -  Other Operating Expenses, Total -18 -27 - -"
"Selling/General/Admin. Expenses, Total",1038,945,792.76,724.68
Research & Development,-,-,-,-
Depreciation / Amortization,28,42,15.61,12.26
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,21.48,56.35,-
"Other Operating Expenses, Total",-18,-27,-,-
Operating Income,1624,1282,904.58,874.46
"Interest Income (Expense), Net Non-Operating",-,-16.56,-7.03,8.78
Gain (Loss) on Sale of Assets,-,-11,-,-
"Other, Net",3,32,3.44,1.67
Net Income Before Taxes,1621,1261,900.99,884.92
Provision for Income Taxes,482,377,270.69,272.97
Net Income After Taxes,1139,884,630.3,611.94
Minority Interest,-,1.92,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1139,885,630.3,611.94
Total Extraordinary Items,-,-,-,-
Net Income,1139,885,630.3,611.94
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,1139,885,630.3,611.94
Dilution Adjustment,-0.767,-0.38,-0.02,-
Diluted Net Income,1139.77,885.38,630.3,611.94
Diluted Weighted Average Shares,13.23,13.23,13.22,13.22
Diluted EPS Excluding Extraordinary Items,86.17,66.94,47.66,46.29
DPS - Common Stock Primary Issue,29,23,21,18
Diluted Normalized EPS,76.6,60.18,50.64,46.29
