Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,27950,25134,23686,25659
"Revenue 27950 25134 23686 25659  Other Revenue, Total - - - -","Revenue 27950 25134 23686 25659  Other Revenue, Total - - - -","Revenue 27950 25134 23686 25659  Other Revenue, Total - - - -","Revenue 27950 25134 23686 25659  Other Revenue, Total - - - -","Revenue 27950 25134 23686 25659  Other Revenue, Total - - - -"
Revenue,27950,25134,23686,25659
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",24356,21343,18862,20383
Gross Profit,3594,3791,4824,5276
Total Operating Expenses,27326,24327,22707,24601
"Selling/General/Admin. Expenses, Total 2970 2983 3841 4204  Research & Development - - - -  Depreciation / Amortization 630 - - -  Interest Expense (Income) - Net Operating -89 - - -  Unusual Expense (Income) - - 3 13  Other Operating Expenses, Total -541 1 1 1","Selling/General/Admin. Expenses, Total 2970 2983 3841 4204  Research & Development - - - -  Depreciation / Amortization 630 - - -  Interest Expense (Income) - Net Operating -89 - - -  Unusual Expense (Income) - - 3 13  Other Operating Expenses, Total -541 1 1 1","Selling/General/Admin. Expenses, Total 2970 2983 3841 4204  Research & Development - - - -  Depreciation / Amortization 630 - - -  Interest Expense (Income) - Net Operating -89 - - -  Unusual Expense (Income) - - 3 13  Other Operating Expenses, Total -541 1 1 1","Selling/General/Admin. Expenses, Total 2970 2983 3841 4204  Research & Development - - - -  Depreciation / Amortization 630 - - -  Interest Expense (Income) - Net Operating -89 - - -  Unusual Expense (Income) - - 3 13  Other Operating Expenses, Total -541 1 1 1","Selling/General/Admin. Expenses, Total 2970 2983 3841 4204  Research & Development - - - -  Depreciation / Amortization 630 - - -  Interest Expense (Income) - Net Operating -89 - - -  Unusual Expense (Income) - - 3 13  Other Operating Expenses, Total -541 1 1 1"
"Selling/General/Admin. Expenses, Total",2970,2983,3841,4204
Research & Development,-,-,-,-
Depreciation / Amortization,630,-,-,-
Interest Expense (Income) - Net Operating,-89,-,-,-
Unusual Expense (Income),-,-,3,13
"Other Operating Expenses, Total",-541,1,1,1
Operating Income,624,807,979,1058
"Interest Income (Expense), Net Non-Operating",-,113,147,108
Gain (Loss) on Sale of Assets,-,-,-2,-
"Other, Net",-107,-14,-22,-28
Net Income Before Taxes,731,906,1102,1138
Provision for Income Taxes,233,296,326,361
Net Income After Taxes,498,610,776,777
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,498,610,776,777
Total Extraordinary Items,-,-,-,-
Net Income,498,610,776,777
Total Adjustments to Net Income,-,-1,-1,-1
Income Available to Common Excluding Extraordinary Items,498,609,775,776
Dilution Adjustment,-,-,-,-
Diluted Net Income,498,609,775,776
Diluted Weighted Average Shares,27.27,27.2,27.14,27.11
Diluted EPS Excluding Extraordinary Items,18.26,22.39,28.56,28.62
DPS - Common Stock Primary Issue,5,5,5,5
Diluted Normalized EPS,16.75,22.39,28.69,28.95
