Period Ending:,202231/07,202131/07,202031/07,201931/07
Total Revenue,22,1400,2100,100
"Revenue 22 1400 2100 100  Other Revenue, Total - - - -","Revenue 22 1400 2100 100  Other Revenue, Total - - - -","Revenue 22 1400 2100 100  Other Revenue, Total - - - -","Revenue 22 1400 2100 100  Other Revenue, Total - - - -","Revenue 22 1400 2100 100  Other Revenue, Total - - - -"
Revenue,22,1400,2100,100
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",-,-,-,-
Gross Profit,22,-,-,-
Total Operating Expenses,2003,1985.94,1684.29,826.86
"Selling/General/Admin. Expenses, Total 549 436.05 320.34 185.46  Research & Development 1421 1514.09 1356.22 639.73  Depreciation / Amortization 49 43.6 7.73 1.67  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -7.78 - -  Other Operating Expenses, Total -16 - - -","Selling/General/Admin. Expenses, Total 549 436.05 320.34 185.46  Research & Development 1421 1514.09 1356.22 639.73  Depreciation / Amortization 49 43.6 7.73 1.67  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -7.78 - -  Other Operating Expenses, Total -16 - - -","Selling/General/Admin. Expenses, Total 549 436.05 320.34 185.46  Research & Development 1421 1514.09 1356.22 639.73  Depreciation / Amortization 49 43.6 7.73 1.67  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -7.78 - -  Other Operating Expenses, Total -16 - - -","Selling/General/Admin. Expenses, Total 549 436.05 320.34 185.46  Research & Development 1421 1514.09 1356.22 639.73  Depreciation / Amortization 49 43.6 7.73 1.67  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -7.78 - -  Other Operating Expenses, Total -16 - - -","Selling/General/Admin. Expenses, Total 549 436.05 320.34 185.46  Research & Development 1421 1514.09 1356.22 639.73  Depreciation / Amortization 49 43.6 7.73 1.67  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -7.78 - -  Other Operating Expenses, Total -16 - - -"
"Selling/General/Admin. Expenses, Total",549,436.05,320.34,185.46
Research & Development,1421,1514.09,1356.22,639.73
Depreciation / Amortization,49,43.6,7.73,1.67
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-7.78,-,-
"Other Operating Expenses, Total",-16,-,-,-
Operating Income,-1981,-585.95,415.71,-726.86
"Interest Income (Expense), Net Non-Operating",-,-0.18,-0.31,-0.27
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-35,10.09,-54.38,4.54
Net Income Before Taxes,-1946,-576.04,361.03,-722.59
Provision for Income Taxes,2,6.4,13.27,-1.38
Net Income After Taxes,-1948,-582.45,347.76,-721.21
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-1948,-582.45,347.76,-721.21
Total Extraordinary Items,-,-,-,-
Net Income,-1948,-582.45,347.76,-721.21
Total Adjustments to Net Income,-,-0,-0,-
Income Available to Common Excluding Extraordinary Items,-1948,-582.45,347.76,-721.21
Dilution Adjustment,-,-,-,-
Diluted Net Income,-1948,-582.45,347.76,-721.21
Diluted Weighted Average Shares,59.19,58.11,60.64,42.8
Diluted EPS Excluding Extraordinary Items,-32.91,-10.02,5.74,-16.85
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-20.82,-10.11,5.74,-16.85
