Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,13057,11142,10624.56,14010.28
"Revenue 13057 11142 10624.56 14010.28  Other Revenue, Total - - - -","Revenue 13057 11142 10624.56 14010.28  Other Revenue, Total - - - -","Revenue 13057 11142 10624.56 14010.28  Other Revenue, Total - - - -","Revenue 13057 11142 10624.56 14010.28  Other Revenue, Total - - - -","Revenue 13057 11142 10624.56 14010.28  Other Revenue, Total - - - -"
Revenue,13057,11142,10624.56,14010.28
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",11513,9641,9259.3,11651
Gross Profit,1544,1501,1365.27,2359.28
Total Operating Expenses,13005,11069,10783.88,14194.3
"Selling/General/Admin. Expenses, Total 1492 1428 1513.64 1741.55  Research & Development - 54 - -  Depreciation / Amortization 444 419 - -  Interest Expense (Income) - Net Operating -13 -13 - -  Unusual Expense (Income) - 54.75 10.94 801.75  Other Operating Expenses, Total -431 -460 - -","Selling/General/Admin. Expenses, Total 1492 1428 1513.64 1741.55  Research & Development - 54 - -  Depreciation / Amortization 444 419 - -  Interest Expense (Income) - Net Operating -13 -13 - -  Unusual Expense (Income) - 54.75 10.94 801.75  Other Operating Expenses, Total -431 -460 - -","Selling/General/Admin. Expenses, Total 1492 1428 1513.64 1741.55  Research & Development - 54 - -  Depreciation / Amortization 444 419 - -  Interest Expense (Income) - Net Operating -13 -13 - -  Unusual Expense (Income) - 54.75 10.94 801.75  Other Operating Expenses, Total -431 -460 - -","Selling/General/Admin. Expenses, Total 1492 1428 1513.64 1741.55  Research & Development - 54 - -  Depreciation / Amortization 444 419 - -  Interest Expense (Income) - Net Operating -13 -13 - -  Unusual Expense (Income) - 54.75 10.94 801.75  Other Operating Expenses, Total -431 -460 - -","Selling/General/Admin. Expenses, Total 1492 1428 1513.64 1741.55  Research & Development - 54 - -  Depreciation / Amortization 444 419 - -  Interest Expense (Income) - Net Operating -13 -13 - -  Unusual Expense (Income) - 54.75 10.94 801.75  Other Operating Expenses, Total -431 -460 - -"
"Selling/General/Admin. Expenses, Total",1492,1428,1513.64,1741.55
Research & Development,-,54,-,-
Depreciation / Amortization,444,419,-,-
Interest Expense (Income) - Net Operating,-13,-13,-,-
Unusual Expense (Income),-,54.75,10.94,801.75
"Other Operating Expenses, Total",-431,-460,-,-
Operating Income,52,73,-159.32,-184.02
"Interest Income (Expense), Net Non-Operating",-,156.25,98.73,21.66
Gain (Loss) on Sale of Assets,-16,105,-,-
"Other, Net",-92,-207,16.78,-18.26
Net Income Before Taxes,160,175,-43.8,-180.62
Provision for Income Taxes,149,66,134.53,205.76
Net Income After Taxes,11,109,-178.33,-386.38
Minority Interest,1086,960,4,-164.77
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-100,48,-174.33,-551.14
Total Extraordinary Items,-,-,-,-
Net Income,-100,48,-174.33,-551.14
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,-100,48,-174.33,-551.15
Dilution Adjustment,-,-,-,-
Diluted Net Income,-100,48,-174.33,-551.15
Diluted Weighted Average Shares,3.18,3.24,3.25,3.27
Diluted EPS Excluding Extraordinary Items,-31.49,14.81,-53.69,-168.55
DPS - Common Stock Primary Issue,20,20,20,20
Diluted Normalized EPS,2.24,4.13,-51.5,-9.18
