Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,5480,8179,9361.19,10008.7
"Revenue 3923 6251 9361.19 10008.7  Other Revenue, Total 1557 1928 - -","Revenue 3923 6251 9361.19 10008.7  Other Revenue, Total 1557 1928 - -","Revenue 3923 6251 9361.19 10008.7  Other Revenue, Total 1557 1928 - -","Revenue 3923 6251 9361.19 10008.7  Other Revenue, Total 1557 1928 - -","Revenue 3923 6251 9361.19 10008.7  Other Revenue, Total 1557 1928 - -"
Revenue,3923,6251,9361.19,10008.7
"Other Revenue, Total",1557,1928,-,-
"Cost of Revenue, Total",4265,6304,7252.34,7934.98
Gross Profit,1215,1875,2108.86,2073.72
Total Operating Expenses,5065,7196,8158.71,8934.33
"Selling/General/Admin. Expenses, Total 800 892 886 866.94  Research & Development - 13 19.87 24.08  Depreciation / Amortization 169 182 - -  Interest Expense (Income) - Net Operating -45 -39 - -  Unusual Expense (Income) - 185.72 0.51 108.33  Other Operating Expenses, Total -124 -156 - -","Selling/General/Admin. Expenses, Total 800 892 886 866.94  Research & Development - 13 19.87 24.08  Depreciation / Amortization 169 182 - -  Interest Expense (Income) - Net Operating -45 -39 - -  Unusual Expense (Income) - 185.72 0.51 108.33  Other Operating Expenses, Total -124 -156 - -","Selling/General/Admin. Expenses, Total 800 892 886 866.94  Research & Development - 13 19.87 24.08  Depreciation / Amortization 169 182 - -  Interest Expense (Income) - Net Operating -45 -39 - -  Unusual Expense (Income) - 185.72 0.51 108.33  Other Operating Expenses, Total -124 -156 - -","Selling/General/Admin. Expenses, Total 800 892 886 866.94  Research & Development - 13 19.87 24.08  Depreciation / Amortization 169 182 - -  Interest Expense (Income) - Net Operating -45 -39 - -  Unusual Expense (Income) - 185.72 0.51 108.33  Other Operating Expenses, Total -124 -156 - -","Selling/General/Admin. Expenses, Total 800 892 886 866.94  Research & Development - 13 19.87 24.08  Depreciation / Amortization 169 182 - -  Interest Expense (Income) - Net Operating -45 -39 - -  Unusual Expense (Income) - 185.72 0.51 108.33  Other Operating Expenses, Total -124 -156 - -"
"Selling/General/Admin. Expenses, Total",800,892,886,866.94
Research & Development,-,13,19.87,24.08
Depreciation / Amortization,169,182,-,-
Interest Expense (Income) - Net Operating,-45,-39,-,-
Unusual Expense (Income),-,185.72,0.51,108.33
"Other Operating Expenses, Total",-124,-156,-,-
Operating Income,415,983,1202.48,1074.37
"Interest Income (Expense), Net Non-Operating",-,17.43,-11.78,0.98
Gain (Loss) on Sale of Assets,-,-185,-,-
"Other, Net",-101,321,14.82,21.8
Net Income Before Taxes,516,847,1205.53,1097.15
Provision for Income Taxes,187,381,459.06,441.09
Net Income After Taxes,329,466,746.47,656.05
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,329,466,746.47,656.05
Total Extraordinary Items,-,-,-,-
Net Income,329,466,746.47,656.05
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,329,466,746.47,656.05
Dilution Adjustment,-,-,-,-
Diluted Net Income,329,466,746.47,656.05
Diluted Weighted Average Shares,16.24,16.24,16.24,16.24
Diluted EPS Excluding Extraordinary Items,20.26,28.7,45.98,40.41
DPS - Common Stock Primary Issue,-,1,1,1
Diluted Normalized EPS,19.86,39.73,46,44.4
