Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,191277,168341,144575,142398
"Revenue 191277 168341 144575 142398  Other Revenue, Total - - - -","Revenue 191277 168341 144575 142398  Other Revenue, Total - - - -","Revenue 191277 168341 144575 142398  Other Revenue, Total - - - -","Revenue 191277 168341 144575 142398  Other Revenue, Total - - - -","Revenue 191277 168341 144575 142398  Other Revenue, Total - - - -"
Revenue,191277,168341,144575,142398
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",136488,117463,101702,100265
Gross Profit,54789,50878,42873,42133
Total Operating Expenses,167541,148199,127312,124357
"Selling/General/Admin. Expenses, Total 31973 27521 25438 28105  Research & Development - - - -  Depreciation / Amortization 11615 - - -  Interest Expense (Income) - Net Operating -228 -2020 -1472 -1998  Unusual Expense (Income) - - 1607 -496  Other Operating Expenses, Total -18128 5235 37 -1519","Selling/General/Admin. Expenses, Total 31973 27521 25438 28105  Research & Development - - - -  Depreciation / Amortization 11615 - - -  Interest Expense (Income) - Net Operating -228 -2020 -1472 -1998  Unusual Expense (Income) - - 1607 -496  Other Operating Expenses, Total -18128 5235 37 -1519","Selling/General/Admin. Expenses, Total 31973 27521 25438 28105  Research & Development - - - -  Depreciation / Amortization 11615 - - -  Interest Expense (Income) - Net Operating -228 -2020 -1472 -1998  Unusual Expense (Income) - - 1607 -496  Other Operating Expenses, Total -18128 5235 37 -1519","Selling/General/Admin. Expenses, Total 31973 27521 25438 28105  Research & Development - - - -  Depreciation / Amortization 11615 - - -  Interest Expense (Income) - Net Operating -228 -2020 -1472 -1998  Unusual Expense (Income) - - 1607 -496  Other Operating Expenses, Total -18128 5235 37 -1519","Selling/General/Admin. Expenses, Total 31973 27521 25438 28105  Research & Development - - - -  Depreciation / Amortization 11615 - - -  Interest Expense (Income) - Net Operating -228 -2020 -1472 -1998  Unusual Expense (Income) - - 1607 -496  Other Operating Expenses, Total -18128 5235 37 -1519"
"Selling/General/Admin. Expenses, Total",31973,27521,25438,28105
Research & Development,-,-,-,-
Depreciation / Amortization,11615,-,-,-
Interest Expense (Income) - Net Operating,-228,-2020,-1472,-1998
Unusual Expense (Income),-,-,1607,-496
"Other Operating Expenses, Total",-18128,5235,37,-1519
Operating Income,23736,20142,17263,18041
"Interest Income (Expense), Net Non-Operating",-,256,484,-98
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",745,-,1,1
Net Income Before Taxes,22991,20398,17748,17944
Provision for Income Taxes,6014,6104,4136,4117
Net Income After Taxes,16977,14294,13612,13827
Minority Interest,1574,-129,-118,-108
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,16868,14165,13494,13719
Total Extraordinary Items,-,-,-,-
Net Income,16868,14165,13494,13719
Total Adjustments to Net Income,-,-1,-1,-
Income Available to Common Excluding Extraordinary Items,16868,14164,13493,13719
Dilution Adjustment,-0.979,-,-,-
Diluted Net Income,16868.98,14164,13493,13719
Diluted Weighted Average Shares,19.55,19.52,19.54,19.82
Diluted EPS Excluding Extraordinary Items,862.89,725.71,690.49,692.02
DPS - Common Stock Primary Issue,270,210,170,170
Diluted Normalized EPS,816.09,725.71,753.56,672.74
