Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,642953,612658,656743,661244
"Revenue 642953 612658 656743 661244  Other Revenue, Total - - - -","Revenue 642953 612658 656743 661244  Other Revenue, Total - - - -","Revenue 642953 612658 656743 661244  Other Revenue, Total - - - -","Revenue 642953 612658 656743 661244  Other Revenue, Total - - - -","Revenue 642953 612658 656743 661244  Other Revenue, Total - - - -"
Revenue,642953,612658,656743,661244
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",605027,577607,621401,625634
Gross Profit,37926,35051,35342,35610
Total Operating Expenses,635446,606772,651720,656814
"Selling/General/Admin. Expenses, Total 30419 29165 30319 31180  Research & Development - - - -  Depreciation / Amortization 2165 2152 2232 -  Interest Expense (Income) - Net Operating -110 -126 -124 -  Unusual Expense (Income) - 913 623 -  Other Operating Expenses, Total -2055 -2026 -2108 -","Selling/General/Admin. Expenses, Total 30419 29165 30319 31180  Research & Development - - - -  Depreciation / Amortization 2165 2152 2232 -  Interest Expense (Income) - Net Operating -110 -126 -124 -  Unusual Expense (Income) - 913 623 -  Other Operating Expenses, Total -2055 -2026 -2108 -","Selling/General/Admin. Expenses, Total 30419 29165 30319 31180  Research & Development - - - -  Depreciation / Amortization 2165 2152 2232 -  Interest Expense (Income) - Net Operating -110 -126 -124 -  Unusual Expense (Income) - 913 623 -  Other Operating Expenses, Total -2055 -2026 -2108 -","Selling/General/Admin. Expenses, Total 30419 29165 30319 31180  Research & Development - - - -  Depreciation / Amortization 2165 2152 2232 -  Interest Expense (Income) - Net Operating -110 -126 -124 -  Unusual Expense (Income) - 913 623 -  Other Operating Expenses, Total -2055 -2026 -2108 -","Selling/General/Admin. Expenses, Total 30419 29165 30319 31180  Research & Development - - - -  Depreciation / Amortization 2165 2152 2232 -  Interest Expense (Income) - Net Operating -110 -126 -124 -  Unusual Expense (Income) - 913 623 -  Other Operating Expenses, Total -2055 -2026 -2108 -"
"Selling/General/Admin. Expenses, Total",30419,29165,30319,31180
Research & Development,-,-,-,-
Depreciation / Amortization,2165,2152,2232,-
Interest Expense (Income) - Net Operating,-110,-126,-124,-
Unusual Expense (Income),-,913,623,-
"Other Operating Expenses, Total",-2055,-2026,-2108,-
Operating Income,7507,5886,5023,4430
"Interest Income (Expense), Net Non-Operating",-,1110,1160,1062
Gain (Loss) on Sale of Assets,-1613,-792,63,-
"Other, Net",1825,208,-961,396
Net Income Before Taxes,7295,6470,5921,5888
Provision for Income Taxes,2450,2153,1879,1800
Net Income After Taxes,4845,4317,4042,4088
Minority Interest,20,31,29,-112
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,4843,4315,4034,3976
Total Extraordinary Items,-,-,-,-
Net Income,4843,4315,4034,3976
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,4843,4315,4034,3976
Dilution Adjustment,-,-,-,-
Diluted Net Income,4843,4315,4034,3976
Diluted Weighted Average Shares,12.69,12.69,12.69,12.69
Diluted EPS Excluding Extraordinary Items,381.72,340.11,317.96,313.39
DPS - Common Stock Primary Issue,80,80,80,75
Diluted Normalized EPS,440.45,358.18,308.05,313.39
