Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,85456,85047,92755,111675
"Revenue 85456 85047 92755 111675  Other Revenue, Total - - - -","Revenue 85456 85047 92755 111675  Other Revenue, Total - - - -","Revenue 85456 85047 92755 111675  Other Revenue, Total - - - -","Revenue 85456 85047 92755 111675  Other Revenue, Total - - - -","Revenue 85456 85047 92755 111675  Other Revenue, Total - - - -"
Revenue,85456,85047,92755,111675
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",65405,65474,72949,87292
Gross Profit,20051,19573,19806,24383
Total Operating Expenses,80435,79657,87084,102763
"Selling/General/Admin. Expenses, Total 14989 14182 10963 12211  Research & Development - - 2753 2887  Depreciation / Amortization 2380 - 376 372  Interest Expense (Income) - Net Operating -49 - - -  Unusual Expense (Income) - - 42 -  Other Operating Expenses, Total -1868 1 1 1","Selling/General/Admin. Expenses, Total 14989 14182 10963 12211  Research & Development - - 2753 2887  Depreciation / Amortization 2380 - 376 372  Interest Expense (Income) - Net Operating -49 - - -  Unusual Expense (Income) - - 42 -  Other Operating Expenses, Total -1868 1 1 1","Selling/General/Admin. Expenses, Total 14989 14182 10963 12211  Research & Development - - 2753 2887  Depreciation / Amortization 2380 - 376 372  Interest Expense (Income) - Net Operating -49 - - -  Unusual Expense (Income) - - 42 -  Other Operating Expenses, Total -1868 1 1 1","Selling/General/Admin. Expenses, Total 14989 14182 10963 12211  Research & Development - - 2753 2887  Depreciation / Amortization 2380 - 376 372  Interest Expense (Income) - Net Operating -49 - - -  Unusual Expense (Income) - - 42 -  Other Operating Expenses, Total -1868 1 1 1","Selling/General/Admin. Expenses, Total 14989 14182 10963 12211  Research & Development - - 2753 2887  Depreciation / Amortization 2380 - 376 372  Interest Expense (Income) - Net Operating -49 - - -  Unusual Expense (Income) - - 42 -  Other Operating Expenses, Total -1868 1 1 1"
"Selling/General/Admin. Expenses, Total",14989,14182,10963,12211
Research & Development,-,-,2753,2887
Depreciation / Amortization,2380,-,376,372
Interest Expense (Income) - Net Operating,-49,-,-,-
Unusual Expense (Income),-,-,42,-
"Other Operating Expenses, Total",-1868,1,1,1
Operating Income,5021,5390,5671,8912
"Interest Income (Expense), Net Non-Operating",-,768,1310,561
Gain (Loss) on Sale of Assets,124,-7,-6,-12
"Other, Net",-1130,380,307,201
Net Income Before Taxes,6027,6531,7282,9662
Provision for Income Taxes,1952,2027,2366,3077
Net Income After Taxes,4075,4504,4916,6585
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,4075,4504,4916,6585
Total Extraordinary Items,-,-,-,-
Net Income,4075,4504,4916,6585
Total Adjustments to Net Income,-,-1,-,-1
Income Available to Common Excluding Extraordinary Items,4075,4503,4916,6584
Dilution Adjustment,-,-,-,-
Diluted Net Income,4075,4503,4916,6584
Diluted Weighted Average Shares,62.37,62.37,62.37,63.72
Diluted EPS Excluding Extraordinary Items,65.33,72.2,78.82,103.33
DPS - Common Stock Primary Issue,27,27,27,26
Diluted Normalized EPS,59.28,72.27,79.34,103.46
