Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,5474,5389,5575.94,7169.46
"Revenue 5474 5389 5575.94 7169.46  Other Revenue, Total - - - -","Revenue 5474 5389 5575.94 7169.46  Other Revenue, Total - - - -","Revenue 5474 5389 5575.94 7169.46  Other Revenue, Total - - - -","Revenue 5474 5389 5575.94 7169.46  Other Revenue, Total - - - -","Revenue 5474 5389 5575.94 7169.46  Other Revenue, Total - - - -"
Revenue,5474,5389,5575.94,7169.46
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",3973,3929,4437.21,5407.19
Gross Profit,1501,1460,1138.73,1762.27
Total Operating Expenses,6226,5952,6577.27,8202.75
"Selling/General/Admin. Expenses, Total 2253 1954 2132.37 2525.3  Research & Development - 181 - 293.43  Depreciation / Amortization 162 171 35.91 100.97  Interest Expense (Income) - Net Operating -5 -5 - -  Unusual Expense (Income) - -16.57 -28.22 169.29  Other Operating Expenses, Total -157 -278 - -","Selling/General/Admin. Expenses, Total 2253 1954 2132.37 2525.3  Research & Development - 181 - 293.43  Depreciation / Amortization 162 171 35.91 100.97  Interest Expense (Income) - Net Operating -5 -5 - -  Unusual Expense (Income) - -16.57 -28.22 169.29  Other Operating Expenses, Total -157 -278 - -","Selling/General/Admin. Expenses, Total 2253 1954 2132.37 2525.3  Research & Development - 181 - 293.43  Depreciation / Amortization 162 171 35.91 100.97  Interest Expense (Income) - Net Operating -5 -5 - -  Unusual Expense (Income) - -16.57 -28.22 169.29  Other Operating Expenses, Total -157 -278 - -","Selling/General/Admin. Expenses, Total 2253 1954 2132.37 2525.3  Research & Development - 181 - 293.43  Depreciation / Amortization 162 171 35.91 100.97  Interest Expense (Income) - Net Operating -5 -5 - -  Unusual Expense (Income) - -16.57 -28.22 169.29  Other Operating Expenses, Total -157 -278 - -","Selling/General/Admin. Expenses, Total 2253 1954 2132.37 2525.3  Research & Development - 181 - 293.43  Depreciation / Amortization 162 171 35.91 100.97  Interest Expense (Income) - Net Operating -5 -5 - -  Unusual Expense (Income) - -16.57 -28.22 169.29  Other Operating Expenses, Total -157 -278 - -"
"Selling/General/Admin. Expenses, Total",2253,1954,2132.37,2525.3
Research & Development,-,181,-,293.43
Depreciation / Amortization,162,171,35.91,100.97
Interest Expense (Income) - Net Operating,-5,-5,-,-
Unusual Expense (Income),-,-16.57,-28.22,169.29
"Other Operating Expenses, Total",-157,-278,-,-
Operating Income,-752,-563,-1001.33,-1033.29
"Interest Income (Expense), Net Non-Operating",-,112.33,33.28,-43.21
Gain (Loss) on Sale of Assets,-,-,141.8,2.01
"Other, Net",-118,-148,32.59,31.07
Net Income Before Taxes,-634,-415,-793.66,-1045.42
Provision for Income Taxes,25,33,-48.25,46.34
Net Income After Taxes,-659,-448,-745.41,-1091.76
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-659,-448,-745.41,-1091.76
Total Extraordinary Items,-,-,-,-
Net Income,-659,-448,-745.41,-1091.76
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-659,-448,-745.41,-1091.76
Dilution Adjustment,-,-,-,-
Diluted Net Income,-659,-448,-745.41,-1091.76
Diluted Weighted Average Shares,1.53,1.53,1.53,1.53
Diluted EPS Excluding Extraordinary Items,-430.16,-292.43,-486.56,-712.64
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-308.83,-176.24,-558.69,-640.81
