Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,19936,22697,21665.01,21350.65
"Revenue 19936 22697.54 21665.01 21350.65  Other Revenue, Total - - - -","Revenue 19936 22697.54 21665.01 21350.65  Other Revenue, Total - - - -","Revenue 19936 22697.54 21665.01 21350.65  Other Revenue, Total - - - -","Revenue 19936 22697.54 21665.01 21350.65  Other Revenue, Total - - - -","Revenue 19936 22697.54 21665.01 21350.65  Other Revenue, Total - - - -"
Revenue,19936,22697.54,21665.01,21350.65
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",11814,13168.58,12616.94,12868.77
Gross Profit,8122,9528.96,9048.07,8481.88
Total Operating Expenses,18178,19750.58,19213.78,19404.59
"Selling/General/Admin. Expenses, Total 6364 6619.04 6114.32 6393.68  Research & Development 16 79.48 56.56 68  Depreciation / Amortization 256 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -116.52 425.96 74.15  Other Operating Expenses, Total -272 - - -","Selling/General/Admin. Expenses, Total 6364 6619.04 6114.32 6393.68  Research & Development 16 79.48 56.56 68  Depreciation / Amortization 256 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -116.52 425.96 74.15  Other Operating Expenses, Total -272 - - -","Selling/General/Admin. Expenses, Total 6364 6619.04 6114.32 6393.68  Research & Development 16 79.48 56.56 68  Depreciation / Amortization 256 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -116.52 425.96 74.15  Other Operating Expenses, Total -272 - - -","Selling/General/Admin. Expenses, Total 6364 6619.04 6114.32 6393.68  Research & Development 16 79.48 56.56 68  Depreciation / Amortization 256 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -116.52 425.96 74.15  Other Operating Expenses, Total -272 - - -","Selling/General/Admin. Expenses, Total 6364 6619.04 6114.32 6393.68  Research & Development 16 79.48 56.56 68  Depreciation / Amortization 256 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -116.52 425.96 74.15  Other Operating Expenses, Total -272 - - -"
"Selling/General/Admin. Expenses, Total",6364,6619.04,6114.32,6393.68
Research & Development,16,79.48,56.56,68
Depreciation / Amortization,256,-,-,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-116.52,425.96,74.15
"Other Operating Expenses, Total",-272,-,-,-
Operating Income,1758,2946.96,2451.22,1946.05
"Interest Income (Expense), Net Non-Operating",-,-18.68,27.32,-0.99
Gain (Loss) on Sale of Assets,-,8.59,-79.57,0.06
"Other, Net",67,11.01,15.09,126.52
Net Income Before Taxes,1691,2947.88,2414.07,2071.64
Provision for Income Taxes,662,1059.03,790.62,759.03
Net Income After Taxes,1029,1888.85,1623.45,1312.61
Minority Interest,176,-102.07,-62.08,-54.36
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,999,1786.78,1561.37,1258.25
Total Extraordinary Items,-,-,-,-
Net Income,999,1786.78,1561.37,1258.25
Total Adjustments to Net Income,-,-0,-0,-0
Income Available to Common Excluding Extraordinary Items,999,1786.78,1561.36,1258.25
Dilution Adjustment,-,-,-,-
Diluted Net Income,999,1786.78,1561.36,1258.25
Diluted Weighted Average Shares,30.95,31.19,31.17,31.16
Diluted EPS Excluding Extraordinary Items,32.28,57.29,50.09,40.38
DPS - Common Stock Primary Issue,29,28.65,25.05,20.19
Diluted Normalized EPS,33.2,54.72,60.99,41.89
