Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,371019,284128,265452,262117
"Revenue 371019 284128 265452 262117  Other Revenue, Total - - - -","Revenue 371019 284128 265452 262117  Other Revenue, Total - - - -","Revenue 371019 284128 265452 262117  Other Revenue, Total - - - -","Revenue 371019 284128 265452 262117  Other Revenue, Total - - - -","Revenue 371019 284128 265452 262117  Other Revenue, Total - - - -"
Revenue,371019,284128,265452,262117
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",286251,219599,186693,189877
Gross Profit,-,64529,78759,72240
Total Operating Expenses,-,275684,248718,250974
"Selling/General/Admin. Expenses, Total - 56085 60021 57298  Research & Development - 14582 - -  Depreciation / Amortization - 6825 - -  Interest Expense (Income) - Net Operating -273 -119 - -  Unusual Expense (Income) - 1727 2003 3798  Other Operating Expenses, Total -7309 -21288 1 1","Selling/General/Admin. Expenses, Total - 56085 60021 57298  Research & Development - 14582 - -  Depreciation / Amortization - 6825 - -  Interest Expense (Income) - Net Operating -273 -119 - -  Unusual Expense (Income) - 1727 2003 3798  Other Operating Expenses, Total -7309 -21288 1 1","Selling/General/Admin. Expenses, Total - 56085 60021 57298  Research & Development - 14582 - -  Depreciation / Amortization - 6825 - -  Interest Expense (Income) - Net Operating -273 -119 - -  Unusual Expense (Income) - 1727 2003 3798  Other Operating Expenses, Total -7309 -21288 1 1","Selling/General/Admin. Expenses, Total - 56085 60021 57298  Research & Development - 14582 - -  Depreciation / Amortization - 6825 - -  Interest Expense (Income) - Net Operating -273 -119 - -  Unusual Expense (Income) - 1727 2003 3798  Other Operating Expenses, Total -7309 -21288 1 1","Selling/General/Admin. Expenses, Total - 56085 60021 57298  Research & Development - 14582 - -  Depreciation / Amortization - 6825 - -  Interest Expense (Income) - Net Operating -273 -119 - -  Unusual Expense (Income) - 1727 2003 3798  Other Operating Expenses, Total -7309 -21288 1 1"
"Selling/General/Admin. Expenses, Total",-,56085,60021,57298
Research & Development,-,14582,-,-
Depreciation / Amortization,-,6825,-,-
Interest Expense (Income) - Net Operating,-273,-119,-,-
Unusual Expense (Income),-,1727,2003,3798
"Other Operating Expenses, Total",-7309,-21288,1,1
Operating Income,15100,8444,16734,11143
"Interest Income (Expense), Net Non-Operating",-,3596,2884,-533
Gain (Loss) on Sale of Assets,-,341,-,-
"Other, Net",648,-2461,-1084,-400
Net Income Before Taxes,-,10564,18534,10210
Provision for Income Taxes,-,5836,4653,3803
Net Income After Taxes,-,4728,13881,6407
Minority Interest,-,5281,-872,-640
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,8694,3722,13009,5767
Total Extraordinary Items,-,-,-,-
Net Income,-,3722,13009,5767
Total Adjustments to Net Income,-,-,-1,-2
Income Available to Common Excluding Extraordinary Items,8694,3722,13008,5765
Dilution Adjustment,-,-,-,-
Diluted Net Income,-,3722,13008,5765
Diluted Weighted Average Shares,-,104.66,104.64,104.63
Diluted EPS Excluding Extraordinary Items,83.04,35.56,124.31,55.1
DPS - Common Stock Primary Issue,-,32,30,28
Diluted Normalized EPS,-,56.43,140.66,80.01
