Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,781211,705656,595718,613344
"Revenue 781211 705656 595718 613344  Other Revenue, Total - - - -","Revenue 781211 705656 595718 613344  Other Revenue, Total - - - -","Revenue 781211 705656 595718 613344  Other Revenue, Total - - - -","Revenue 781211 705656 595718 613344  Other Revenue, Total - - - -","Revenue 781211 705656 595718 613344  Other Revenue, Total - - - -"
Revenue,781211,705656,595718,613344
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",613031,543070,454760,481950
Gross Profit,168180,162586,140958,131394
Total Operating Expenses,732180,657578,553569,578828
"Selling/General/Admin. Expenses, Total 119149 107225 72172 72772  Research & Development - - 18595 18410  Depreciation / Amortization 33565 - 5681 5951  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 7282 2361 -256  Other Operating Expenses, Total -31820 1 - 1","Selling/General/Admin. Expenses, Total 119149 107225 72172 72772  Research & Development - - 18595 18410  Depreciation / Amortization 33565 - 5681 5951  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 7282 2361 -256  Other Operating Expenses, Total -31820 1 - 1","Selling/General/Admin. Expenses, Total 119149 107225 72172 72772  Research & Development - - 18595 18410  Depreciation / Amortization 33565 - 5681 5951  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 7282 2361 -256  Other Operating Expenses, Total -31820 1 - 1","Selling/General/Admin. Expenses, Total 119149 107225 72172 72772  Research & Development - - 18595 18410  Depreciation / Amortization 33565 - 5681 5951  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 7282 2361 -256  Other Operating Expenses, Total -31820 1 - 1","Selling/General/Admin. Expenses, Total 119149 107225 72172 72772  Research & Development - - 18595 18410  Depreciation / Amortization 33565 - 5681 5951  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 7282 2361 -256  Other Operating Expenses, Total -31820 1 - 1"
"Selling/General/Admin. Expenses, Total",119149,107225,72172,72772
Research & Development,-,-,18595,18410
Depreciation / Amortization,33565,-,5681,5951
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,7282,2361,-256
"Other Operating Expenses, Total",-31820,1,-,1
Operating Income,49031,48078,42149,34516
"Interest Income (Expense), Net Non-Operating",-,20600,8915,1875
Gain (Loss) on Sale of Assets,1156,-1832,-2188,-943
"Other, Net",-22363,2782,75,-1105
Net Income Before Taxes,70238,69628,48951,34343
Provision for Income Taxes,15450,17098,9568,9855
Net Income After Taxes,54788,52530,39383,24488
Minority Interest,63636,-4235,-3312,-3329
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-,48295,36071,21159
Total Extraordinary Items,-,-,-,-
Net Income,49085,48295,36071,21159
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,-,48295,36070,21158
Dilution Adjustment,-,-,-,-
Diluted Net Income,49085,48295,36070,21158
Diluted Weighted Average Shares,205.31,208.04,208,210.53
Diluted EPS Excluding Extraordinary Items,239.08,232.15,173.41,100.5
DPS - Common Stock Primary Issue,-,70,70,70
Diluted Normalized EPS,187.21,267.1,192.79,104.63
