Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,8841,8675,7657.79,9243.04
"Revenue 8841 - 7657.79 9243.04  Other Revenue, Total - - - -","Revenue 8841 - 7657.79 9243.04  Other Revenue, Total - - - -","Revenue 8841 - 7657.79 9243.04  Other Revenue, Total - - - -","Revenue 8841 - 7657.79 9243.04  Other Revenue, Total - - - -","Revenue 8841 - 7657.79 9243.04  Other Revenue, Total - - - -"
Revenue,8841,-,7657.79,9243.04
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",6427,-,5780.9,6901.8
Gross Profit,2414,-,1876.88,2341.24
Total Operating Expenses,8679,-,7599.63,8839.22
"Selling/General/Admin. Expenses, Total 2252 - 1666.91 1826.46  Research & Development - - 150.61 128.43  Depreciation / Amortization 322 - - -  Interest Expense (Income) - Net Operating -28 - - -  Unusual Expense (Income) - 7.97 1.21 -17.47  Other Operating Expenses, Total -294 - - -","Selling/General/Admin. Expenses, Total 2252 - 1666.91 1826.46  Research & Development - - 150.61 128.43  Depreciation / Amortization 322 - - -  Interest Expense (Income) - Net Operating -28 - - -  Unusual Expense (Income) - 7.97 1.21 -17.47  Other Operating Expenses, Total -294 - - -","Selling/General/Admin. Expenses, Total 2252 - 1666.91 1826.46  Research & Development - - 150.61 128.43  Depreciation / Amortization 322 - - -  Interest Expense (Income) - Net Operating -28 - - -  Unusual Expense (Income) - 7.97 1.21 -17.47  Other Operating Expenses, Total -294 - - -","Selling/General/Admin. Expenses, Total 2252 - 1666.91 1826.46  Research & Development - - 150.61 128.43  Depreciation / Amortization 322 - - -  Interest Expense (Income) - Net Operating -28 - - -  Unusual Expense (Income) - 7.97 1.21 -17.47  Other Operating Expenses, Total -294 - - -","Selling/General/Admin. Expenses, Total 2252 - 1666.91 1826.46  Research & Development - - 150.61 128.43  Depreciation / Amortization 322 - - -  Interest Expense (Income) - Net Operating -28 - - -  Unusual Expense (Income) - 7.97 1.21 -17.47  Other Operating Expenses, Total -294 - - -"
"Selling/General/Admin. Expenses, Total",2252,-,1666.91,1826.46
Research & Development,-,-,150.61,128.43
Depreciation / Amortization,322,-,-,-
Interest Expense (Income) - Net Operating,-28,-,-,-
Unusual Expense (Income),-,7.97,1.21,-17.47
"Other Operating Expenses, Total",-294,-,-,-
Operating Income,162,-,58.16,403.82
"Interest Income (Expense), Net Non-Operating",-,46.97,4.49,-3.28
Gain (Loss) on Sale of Assets,-3,-,48.23,8.56
"Other, Net",-21,-,80.69,29.12
Net Income Before Taxes,186,-,191.58,438.22
Provision for Income Taxes,162,-,74.34,131.43
Net Income After Taxes,24,-,117.23,306.79
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,24,-,117.23,306.79
Total Extraordinary Items,-,-,-,-
Net Income,24,-,117.23,306.79
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,24,-,117.23,306.79
Dilution Adjustment,-,-,-,-
Diluted Net Income,24,-,117.23,306.79
Diluted Weighted Average Shares,6.73,6.73,6.72,6.76
Diluted EPS Excluding Extraordinary Items,3.57,-,17.43,45.38
DPS - Common Stock Primary Issue,9,10,6,12
Diluted Normalized EPS,17.28,-,16.4,45.91
