Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,1495987,1428578,1378255,1514449
"Revenue 1495987 1428578 1378255 1514449  Other Revenue, Total - - - -","Revenue 1495987 1428578 1378255 1514449  Other Revenue, Total - - - -","Revenue 1495987 1428578 1378255 1514449  Other Revenue, Total - - - -","Revenue 1495987 1428578 1378255 1514449  Other Revenue, Total - - - -","Revenue 1495987 1428578 1378255 1514449  Other Revenue, Total - - - -"
Revenue,1495987,1428578,1378255,1514449
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1027362,941709,909035,1011823
Gross Profit,468625,486869,469220,502626
Total Operating Expenses,1471084,1366181,1326293,1469129
"Selling/General/Admin. Expenses, Total 442880 380016 370064 407413  Research & Development - 22864 23975 -  Depreciation / Amortization 81900 80722 84786 42923  Interest Expense (Income) - Net Operating -8276 -4412 -4142 -623  Unusual Expense (Income) - - 26995 5412  Other Operating Expenses, Total -57236 -54718 -57425 1558","Selling/General/Admin. Expenses, Total 442880 380016 370064 407413  Research & Development - 22864 23975 -  Depreciation / Amortization 81900 80722 84786 42923  Interest Expense (Income) - Net Operating -8276 -4412 -4142 -623  Unusual Expense (Income) - - 26995 5412  Other Operating Expenses, Total -57236 -54718 -57425 1558","Selling/General/Admin. Expenses, Total 442880 380016 370064 407413  Research & Development - 22864 23975 -  Depreciation / Amortization 81900 80722 84786 42923  Interest Expense (Income) - Net Operating -8276 -4412 -4142 -623  Unusual Expense (Income) - - 26995 5412  Other Operating Expenses, Total -57236 -54718 -57425 1558","Selling/General/Admin. Expenses, Total 442880 380016 370064 407413  Research & Development - 22864 23975 -  Depreciation / Amortization 81900 80722 84786 42923  Interest Expense (Income) - Net Operating -8276 -4412 -4142 -623  Unusual Expense (Income) - - 26995 5412  Other Operating Expenses, Total -57236 -54718 -57425 1558","Selling/General/Admin. Expenses, Total 442880 380016 370064 407413  Research & Development - 22864 23975 -  Depreciation / Amortization 81900 80722 84786 42923  Interest Expense (Income) - Net Operating -8276 -4412 -4142 -623  Unusual Expense (Income) - - 26995 5412  Other Operating Expenses, Total -57236 -54718 -57425 1558"
"Selling/General/Admin. Expenses, Total",442880,380016,370064,407413
Research & Development,-,22864,23975,-
Depreciation / Amortization,81900,80722,84786,42923
Interest Expense (Income) - Net Operating,-8276,-4412,-4142,-623
Unusual Expense (Income),-,-,26995,5412
"Other Operating Expenses, Total",-57236,-54718,-57425,1558
Operating Income,24903,62397,51962,45320
"Interest Income (Expense), Net Non-Operating",-,-2209,2055,-4427
Gain (Loss) on Sale of Assets,-,11661,9779,-
"Other, Net",5144,-16526,8379,16
Net Income Before Taxes,19759,67262,33804,40909
Provision for Income Taxes,2871,16722,17436,13182
Net Income After Taxes,16888,50540,16368,27727
Minority Interest,2287,2583,2496,795
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,16864,50413,11829,28522
Total Extraordinary Items,-873,-1810,21219,-16004
Net Income,15991,48603,33048,12518
Total Adjustments to Net Income,873,1810,-21219,-
Income Available to Common Excluding Extraordinary Items,16864,50413,11829,28522
Dilution Adjustment,-872.02,-1947,16537,234
Diluted Net Income,16863.02,50550,16511,12752
Diluted Weighted Average Shares,287.91,306.86,306.12,321.62
Diluted EPS Excluding Extraordinary Items,-,164.73,40.77,89.41
DPS - Common Stock Primary Issue,90,85,75,70
Diluted Normalized EPS,40.59,119.97,95.43,100.82
