Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,807430,785837,791956,890009
"Revenue 807430 785837 791956 890009  Other Revenue, Total - - - -","Revenue 807430 785837 791956 890009  Other Revenue, Total - - - -","Revenue 807430 785837 791956 890009  Other Revenue, Total - - - -","Revenue 807430 785837 791956 890009  Other Revenue, Total - - - -","Revenue 807430 785837 791956 890009  Other Revenue, Total - - - -"
Revenue,807430,785837,791956,890009
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",455675,435332,429040,468785
Gross Profit,351755,350505,362916,421224
Total Operating Expenses,822596,806808,803678,948913
"Selling/General/Admin. Expenses, Total 334152 322108 315711 364059  Research & Development - - - -  Depreciation / Amortization 45786 41642 43934 43451  Interest Expense (Income) - Net Operating -750 162 245 -43  Unusual Expense (Income) - 8532 14803 74363  Other Operating Expenses, Total -12267 -968 -55 -1702","Selling/General/Admin. Expenses, Total 334152 322108 315711 364059  Research & Development - - - -  Depreciation / Amortization 45786 41642 43934 43451  Interest Expense (Income) - Net Operating -750 162 245 -43  Unusual Expense (Income) - 8532 14803 74363  Other Operating Expenses, Total -12267 -968 -55 -1702","Selling/General/Admin. Expenses, Total 334152 322108 315711 364059  Research & Development - - - -  Depreciation / Amortization 45786 41642 43934 43451  Interest Expense (Income) - Net Operating -750 162 245 -43  Unusual Expense (Income) - 8532 14803 74363  Other Operating Expenses, Total -12267 -968 -55 -1702","Selling/General/Admin. Expenses, Total 334152 322108 315711 364059  Research & Development - - - -  Depreciation / Amortization 45786 41642 43934 43451  Interest Expense (Income) - Net Operating -750 162 245 -43  Unusual Expense (Income) - 8532 14803 74363  Other Operating Expenses, Total -12267 -968 -55 -1702","Selling/General/Admin. Expenses, Total 334152 322108 315711 364059  Research & Development - - - -  Depreciation / Amortization 45786 41642 43934 43451  Interest Expense (Income) - Net Operating -750 162 245 -43  Unusual Expense (Income) - 8532 14803 74363  Other Operating Expenses, Total -12267 -968 -55 -1702"
"Selling/General/Admin. Expenses, Total",334152,322108,315711,364059
Research & Development,-,-,-,-
Depreciation / Amortization,45786,41642,43934,43451
Interest Expense (Income) - Net Operating,-750,162,245,-43
Unusual Expense (Income),-,8532,14803,74363
"Other Operating Expenses, Total",-12267,-968,-55,-1702
Operating Income,-15166,-20971,-11722,-58904
"Interest Income (Expense), Net Non-Operating",-,-779,-414,-116
Gain (Loss) on Sale of Assets,2023,-,-,-
"Other, Net",-4698,67,71,98
Net Income Before Taxes,-12491,-21683,-12065,-58922
Provision for Income Taxes,-4432,-6653,-4918,1357
Net Income After Taxes,-8059,-15030,-7147,-60279
Minority Interest,142,21,14,-56
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-8070,-15009,-7133,-60335
Total Extraordinary Items,-,12505,2418,2383
Net Income,-8070,-2504,-4715,-57952
Total Adjustments to Net Income,-,1,-,-1
Income Available to Common Excluding Extraordinary Items,-8070,-15008,-7133,-60335
Dilution Adjustment,-,-,-,-
Diluted Net Income,-8070,-2503,-4715,-57952
Diluted Weighted Average Shares,179.34,179.35,179.35,179.85
Diluted EPS Excluding Extraordinary Items,-45,-83.68,-39.77,-335.47
DPS - Common Stock Primary Issue,-,50,25,50
Diluted Normalized EPS,-42.2,-52.76,13.88,-66.72
