Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,1625933,1811759,1485121,1516100
"Revenue 1625933 1811759 1485121 1516100  Other Revenue, Total - - - -","Revenue 1625933 1811759 1485121 1516100  Other Revenue, Total - - - -","Revenue 1625933 1811759 1485121 1516100  Other Revenue, Total - - - -","Revenue 1625933 1811759 1485121 1516100  Other Revenue, Total - - - -","Revenue 1625933 1811759 1485121 1516100  Other Revenue, Total - - - -"
Revenue,1625933,1811759,1485121,1516100
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1449162,1602958,1312771,1325438
Gross Profit,176771,208801,172350,190662
Total Operating Expenses,1578736,1759050,1490481,1585964
"Selling/General/Admin. Expenses, Total 114121 138990 129113 135885  Research & Development 9676 11604 11127 10881  Depreciation / Amortization 44402 63536 5541 5943  Interest Expense (Income) - Net Operating -6014 -5498 - -  Unusual Expense (Income) - 31583 31927 107816  Other Operating Expenses, Total -32611 -52540 2 1","Selling/General/Admin. Expenses, Total 114121 138990 129113 135885  Research & Development 9676 11604 11127 10881  Depreciation / Amortization 44402 63536 5541 5943  Interest Expense (Income) - Net Operating -6014 -5498 - -  Unusual Expense (Income) - 31583 31927 107816  Other Operating Expenses, Total -32611 -52540 2 1","Selling/General/Admin. Expenses, Total 114121 138990 129113 135885  Research & Development 9676 11604 11127 10881  Depreciation / Amortization 44402 63536 5541 5943  Interest Expense (Income) - Net Operating -6014 -5498 - -  Unusual Expense (Income) - 31583 31927 107816  Other Operating Expenses, Total -32611 -52540 2 1","Selling/General/Admin. Expenses, Total 114121 138990 129113 135885  Research & Development 9676 11604 11127 10881  Depreciation / Amortization 44402 63536 5541 5943  Interest Expense (Income) - Net Operating -6014 -5498 - -  Unusual Expense (Income) - 31583 31927 107816  Other Operating Expenses, Total -32611 -52540 2 1","Selling/General/Admin. Expenses, Total 114121 138990 129113 135885  Research & Development 9676 11604 11127 10881  Depreciation / Amortization 44402 63536 5541 5943  Interest Expense (Income) - Net Operating -6014 -5498 - -  Unusual Expense (Income) - 31583 31927 107816  Other Operating Expenses, Total -32611 -52540 2 1"
"Selling/General/Admin. Expenses, Total",114121,138990,129113,135885
Research & Development,9676,11604,11127,10881
Depreciation / Amortization,44402,63536,5541,5943
Interest Expense (Income) - Net Operating,-6014,-5498,-,-
Unusual Expense (Income),-,31583,31927,107816
"Other Operating Expenses, Total",-32611,-52540,2,1
Operating Income,47197,52709,-5360,-69864
"Interest Income (Expense), Net Non-Operating",-,54904,46770,30830
Gain (Loss) on Sale of Assets,28723,26778,-,826
"Other, Net",3704,-50684,1931,-2290
Net Income Before Taxes,14770,76615,43341,-40498
Provision for Income Taxes,-10805,24001,12564,28810
Net Income After Taxes,25575,52614,30777,-69308
Minority Interest,35550,70935,-6369,-3541
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,20330,45015,24408,-72849
Total Extraordinary Items,-,-,-,-
Net Income,20330,45015,24408,-72849
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,20330,45015,24407,-72850
Dilution Adjustment,-,-,-,-
Diluted Net Income,20330,45015,24407,-72850
Diluted Weighted Average Shares,130.66,130.65,130.72,130.94
Diluted EPS Excluding Extraordinary Items,155.6,344.56,186.71,-556.34
DPS - Common Stock Primary Issue,50,60,50,80
Diluted Normalized EPS,89.6,318.57,393.6,8.73
