Period Ending:,202331/01,202231/01,202131/01,202031/01
Total Revenue,5537,6519,6331.63,3359.42
"Revenue 5537 6519 6331.63 3359.42  Other Revenue, Total - - - -","Revenue 5537 6519 6331.63 3359.42  Other Revenue, Total - - - -","Revenue 5537 6519 6331.63 3359.42  Other Revenue, Total - - - -","Revenue 5537 6519 6331.63 3359.42  Other Revenue, Total - - - -","Revenue 5537 6519 6331.63 3359.42  Other Revenue, Total - - - -"
Revenue,5537,6519,6331.63,3359.42
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",3398,3213,3068.37,1976.71
Gross Profit,2139,3306.66,3263.26,1382.71
Total Operating Expenses,5744,5021,4259.84,3084.62
"Selling/General/Admin. Expenses, Total 1812 1326 982.91 745.99  Research & Development 534 482 208.55 361.92  Depreciation / Amortization 13 5 - -  Interest Expense (Income) - Net Operating -0.012 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -13 -5 - -","Selling/General/Admin. Expenses, Total 1812 1326 982.91 745.99  Research & Development 534 482 208.55 361.92  Depreciation / Amortization 13 5 - -  Interest Expense (Income) - Net Operating -0.012 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -13 -5 - -","Selling/General/Admin. Expenses, Total 1812 1326 982.91 745.99  Research & Development 534 482 208.55 361.92  Depreciation / Amortization 13 5 - -  Interest Expense (Income) - Net Operating -0.012 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -13 -5 - -","Selling/General/Admin. Expenses, Total 1812 1326 982.91 745.99  Research & Development 534 482 208.55 361.92  Depreciation / Amortization 13 5 - -  Interest Expense (Income) - Net Operating -0.012 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -13 -5 - -","Selling/General/Admin. Expenses, Total 1812 1326 982.91 745.99  Research & Development 534 482 208.55 361.92  Depreciation / Amortization 13 5 - -  Interest Expense (Income) - Net Operating -0.012 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -13 -5 - -"
"Selling/General/Admin. Expenses, Total",1812,1326,982.91,745.99
Research & Development,534,482,208.55,361.92
Depreciation / Amortization,13,5,-,-
Interest Expense (Income) - Net Operating,-0.012,-,-,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",-13,-5,-,-
Operating Income,-207,1498,2071.8,274.8
"Interest Income (Expense), Net Non-Operating",-,-1.66,-1.85,-1.2
Gain (Loss) on Sale of Assets,-68,-,-,-
"Other, Net",149,32,1.11,0.01
Net Income Before Taxes,-288,1466,2071.05,273.61
Provision for Income Taxes,32,502,666.18,79.12
Net Income After Taxes,-320,964,1404.87,194.49
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-320,964,1404.87,194.49
Total Extraordinary Items,-,-,-,-
Net Income,-320,964,1404.87,194.49
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,-320,964.09,1404.87,194.49
Dilution Adjustment,-,-,-,-
Diluted Net Income,-320,964,1404.87,194.49
Diluted Weighted Average Shares,5.5,5.42,4.5,4.5
Diluted EPS Excluding Extraordinary Items,-58.15,177.89,312.19,43.22
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-23.62,177.89,312.19,43.22
