Period Ending:,202220/10,202120/10,202020/10,201920/10
Total Revenue,2701,2545,2838.29,2725.79
"Revenue 2519 2370 2838.29 2725.79  Other Revenue, Total 182 175 - -","Revenue 2519 2370 2838.29 2725.79  Other Revenue, Total 182 175 - -","Revenue 2519 2370 2838.29 2725.79  Other Revenue, Total 182 175 - -","Revenue 2519 2370 2838.29 2725.79  Other Revenue, Total 182 175 - -","Revenue 2519 2370 2838.29 2725.79  Other Revenue, Total 182 175 - -"
Revenue,2519,2370,2838.29,2725.79
"Other Revenue, Total",182,175,-,-
"Cost of Revenue, Total",1916,1820,1912.43,1797.96
Gross Profit,785,725,925.86,927.83
Total Operating Expenses,2624,2552,2605.91,2478.57
"Selling/General/Admin. Expenses, Total 636 657 661.29 655.89  Research & Development 14 16 2.9 -  Depreciation / Amortization 116 125 29.29 24.72  Interest Expense (Income) - Net Operating -13 -14 - -  Unusual Expense (Income) - -14.02 - -  Other Operating Expenses, Total -45 -52 - -","Selling/General/Admin. Expenses, Total 636 657 661.29 655.89  Research & Development 14 16 2.9 -  Depreciation / Amortization 116 125 29.29 24.72  Interest Expense (Income) - Net Operating -13 -14 - -  Unusual Expense (Income) - -14.02 - -  Other Operating Expenses, Total -45 -52 - -","Selling/General/Admin. Expenses, Total 636 657 661.29 655.89  Research & Development 14 16 2.9 -  Depreciation / Amortization 116 125 29.29 24.72  Interest Expense (Income) - Net Operating -13 -14 - -  Unusual Expense (Income) - -14.02 - -  Other Operating Expenses, Total -45 -52 - -","Selling/General/Admin. Expenses, Total 636 657 661.29 655.89  Research & Development 14 16 2.9 -  Depreciation / Amortization 116 125 29.29 24.72  Interest Expense (Income) - Net Operating -13 -14 - -  Unusual Expense (Income) - -14.02 - -  Other Operating Expenses, Total -45 -52 - -","Selling/General/Admin. Expenses, Total 636 657 661.29 655.89  Research & Development 14 16 2.9 -  Depreciation / Amortization 116 125 29.29 24.72  Interest Expense (Income) - Net Operating -13 -14 - -  Unusual Expense (Income) - -14.02 - -  Other Operating Expenses, Total -45 -52 - -"
"Selling/General/Admin. Expenses, Total",636,657,661.29,655.89
Research & Development,14,16,2.9,-
Depreciation / Amortization,116,125,29.29,24.72
Interest Expense (Income) - Net Operating,-13,-14,-,-
Unusual Expense (Income),-,-14.02,-,-
"Other Operating Expenses, Total",-45,-52,-,-
Operating Income,77,-7,232.38,247.21
"Interest Income (Expense), Net Non-Operating",-,4.54,5.52,-8.89
Gain (Loss) on Sale of Assets,-,14,-,-
"Other, Net",-57,-71,28.09,30.19
Net Income Before Taxes,134,50,265.99,268.51
Provision for Income Taxes,44,19,86.67,76.9
Net Income After Taxes,90,31,179.32,191.61
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,90,31,179.32,191.61
Total Extraordinary Items,-,-,-,-
Net Income,90,31,179.32,191.61
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,90,31,179.32,191.61
Dilution Adjustment,-,-,-,-
Diluted Net Income,90,31,179.32,191.61
Diluted Weighted Average Shares,5.6,5.6,5.6,5.6
Diluted EPS Excluding Extraordinary Items,16.07,5.54,32.02,34.21
DPS - Common Stock Primary Issue,5,5,5,5
Diluted Normalized EPS,15.29,4.02,32.02,34.21
