Period Ending:,202230/11,202130/11,202030/11,201930/11
Total Revenue,109048,106619,104915,126401
"Revenue 109048 106619 104915 126401  Other Revenue, Total - - - -","Revenue 109048 106619 104915 126401  Other Revenue, Total - - - -","Revenue 109048 106619 104915 126401  Other Revenue, Total - - - -","Revenue 109048 106619 104915 126401  Other Revenue, Total - - - -","Revenue 109048 106619 104915 126401  Other Revenue, Total - - - -"
Revenue,109048,106619,104915,126401
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",76238,75333,74873,94818
Gross Profit,32810,31286,30042,31583
Total Operating Expenses,98363,96740,98635,117801
"Selling/General/Admin. Expenses, Total 21415 20707 20297 20350  Research & Development 853 922 - -  Depreciation / Amortization 3869 3669 722 793  Interest Expense (Income) - Net Operating -87 -90 - -  Unusual Expense (Income) - -2903 2742 1839  Other Operating Expenses, Total -3925 -3801 1 1","Selling/General/Admin. Expenses, Total 21415 20707 20297 20350  Research & Development 853 922 - -  Depreciation / Amortization 3869 3669 722 793  Interest Expense (Income) - Net Operating -87 -90 - -  Unusual Expense (Income) - -2903 2742 1839  Other Operating Expenses, Total -3925 -3801 1 1","Selling/General/Admin. Expenses, Total 21415 20707 20297 20350  Research & Development 853 922 - -  Depreciation / Amortization 3869 3669 722 793  Interest Expense (Income) - Net Operating -87 -90 - -  Unusual Expense (Income) - -2903 2742 1839  Other Operating Expenses, Total -3925 -3801 1 1","Selling/General/Admin. Expenses, Total 21415 20707 20297 20350  Research & Development 853 922 - -  Depreciation / Amortization 3869 3669 722 793  Interest Expense (Income) - Net Operating -87 -90 - -  Unusual Expense (Income) - -2903 2742 1839  Other Operating Expenses, Total -3925 -3801 1 1","Selling/General/Admin. Expenses, Total 21415 20707 20297 20350  Research & Development 853 922 - -  Depreciation / Amortization 3869 3669 722 793  Interest Expense (Income) - Net Operating -87 -90 - -  Unusual Expense (Income) - -2903 2742 1839  Other Operating Expenses, Total -3925 -3801 1 1"
"Selling/General/Admin. Expenses, Total",21415,20707,20297,20350
Research & Development,853,922,-,-
Depreciation / Amortization,3869,3669,722,793
Interest Expense (Income) - Net Operating,-87,-90,-,-
Unusual Expense (Income),-,-2903,2742,1839
"Other Operating Expenses, Total",-3925,-3801,1,1
Operating Income,10685,9879,6280,8600
"Interest Income (Expense), Net Non-Operating",-,-161,3755,1439
Gain (Loss) on Sale of Assets,613,3110,-14,199
"Other, Net",-1040,-4228,36,-84
Net Income Before Taxes,11112,10997,10057,10154
Provision for Income Taxes,3863,2519,2958,3471
Net Income After Taxes,7249,8478,7099,6683
Minority Interest,1103,1682,22,-162
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,7283,8308,7121,6521
Total Extraordinary Items,-,-,-,-
Net Income,7283,8308,7121,6521
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,7283,8308,7121,6520
Dilution Adjustment,-,-,-,-
Diluted Net Income,7283,8308,7121,6520
Diluted Weighted Average Shares,72.44,72.2,72.24,72.69
Diluted EPS Excluding Extraordinary Items,100.54,115.07,98.57,89.69
DPS - Common Stock Primary Issue,30,28,27,26
Diluted Normalized EPS,101.55,82.33,132.58,111.49
