Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,827,722,913.93,862.27
"Revenue 827 722.47 913.93 862.27  Other Revenue, Total - - - -","Revenue 827 722.47 913.93 862.27  Other Revenue, Total - - - -","Revenue 827 722.47 913.93 862.27  Other Revenue, Total - - - -","Revenue 827 722.47 913.93 862.27  Other Revenue, Total - - - -","Revenue 827 722.47 913.93 862.27  Other Revenue, Total - - - -"
Revenue,827,722.47,913.93,862.27
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",603,317.32,446.93,467.33
Gross Profit,224,405.15,467.01,394.93
Total Operating Expenses,1023,715.9,883.7,934.61
"Selling/General/Admin. Expenses, Total 420 366.83 370.61 392.34  Research & Development 57 31.74 64.15 64.36  Depreciation / Amortization 9 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 2.01 10.57  Other Operating Expenses, Total -9 - - -","Selling/General/Admin. Expenses, Total 420 366.83 370.61 392.34  Research & Development 57 31.74 64.15 64.36  Depreciation / Amortization 9 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 2.01 10.57  Other Operating Expenses, Total -9 - - -","Selling/General/Admin. Expenses, Total 420 366.83 370.61 392.34  Research & Development 57 31.74 64.15 64.36  Depreciation / Amortization 9 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 2.01 10.57  Other Operating Expenses, Total -9 - - -","Selling/General/Admin. Expenses, Total 420 366.83 370.61 392.34  Research & Development 57 31.74 64.15 64.36  Depreciation / Amortization 9 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 2.01 10.57  Other Operating Expenses, Total -9 - - -","Selling/General/Admin. Expenses, Total 420 366.83 370.61 392.34  Research & Development 57 31.74 64.15 64.36  Depreciation / Amortization 9 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 2.01 10.57  Other Operating Expenses, Total -9 - - -"
"Selling/General/Admin. Expenses, Total",420,366.83,370.61,392.34
Research & Development,57,31.74,64.15,64.36
Depreciation / Amortization,9,-,-,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-,2.01,10.57
"Other Operating Expenses, Total",-9,-,-,-
Operating Income,-196,6.58,30.23,-72.34
"Interest Income (Expense), Net Non-Operating",-,3.22,-5.28,2.26
Gain (Loss) on Sale of Assets,-,-,-,0.18
"Other, Net",-14,2.9,3.1,1.81
Net Income Before Taxes,-182,12.69,28.06,-68.09
Provision for Income Taxes,3,11.57,17.74,16.73
Net Income After Taxes,-185,1.12,10.32,-84.83
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-,1.12,10.32,-84.83
Total Extraordinary Items,-,-,-,-
Net Income,-,1.12,10.32,-84.83
Total Adjustments to Net Income,-,-0,-0,-0
Income Available to Common Excluding Extraordinary Items,-185,1.12,10.32,-84.83
Dilution Adjustment,-,-,-,-
Diluted Net Income,-185,1.12,10.32,-84.83
Diluted Weighted Average Shares,2.07,1.93,1.92,1.91
Diluted EPS Excluding Extraordinary Items,-,0.58,5.36,-44.32
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-54.96,8.86,19.38,-24
