Period Ending:,202231/08,202131/08,202031/08,201931/08
Total Revenue,89102,62058,42752.78,50670.15
"Revenue 89102 62058.25 42752.78 50670.15  Other Revenue, Total - - - -","Revenue 89102 62058.25 42752.78 50670.15  Other Revenue, Total - - - -","Revenue 89102 62058.25 42752.78 50670.15  Other Revenue, Total - - - -","Revenue 89102 62058.25 42752.78 50670.15  Other Revenue, Total - - - -","Revenue 89102 62058.25 42752.78 50670.15  Other Revenue, Total - - - -"
Revenue,89102,62058.25,42752.78,50670.15
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",86529,57481.45,40831.34,49664.89
Gross Profit,2573,4576.8,1921.44,1005.26
Total Operating Expenses,88240,58860.89,42105.96,50937.54
"Selling/General/Admin. Expenses, Total 1711 1379.43 1274.61 1249.79  Research & Development - - - -  Depreciation / Amortization 180 - - -  Interest Expense (Income) - Net Operating -124 - - -  Unusual Expense (Income) - - - 22.86  Other Operating Expenses, Total -56 - - -","Selling/General/Admin. Expenses, Total 1711 1379.43 1274.61 1249.79  Research & Development - - - -  Depreciation / Amortization 180 - - -  Interest Expense (Income) - Net Operating -124 - - -  Unusual Expense (Income) - - - 22.86  Other Operating Expenses, Total -56 - - -","Selling/General/Admin. Expenses, Total 1711 1379.43 1274.61 1249.79  Research & Development - - - -  Depreciation / Amortization 180 - - -  Interest Expense (Income) - Net Operating -124 - - -  Unusual Expense (Income) - - - 22.86  Other Operating Expenses, Total -56 - - -","Selling/General/Admin. Expenses, Total 1711 1379.43 1274.61 1249.79  Research & Development - - - -  Depreciation / Amortization 180 - - -  Interest Expense (Income) - Net Operating -124 - - -  Unusual Expense (Income) - - - 22.86  Other Operating Expenses, Total -56 - - -","Selling/General/Admin. Expenses, Total 1711 1379.43 1274.61 1249.79  Research & Development - - - -  Depreciation / Amortization 180 - - -  Interest Expense (Income) - Net Operating -124 - - -  Unusual Expense (Income) - - - 22.86  Other Operating Expenses, Total -56 - - -"
"Selling/General/Admin. Expenses, Total",1711,1379.43,1274.61,1249.79
Research & Development,-,-,-,-
Depreciation / Amortization,180,-,-,-
Interest Expense (Income) - Net Operating,-124,-,-,-
Unusual Expense (Income),-,-,-,22.86
"Other Operating Expenses, Total",-56,-,-,-
Operating Income,862,3197.36,646.82,-267.39
"Interest Income (Expense), Net Non-Operating",-,-1090.72,-88.11,-73.4
Gain (Loss) on Sale of Assets,-90,-,-,-
"Other, Net",107,-10.56,2.83,28.11
Net Income Before Taxes,845,2096.08,561.54,-312.68
Provision for Income Taxes,298,742.32,183.24,-82.06
Net Income After Taxes,547,1353.76,378.3,-230.62
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,547,1353.76,378.3,-230.62
Total Extraordinary Items,-,-,-,-
Net Income,547,1353.76,378.3,-230.62
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,547,1353.76,378.3,-230.62
Dilution Adjustment,-,-,-,-
Diluted Net Income,547,1353.76,378.3,-230.62
Diluted Weighted Average Shares,14.22,14.19,14.16,14.21
Diluted EPS Excluding Extraordinary Items,38.48,95.42,26.71,-16.23
DPS - Common Stock Primary Issue,20,15,15,15
Diluted Normalized EPS,38.6,95.42,26.71,-15.18
