Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,1507336,1459706,1498442,1815597
"Revenue 1507336 1459706 1498442 1815597  Other Revenue, Total - - - -","Revenue 1507336 1459706 1498442 1815597  Other Revenue, Total - - - -","Revenue 1507336 1459706 1498442 1815597  Other Revenue, Total - - - -","Revenue 1507336 1459706 1498442 1815597  Other Revenue, Total - - - -","Revenue 1507336 1459706 1498442 1815597  Other Revenue, Total - - - -"
Revenue,1507336,1459706,1498442,1815597
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1267676,1209200,1285609,1542431
Gross Profit,239660,250506,212833,273166
Total Operating Expenses,1489929,1425894,1501064,1761009
"Selling/General/Admin. Expenses, Total 180728 174391 200582 218306  Research & Development - 56703 - -  Depreciation / Amortization 57293 54956 - -  Interest Expense (Income) - Net Operating -6792 -2849 - -  Unusual Expense (Income) - 69944 14872 271  Other Operating Expenses, Total -8976 -66507 1 1","Selling/General/Admin. Expenses, Total 180728 174391 200582 218306  Research & Development - 56703 - -  Depreciation / Amortization 57293 54956 - -  Interest Expense (Income) - Net Operating -6792 -2849 - -  Unusual Expense (Income) - 69944 14872 271  Other Operating Expenses, Total -8976 -66507 1 1","Selling/General/Admin. Expenses, Total 180728 174391 200582 218306  Research & Development - 56703 - -  Depreciation / Amortization 57293 54956 - -  Interest Expense (Income) - Net Operating -6792 -2849 - -  Unusual Expense (Income) - 69944 14872 271  Other Operating Expenses, Total -8976 -66507 1 1","Selling/General/Admin. Expenses, Total 180728 174391 200582 218306  Research & Development - 56703 - -  Depreciation / Amortization 57293 54956 - -  Interest Expense (Income) - Net Operating -6792 -2849 - -  Unusual Expense (Income) - 69944 14872 271  Other Operating Expenses, Total -8976 -66507 1 1","Selling/General/Admin. Expenses, Total 180728 174391 200582 218306  Research & Development - 56703 - -  Depreciation / Amortization 57293 54956 - -  Interest Expense (Income) - Net Operating -6792 -2849 - -  Unusual Expense (Income) - 69944 14872 271  Other Operating Expenses, Total -8976 -66507 1 1"
"Selling/General/Admin. Expenses, Total",180728,174391,200582,218306
Research & Development,-,56703,-,-
Depreciation / Amortization,57293,54956,-,-
Interest Expense (Income) - Net Operating,-6792,-2849,-,-
Unusual Expense (Income),-,69944,14872,271
"Other Operating Expenses, Total",-8976,-66507,1,1
Operating Income,17407,33812,-2622,54588
"Interest Income (Expense), Net Non-Operating",-,3246,-643,-2439
Gain (Loss) on Sale of Assets,668,474,-748,-901
"Other, Net",106264,64823,2130,-275
Net Income Before Taxes,-89525,-31485,-1883,50973
Provision for Income Taxes,18619,46852,4414,16233
Net Income After Taxes,-108144,-78337,-6297,34740
Minority Interest,65494,57837,-1191,-3271
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-117664,-84732,-7488,31469
Total Extraordinary Items,-,-,-,-
Net Income,-117664,-84732,-7488,31469
Total Adjustments to Net Income,-,-,-1,-2
Income Available to Common Excluding Extraordinary Items,-117664,-84732,-7489,31467
Dilution Adjustment,-,-,-,-
Diluted Net Income,-117664,-84732,-7489,31467
Diluted Weighted Average Shares,574.03,574.03,574.03,574.02
Diluted EPS Excluding Extraordinary Items,-204.98,-147.61,-13.05,54.82
DPS - Common Stock Primary Issue,-,10,12,20
Diluted Normalized EPS,0.604,30.22,4.64,56.21
