Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,4005561,3367863,2918580,3107027
"Revenue 4005561 3367863 2918580 3107027  Other Revenue, Total - - - -","Revenue 4005561 3367863 2918580 3107027  Other Revenue, Total - - - -","Revenue 4005561 3367863 2918580 3107027  Other Revenue, Total - - - -","Revenue 4005561 3367863 2918580 3107027  Other Revenue, Total - - - -","Revenue 4005561 3367863 2918580 3107027  Other Revenue, Total - - - -"
Revenue,4005561,3367863,2918580,3107027
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",3335585,2793919,2387237,2553902
Gross Profit,669976,573944,531343,553125
Total Operating Expenses,3828118,3243193,2826782,2986955
"Selling/General/Admin. Expenses, Total 492533 451749 359280 363761  Research & Development - - 58137 62148  Depreciation / Amortization 195999 180508 4322 -  Interest Expense (Income) - Net Operating -16107 - - -  Unusual Expense (Income) - -2475 17806 7144  Other Operating Expenses, Total -179892 -174949 - -","Selling/General/Admin. Expenses, Total 492533 451749 359280 363761  Research & Development - - 58137 62148  Depreciation / Amortization 195999 180508 4322 -  Interest Expense (Income) - Net Operating -16107 - - -  Unusual Expense (Income) - -2475 17806 7144  Other Operating Expenses, Total -179892 -174949 - -","Selling/General/Admin. Expenses, Total 492533 451749 359280 363761  Research & Development - - 58137 62148  Depreciation / Amortization 195999 180508 4322 -  Interest Expense (Income) - Net Operating -16107 - - -  Unusual Expense (Income) - -2475 17806 7144  Other Operating Expenses, Total -179892 -174949 - -","Selling/General/Admin. Expenses, Total 492533 451749 359280 363761  Research & Development - - 58137 62148  Depreciation / Amortization 195999 180508 4322 -  Interest Expense (Income) - Net Operating -16107 - - -  Unusual Expense (Income) - -2475 17806 7144  Other Operating Expenses, Total -179892 -174949 - -","Selling/General/Admin. Expenses, Total 492533 451749 359280 363761  Research & Development - - 58137 62148  Depreciation / Amortization 195999 180508 4322 -  Interest Expense (Income) - Net Operating -16107 - - -  Unusual Expense (Income) - -2475 17806 7144  Other Operating Expenses, Total -179892 -174949 - -"
"Selling/General/Admin. Expenses, Total",492533,451749,359280,363761
Research & Development,-,-,58137,62148
Depreciation / Amortization,195999,180508,4322,-
Interest Expense (Income) - Net Operating,-16107,-,-,-
Unusual Expense (Income),-,-2475,17806,7144
"Other Operating Expenses, Total",-179892,-174949,-,-
Operating Income,177443,124670,91798,120072
"Interest Income (Expense), Net Non-Operating",-,31292,28788,19759
Gain (Loss) on Sale of Assets,38310,30802,-2698,-
"Other, Net",-57339,-68528,-7548,-6633
Net Income Before Taxes,196472,159921,110340,133198
Provision for Income Taxes,64199,50219,41552,44764
Net Income After Taxes,132273,109702,68788,88434
Minority Interest,-,-13396,-12444,-15714
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,112654,96306,56344,72720
Total Extraordinary Items,-,-,-,-
Net Income,112654,96306,56344,72720
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,112654,96306,56344,72720
Dilution Adjustment,-,-,-,-
Diluted Net Income,112654,96306,56344,72720
Diluted Weighted Average Shares,779.88,779.88,779.89,779.89
Diluted EPS Excluding Extraordinary Items,144.45,123.49,72.25,93.24
DPS - Common Stock Primary Issue,-,50,32,40
Diluted Normalized EPS,113.77,114.19,90.11,100.69
