Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,10733.14,9978.77,8654.59,9329.62
"Revenue 10733.14 9978.77 8654.59 9329.62  Other Revenue, Total - - - -","Revenue 10733.14 9978.77 8654.59 9329.62  Other Revenue, Total - - - -","Revenue 10733.14 9978.77 8654.59 9329.62  Other Revenue, Total - - - -","Revenue 10733.14 9978.77 8654.59 9329.62  Other Revenue, Total - - - -","Revenue 10733.14 9978.77 8654.59 9329.62  Other Revenue, Total - - - -"
Revenue,10733.14,9978.77,8654.59,9329.62
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",8145.66,7644.83,7021.66,7303.9
Gross Profit,2587.48,2333.95,1632.93,2025.72
Total Operating Expenses,9630.77,9006.6,8294.28,8781.68
"Selling/General/Admin. Expenses, Total 1485.12 1361.78 1207.93 1309.95  Research & Development - - - -  Depreciation / Amortization 628.77 683.43 61.9 49.35  Interest Expense (Income) - Net Operating -13.25 -15.17 - -  Unusual Expense (Income) - 1.01 2.8 118.49  Other Operating Expenses, Total -615.52 -668.26 - -","Selling/General/Admin. Expenses, Total 1485.12 1361.78 1207.93 1309.95  Research & Development - - - -  Depreciation / Amortization 628.77 683.43 61.9 49.35  Interest Expense (Income) - Net Operating -13.25 -15.17 - -  Unusual Expense (Income) - 1.01 2.8 118.49  Other Operating Expenses, Total -615.52 -668.26 - -","Selling/General/Admin. Expenses, Total 1485.12 1361.78 1207.93 1309.95  Research & Development - - - -  Depreciation / Amortization 628.77 683.43 61.9 49.35  Interest Expense (Income) - Net Operating -13.25 -15.17 - -  Unusual Expense (Income) - 1.01 2.8 118.49  Other Operating Expenses, Total -615.52 -668.26 - -","Selling/General/Admin. Expenses, Total 1485.12 1361.78 1207.93 1309.95  Research & Development - - - -  Depreciation / Amortization 628.77 683.43 61.9 49.35  Interest Expense (Income) - Net Operating -13.25 -15.17 - -  Unusual Expense (Income) - 1.01 2.8 118.49  Other Operating Expenses, Total -615.52 -668.26 - -","Selling/General/Admin. Expenses, Total 1485.12 1361.78 1207.93 1309.95  Research & Development - - - -  Depreciation / Amortization 628.77 683.43 61.9 49.35  Interest Expense (Income) - Net Operating -13.25 -15.17 - -  Unusual Expense (Income) - 1.01 2.8 118.49  Other Operating Expenses, Total -615.52 -668.26 - -"
"Selling/General/Admin. Expenses, Total",1485.12,1361.78,1207.93,1309.95
Research & Development,-,-,-,-
Depreciation / Amortization,628.77,683.43,61.9,49.35
Interest Expense (Income) - Net Operating,-13.25,-15.17,-,-
Unusual Expense (Income),-,1.01,2.8,118.49
"Other Operating Expenses, Total",-615.52,-668.26,-,-
Operating Income,1102.36,972.17,360.31,547.94
"Interest Income (Expense), Net Non-Operating",-,43.19,36.54,60.79
Gain (Loss) on Sale of Assets,-,-16.77,-,-
"Other, Net",-72.43,-37.96,40.16,37.04
Net Income Before Taxes,1174.8,1010.13,437,645.76
Provision for Income Taxes,339.44,338.25,162.43,204.69
Net Income After Taxes,835.36,671.88,274.57,441.07
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,835.36,671.88,274.57,441.07
Total Extraordinary Items,-,-,-,-
Net Income,835.36,671.88,274.57,441.07
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,835.36,671.88,274.57,441.07
Dilution Adjustment,-,-,-,-
Diluted Net Income,835.36,671.88,274.57,441.07
Diluted Weighted Average Shares,11.94,11.94,11.94,11.94
Diluted EPS Excluding Extraordinary Items,69.99,56.29,23,36.95
DPS - Common Stock Primary Issue,23,20,8,22
Diluted Normalized EPS,61.12,53.83,23.15,43.73
