Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,67047,57361,63310,81774
"Revenue 67047 57361 63310 81774  Other Revenue, Total - - - -","Revenue 67047 57361 63310 81774  Other Revenue, Total - - - -","Revenue 67047 57361 63310 81774  Other Revenue, Total - - - -","Revenue 67047 57361 63310 81774  Other Revenue, Total - - - -","Revenue 67047 57361 63310 81774  Other Revenue, Total - - - -"
Revenue,67047,57361,63310,81774
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",38362,33964,33882,39493
Gross Profit,28685,23397,29428,42281
Total Operating Expenses,65636,59670,64103,75821
"Selling/General/Admin. Expenses, Total 24205 22652 27116 32690  Research & Development 1402 1399 1480 1855  Depreciation / Amortization 4988 5337 4818 1765  Interest Expense (Income) - Net Operating -21 -22 -23 -  Unusual Expense (Income) - 69 293 17  Other Operating Expenses, Total -3300 -3660 -3170 1","Selling/General/Admin. Expenses, Total 24205 22652 27116 32690  Research & Development 1402 1399 1480 1855  Depreciation / Amortization 4988 5337 4818 1765  Interest Expense (Income) - Net Operating -21 -22 -23 -  Unusual Expense (Income) - 69 293 17  Other Operating Expenses, Total -3300 -3660 -3170 1","Selling/General/Admin. Expenses, Total 24205 22652 27116 32690  Research & Development 1402 1399 1480 1855  Depreciation / Amortization 4988 5337 4818 1765  Interest Expense (Income) - Net Operating -21 -22 -23 -  Unusual Expense (Income) - 69 293 17  Other Operating Expenses, Total -3300 -3660 -3170 1","Selling/General/Admin. Expenses, Total 24205 22652 27116 32690  Research & Development 1402 1399 1480 1855  Depreciation / Amortization 4988 5337 4818 1765  Interest Expense (Income) - Net Operating -21 -22 -23 -  Unusual Expense (Income) - 69 293 17  Other Operating Expenses, Total -3300 -3660 -3170 1","Selling/General/Admin. Expenses, Total 24205 22652 27116 32690  Research & Development 1402 1399 1480 1855  Depreciation / Amortization 4988 5337 4818 1765  Interest Expense (Income) - Net Operating -21 -22 -23 -  Unusual Expense (Income) - 69 293 17  Other Operating Expenses, Total -3300 -3660 -3170 1"
"Selling/General/Admin. Expenses, Total",24205,22652,27116,32690
Research & Development,1402,1399,1480,1855
Depreciation / Amortization,4988,5337,4818,1765
Interest Expense (Income) - Net Operating,-21,-22,-23,-
Unusual Expense (Income),-,69,293,17
"Other Operating Expenses, Total",-3300,-3660,-3170,1
Operating Income,1411,-2309,-793,5953
"Interest Income (Expense), Net Non-Operating",-,1601,2179,727
Gain (Loss) on Sale of Assets,50,1163,1787,15
"Other, Net",-227,-2711,-3800,104
Net Income Before Taxes,1588,-761,1220,6799
Provision for Income Taxes,571,72,496,1854
Net Income After Taxes,-,-833,724,4945
Minority Interest,6058,5729,5491,-499
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,958,-621,860,4446
Total Extraordinary Items,-,-,-,-
Net Income,958,-621,860,4446
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,958,-621,860,4445
Dilution Adjustment,-,-,-,-
Diluted Net Income,958,-621,860,4445
Diluted Weighted Average Shares,44.97,44.94,44.87,45.51
Diluted EPS Excluding Extraordinary Items,21.3,-13.82,19.17,97.67
DPS - Common Stock Primary Issue,38,36,32,62
Diluted Normalized EPS,29.35,-21.08,-0.786,102.65
