Period Ending:,202231/12,202131/12,202031/12,202031/03
Total Revenue,1669707,1385930,839881,1104094
"Revenue 1669707 1385930 839881 1104094  Other Revenue, Total - - - -","Revenue 1669707 1385930 839881 1104094  Other Revenue, Total - - - -","Revenue 1669707 1385930 839881 1104094  Other Revenue, Total - - - -","Revenue 1669707 1385930 839881 1104094  Other Revenue, Total - - - -","Revenue 1669707 1385930 839881 1104094  Other Revenue, Total - - - -"
Revenue,1669707,1385930,839881,1104094
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1276737,1063936,648557,861405
Gross Profit,392970,321994,191324,242689
Total Operating Expenses,1511454,1272280,793501,1056493
"Selling/General/Admin. Expenses, Total 232854 205222 141979 189041  Research & Development 2576 2488 1883 2271  Depreciation / Amortization 17911 16491 - -  Interest Expense (Income) - Net Operating -3124 -2219 - -  Unusual Expense (Income) - 3819 1082 3776  Other Operating Expenses, Total -15500 -13638 - -","Selling/General/Admin. Expenses, Total 232854 205222 141979 189041  Research & Development 2576 2488 1883 2271  Depreciation / Amortization 17911 16491 - -  Interest Expense (Income) - Net Operating -3124 -2219 - -  Unusual Expense (Income) - 3819 1082 3776  Other Operating Expenses, Total -15500 -13638 - -","Selling/General/Admin. Expenses, Total 232854 205222 141979 189041  Research & Development 2576 2488 1883 2271  Depreciation / Amortization 17911 16491 - -  Interest Expense (Income) - Net Operating -3124 -2219 - -  Unusual Expense (Income) - 3819 1082 3776  Other Operating Expenses, Total -15500 -13638 - -","Selling/General/Admin. Expenses, Total 232854 205222 141979 189041  Research & Development 2576 2488 1883 2271  Depreciation / Amortization 17911 16491 - -  Interest Expense (Income) - Net Operating -3124 -2219 - -  Unusual Expense (Income) - 3819 1082 3776  Other Operating Expenses, Total -15500 -13638 - -","Selling/General/Admin. Expenses, Total 232854 205222 141979 189041  Research & Development 2576 2488 1883 2271  Depreciation / Amortization 17911 16491 - -  Interest Expense (Income) - Net Operating -3124 -2219 - -  Unusual Expense (Income) - 3819 1082 3776  Other Operating Expenses, Total -15500 -13638 - -"
"Selling/General/Admin. Expenses, Total",232854,205222,141979,189041
Research & Development,2576,2488,1883,2271
Depreciation / Amortization,17911,16491,-,-
Interest Expense (Income) - Net Operating,-3124,-2219,-,-
Unusual Expense (Income),-,3819,1082,3776
"Other Operating Expenses, Total",-15500,-13638,-,-
Operating Income,158253,113650,46380,47601
"Interest Income (Expense), Net Non-Operating",-,18377,2686,7296
Gain (Loss) on Sale of Assets,6970,-,-,67
"Other, Net",-37102,-20282,1145,154
Net Income Before Taxes,188385,133932,50211,55118
Provision for Income Taxes,53230,29416,10050,16253
Net Income After Taxes,135155,104516,40161,38865
Minority Interest,54948,44361,-9763,-11013
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,108672,87175,30398,27852
Total Extraordinary Items,-,-,-,-
Net Income,108672,87175,30398,27852
Total Adjustments to Net Income,-,-,-,1
Income Available to Common Excluding Extraordinary Items,108672,87175,30398,27853
Dilution Adjustment,-,0.871,-,-
Diluted Net Income,108672,87174.13,30398,27853
Diluted Weighted Average Shares,204.66,195.16,181.91,186.08
Diluted EPS Excluding Extraordinary Items,530.99,446.69,167.11,149.68
DPS - Common Stock Primary Issue,-,80,35,40
Diluted Normalized EPS,444.8,352.3,177.66,196.75
