Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,144175,137484,121885,116637
"Revenue 144175 137547 121885 116637  Other Revenue, Total - - - -","Revenue 144175 137547 121885 116637  Other Revenue, Total - - - -","Revenue 144175 137547 121885 116637  Other Revenue, Total - - - -","Revenue 144175 137547 121885 116637  Other Revenue, Total - - - -","Revenue 144175 137547 121885 116637  Other Revenue, Total - - - -"
Revenue,144175,137547,121885,116637
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",55980,50657,49954,53155
Gross Profit,88195,86890,71931,63482
Total Operating Expenses,114125,109248,95751,94969
"Selling/General/Admin. Expenses, Total 34812 31811 29318 27467  Research & Development 24135 26386 16104 13994  Depreciation / Amortization 5041 394 374 352  Interest Expense (Income) - Net Operating -136 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -5707 - 1 1","Selling/General/Admin. Expenses, Total 34812 31811 29318 27467  Research & Development 24135 26386 16104 13994  Depreciation / Amortization 5041 394 374 352  Interest Expense (Income) - Net Operating -136 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -5707 - 1 1","Selling/General/Admin. Expenses, Total 34812 31811 29318 27467  Research & Development 24135 26386 16104 13994  Depreciation / Amortization 5041 394 374 352  Interest Expense (Income) - Net Operating -136 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -5707 - 1 1","Selling/General/Admin. Expenses, Total 34812 31811 29318 27467  Research & Development 24135 26386 16104 13994  Depreciation / Amortization 5041 394 374 352  Interest Expense (Income) - Net Operating -136 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -5707 - 1 1","Selling/General/Admin. Expenses, Total 34812 31811 29318 27467  Research & Development 24135 26386 16104 13994  Depreciation / Amortization 5041 394 374 352  Interest Expense (Income) - Net Operating -136 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -5707 - 1 1"
"Selling/General/Admin. Expenses, Total",34812,31811,29318,27467
Research & Development,24135,26386,16104,13994
Depreciation / Amortization,5041,394,374,352
Interest Expense (Income) - Net Operating,-136,-,-,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",-5707,-,1,1
Operating Income,30050,28299,26134,21668
"Interest Income (Expense), Net Non-Operating",-,1777,2657,708
Gain (Loss) on Sale of Assets,-,-,62,-
"Other, Net",-438,-303,-94,66
Net Income Before Taxes,30488,29773,28759,22442
Provision for Income Taxes,7669,6716,8038,5553
Net Income After Taxes,22819,23057,20721,16889
Minority Interest,307,-12,-18,-22
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,22812,23045,20703,16867
Total Extraordinary Items,-,-,-,-
Net Income,22812,23045,20703,16867
Total Adjustments to Net Income,-,-1,-1,-1
Income Available to Common Excluding Extraordinary Items,22812,23044,20702,16866
Dilution Adjustment,-,-,-,-
Diluted Net Income,22812,23044,20702,16866
Diluted Weighted Average Shares,67.35,67.35,67.35,67.35
Diluted EPS Excluding Extraordinary Items,338.7,342.14,307.37,250.41
DPS - Common Stock Primary Issue,114,110,99,86
Diluted Normalized EPS,282.81,342.14,306.7,250.41
