Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,502206,458231,471058,573842
"Revenue 492118 458231 471058 573842  Other Revenue, Total 10088 10344 - -","Revenue 492118 458231 471058 573842  Other Revenue, Total 10088 10344 - -","Revenue 492118 458231 471058 573842  Other Revenue, Total 10088 10344 - -","Revenue 492118 458231 471058 573842  Other Revenue, Total 10088 10344 - -","Revenue 492118 458231 471058 573842  Other Revenue, Total 10088 10344 - -"
Revenue,492118,458231,471058,573842
"Other Revenue, Total",10088,10344,-,-
"Cost of Revenue, Total",475782,420996,421020,521943
Gross Profit,26424,37235,50038,51899
Total Operating Expenses,498086,442630,441114,540970
"Selling/General/Admin. Expenses, Total 22304 21296 19577 16466  Research & Development - - 2459 2272  Depreciation / Amortization 7235 - - -  Interest Expense (Income) - Net Operating -953 - - -  Unusual Expense (Income) - 338 516 289  Other Operating Expenses, Total -6282 - 1 -","Selling/General/Admin. Expenses, Total 22304 21296 19577 16466  Research & Development - - 2459 2272  Depreciation / Amortization 7235 - - -  Interest Expense (Income) - Net Operating -953 - - -  Unusual Expense (Income) - 338 516 289  Other Operating Expenses, Total -6282 - 1 -","Selling/General/Admin. Expenses, Total 22304 21296 19577 16466  Research & Development - - 2459 2272  Depreciation / Amortization 7235 - - -  Interest Expense (Income) - Net Operating -953 - - -  Unusual Expense (Income) - 338 516 289  Other Operating Expenses, Total -6282 - 1 -","Selling/General/Admin. Expenses, Total 22304 21296 19577 16466  Research & Development - - 2459 2272  Depreciation / Amortization 7235 - - -  Interest Expense (Income) - Net Operating -953 - - -  Unusual Expense (Income) - 338 516 289  Other Operating Expenses, Total -6282 - 1 -","Selling/General/Admin. Expenses, Total 22304 21296 19577 16466  Research & Development - - 2459 2272  Depreciation / Amortization 7235 - - -  Interest Expense (Income) - Net Operating -953 - - -  Unusual Expense (Income) - 338 516 289  Other Operating Expenses, Total -6282 - 1 -"
"Selling/General/Admin. Expenses, Total",22304,21296,19577,16466
Research & Development,-,-,2459,2272
Depreciation / Amortization,7235,-,-,-
Interest Expense (Income) - Net Operating,-953,-,-,-
Unusual Expense (Income),-,338,516,289
"Other Operating Expenses, Total",-6282,-,1,-
Operating Income,4120,15601,29944,32872
"Interest Income (Expense), Net Non-Operating",-,687,-175,-1120
Gain (Loss) on Sale of Assets,373,-4,92,199
"Other, Net",2077,-211,304,504
Net Income Before Taxes,1670,16073,30165,32455
Provision for Income Taxes,1065,5353,9184,9100
Net Income After Taxes,605,10720,20981,23355
Minority Interest,107,33,12,-2
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,684,10753,20993,23353
Total Extraordinary Items,-,-,-,-
Net Income,684,10753,20993,23353
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,684,10753,20993,23352
Dilution Adjustment,-,-,-,-
Diluted Net Income,-,10753,20993,23352
Diluted Weighted Average Shares,285.15,285.07,285.17,285.37
Diluted EPS Excluding Extraordinary Items,2.4,37.72,73.62,81.83
DPS - Common Stock Primary Issue,-,23,23,24
Diluted Normalized EPS,3.38,39.44,75.08,82.06
