Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,206603,205129,199727,185007
"Revenue 206603 205129 199727 185007  Other Revenue, Total - - - -","Revenue 206603 205129 199727 185007  Other Revenue, Total - - - -","Revenue 206603 205129 199727 185007  Other Revenue, Total - - - -","Revenue 206603 205129 199727 185007  Other Revenue, Total - - - -","Revenue 206603 205129 199727 185007  Other Revenue, Total - - - -"
Revenue,206603,205129,199727,185007
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",100677,96043,97493,95682
Gross Profit,105926,109086,102234,89325
Total Operating Expenses,185482,174136,174303,170434
"Selling/General/Admin. Expenses, Total 84805 70024 66595 64718  Research & Development 6200 5711 6357 6731  Depreciation / Amortization 3675 3422 3371 2372  Interest Expense (Income) - Net Operating -10 -11 - -  Unusual Expense (Income) - 403 485 930  Other Operating Expenses, Total -9865 -1053 2 1","Selling/General/Admin. Expenses, Total 84805 70024 66595 64718  Research & Development 6200 5711 6357 6731  Depreciation / Amortization 3675 3422 3371 2372  Interest Expense (Income) - Net Operating -10 -11 - -  Unusual Expense (Income) - 403 485 930  Other Operating Expenses, Total -9865 -1053 2 1","Selling/General/Admin. Expenses, Total 84805 70024 66595 64718  Research & Development 6200 5711 6357 6731  Depreciation / Amortization 3675 3422 3371 2372  Interest Expense (Income) - Net Operating -10 -11 - -  Unusual Expense (Income) - 403 485 930  Other Operating Expenses, Total -9865 -1053 2 1","Selling/General/Admin. Expenses, Total 84805 70024 66595 64718  Research & Development 6200 5711 6357 6731  Depreciation / Amortization 3675 3422 3371 2372  Interest Expense (Income) - Net Operating -10 -11 - -  Unusual Expense (Income) - 403 485 930  Other Operating Expenses, Total -9865 -1053 2 1","Selling/General/Admin. Expenses, Total 84805 70024 66595 64718  Research & Development 6200 5711 6357 6731  Depreciation / Amortization 3675 3422 3371 2372  Interest Expense (Income) - Net Operating -10 -11 - -  Unusual Expense (Income) - 403 485 930  Other Operating Expenses, Total -9865 -1053 2 1"
"Selling/General/Admin. Expenses, Total",84805,70024,66595,64718
Research & Development,6200,5711,6357,6731
Depreciation / Amortization,3675,3422,3371,2372
Interest Expense (Income) - Net Operating,-10,-11,-,-
Unusual Expense (Income),-,403,485,930
"Other Operating Expenses, Total",-9865,-1053,2,1
Operating Income,21121,30993,25424,14573
"Interest Income (Expense), Net Non-Operating",-,3409,1126,-771
Gain (Loss) on Sale of Assets,655,-379,-,-
"Other, Net",-4250,-2890,616,178
Net Income Before Taxes,24716,34262,27166,13980
Provision for Income Taxes,7606,10827,8922,4126
Net Income After Taxes,17110,23435,18244,9854
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,17110,23435,18244,9854
Total Extraordinary Items,-,-,-,-
Net Income,17110,23435,18244,9854
Total Adjustments to Net Income,-,-,-1,-
Income Available to Common Excluding Extraordinary Items,17110,23435,18243,9854
Dilution Adjustment,-,-,-,-
Diluted Net Income,17110,23435,18243,9854
Diluted Weighted Average Shares,84.17,84.76,85.17,85.16
Diluted EPS Excluding Extraordinary Items,203.28,276.5,214.21,115.72
DPS - Common Stock Primary Issue,61,39,35,35
Diluted Normalized EPS,178.88,255.44,233.38,125.15
