Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,23908,22111,22854.57,24124.39
"Revenue 23908 22111 22854.57 24124.39  Other Revenue, Total - - - -","Revenue 23908 22111 22854.57 24124.39  Other Revenue, Total - - - -","Revenue 23908 22111 22854.57 24124.39  Other Revenue, Total - - - -","Revenue 23908 22111 22854.57 24124.39  Other Revenue, Total - - - -","Revenue 23908 22111 22854.57 24124.39  Other Revenue, Total - - - -"
Revenue,23908,22111,22854.57,24124.39
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",20537,18695,19838.55,20526.2
Gross Profit,3371,3416,3016.02,3598.18
Total Operating Expenses,23129,21390,22342.98,23339.05
"Selling/General/Admin. Expenses, Total 2592 2695 2447.03 2565.86  Research & Development - 140 - -  Depreciation / Amortization 996 1001 - -  Interest Expense (Income) - Net Operating -9 -5 - -  Unusual Expense (Income) - 13.46 57.4 246.98  Other Operating Expenses, Total -987 -1136 - -","Selling/General/Admin. Expenses, Total 2592 2695 2447.03 2565.86  Research & Development - 140 - -  Depreciation / Amortization 996 1001 - -  Interest Expense (Income) - Net Operating -9 -5 - -  Unusual Expense (Income) - 13.46 57.4 246.98  Other Operating Expenses, Total -987 -1136 - -","Selling/General/Admin. Expenses, Total 2592 2695 2447.03 2565.86  Research & Development - 140 - -  Depreciation / Amortization 996 1001 - -  Interest Expense (Income) - Net Operating -9 -5 - -  Unusual Expense (Income) - 13.46 57.4 246.98  Other Operating Expenses, Total -987 -1136 - -","Selling/General/Admin. Expenses, Total 2592 2695 2447.03 2565.86  Research & Development - 140 - -  Depreciation / Amortization 996 1001 - -  Interest Expense (Income) - Net Operating -9 -5 - -  Unusual Expense (Income) - 13.46 57.4 246.98  Other Operating Expenses, Total -987 -1136 - -","Selling/General/Admin. Expenses, Total 2592 2695 2447.03 2565.86  Research & Development - 140 - -  Depreciation / Amortization 996 1001 - -  Interest Expense (Income) - Net Operating -9 -5 - -  Unusual Expense (Income) - 13.46 57.4 246.98  Other Operating Expenses, Total -987 -1136 - -"
"Selling/General/Admin. Expenses, Total",2592,2695,2447.03,2565.86
Research & Development,-,140,-,-
Depreciation / Amortization,996,1001,-,-
Interest Expense (Income) - Net Operating,-9,-5,-,-
Unusual Expense (Income),-,13.46,57.4,246.98
"Other Operating Expenses, Total",-987,-1136,-,-
Operating Income,779,721,511.6,785.34
"Interest Income (Expense), Net Non-Operating",-,254.32,126.97,172.45
Gain (Loss) on Sale of Assets,-20,78,-,6.09
"Other, Net",-211,-401,65.33,24.96
Net Income Before Taxes,1010,1044,703.89,988.84
Provision for Income Taxes,484,546,490.61,481.35
Net Income After Taxes,526,498,213.28,507.49
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,526,498,213.28,507.49
Total Extraordinary Items,-,-,-,-
Net Income,526,498,213.28,507.49
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,526,498,213.28,507.49
Dilution Adjustment,-,-,-,-
Diluted Net Income,526,498,213.28,507.49
Diluted Weighted Average Shares,20.75,22.67,24.96,26.75
Diluted EPS Excluding Extraordinary Items,25.35,21.97,8.54,18.97
DPS - Common Stock Primary Issue,-,13,10,10
Diluted Normalized EPS,31,26.77,10.04,23.6
