Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,1027277,909708,809438,846029
"Revenue 997466 909708 809438 846029  Other Revenue, Total 29811 28850 - -","Revenue 997466 909708 809438 846029  Other Revenue, Total 29811 28850 - -","Revenue 997466 909708 809438 846029  Other Revenue, Total 29811 28850 - -","Revenue 997466 909708 809438 846029  Other Revenue, Total 29811 28850 - -","Revenue 997466 909708 809438 846029  Other Revenue, Total 29811 28850 - -"
Revenue,997466,909708,809438,846029
"Other Revenue, Total",29811,28850,-,-
"Cost of Revenue, Total",865968,761399,673207,699268
Gross Profit,161309,148309,136231,146761
Total Operating Expenses,937115,827207,737448,758207
"Selling/General/Admin. Expenses, Total 71147 65607 57119 55785  Research & Development 3309 - 3905 3034  Depreciation / Amortization 6179 - 2298 2018  Interest Expense (Income) - Net Operating -1919 - - -  Unusual Expense (Income) - 201 919 -1897  Other Operating Expenses, Total -7569 - - -1","Selling/General/Admin. Expenses, Total 71147 65607 57119 55785  Research & Development 3309 - 3905 3034  Depreciation / Amortization 6179 - 2298 2018  Interest Expense (Income) - Net Operating -1919 - - -  Unusual Expense (Income) - 201 919 -1897  Other Operating Expenses, Total -7569 - - -1","Selling/General/Admin. Expenses, Total 71147 65607 57119 55785  Research & Development 3309 - 3905 3034  Depreciation / Amortization 6179 - 2298 2018  Interest Expense (Income) - Net Operating -1919 - - -  Unusual Expense (Income) - 201 919 -1897  Other Operating Expenses, Total -7569 - - -1","Selling/General/Admin. Expenses, Total 71147 65607 57119 55785  Research & Development 3309 - 3905 3034  Depreciation / Amortization 6179 - 2298 2018  Interest Expense (Income) - Net Operating -1919 - - -  Unusual Expense (Income) - 201 919 -1897  Other Operating Expenses, Total -7569 - - -1","Selling/General/Admin. Expenses, Total 71147 65607 57119 55785  Research & Development 3309 - 3905 3034  Depreciation / Amortization 6179 - 2298 2018  Interest Expense (Income) - Net Operating -1919 - - -  Unusual Expense (Income) - 201 919 -1897  Other Operating Expenses, Total -7569 - - -1"
"Selling/General/Admin. Expenses, Total",71147,65607,57119,55785
Research & Development,3309,-,3905,3034
Depreciation / Amortization,6179,-,2298,2018
Interest Expense (Income) - Net Operating,-1919,-,-,-
Unusual Expense (Income),-,201,919,-1897
"Other Operating Expenses, Total",-7569,-,-,-1
Operating Income,90162,82501,71990,87822
"Interest Income (Expense), Net Non-Operating",-,-233,-863,-105
Gain (Loss) on Sale of Assets,-580,-63,-47,5
"Other, Net",3400,-380,-214,-567
Net Income Before Taxes,87342,81825,70866,87155
Provision for Income Taxes,28016,27335,22608,27239
Net Income After Taxes,59326,54490,48258,59916
Minority Interest,4,-,-,-65
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,59326,54490,48258,59851
Total Extraordinary Items,-,-,-,-
Net Income,59326,54490,48258,59851
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,59326,54490,48258,59851
Dilution Adjustment,-,-,-,-
Diluted Net Income,59326,54490,48258,59851
Diluted Weighted Average Shares,274.54,274.77,286.19,297.23
Diluted EPS Excluding Extraordinary Items,216.09,198.31,168.62,201.37
DPS - Common Stock Primary Issue,80,80,70,20
Diluted Normalized EPS,200.94,199.69,171.63,197.65
