Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,952686,810540,575951,540376
"Revenue 952686 810540 575951 540376  Other Revenue, Total - - - -","Revenue 952686 810540 575951 540376  Other Revenue, Total - - - -","Revenue 952686 810540 575951 540376  Other Revenue, Total - - - -","Revenue 952686 810540 575951 540376  Other Revenue, Total - - - -","Revenue 952686 810540 575951 540376  Other Revenue, Total - - - -"
Revenue,952686,810540,575951,540376
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",768117,655224,481638,450715
Gross Profit,184569,155316,94313,89661
Total Operating Expenses,833327,709435,513822,482597
"Selling/General/Admin. Expenses, Total 56909 47199 32183 31881  Research & Development - - - -  Depreciation / Amortization 1375 977 - -  Interest Expense (Income) - Net Operating -3531 -3118 - -  Unusual Expense (Income) - -3018 - -  Other Operating Expenses, Total 10457 9153 1 1","Selling/General/Admin. Expenses, Total 56909 47199 32183 31881  Research & Development - - - -  Depreciation / Amortization 1375 977 - -  Interest Expense (Income) - Net Operating -3531 -3118 - -  Unusual Expense (Income) - -3018 - -  Other Operating Expenses, Total 10457 9153 1 1","Selling/General/Admin. Expenses, Total 56909 47199 32183 31881  Research & Development - - - -  Depreciation / Amortization 1375 977 - -  Interest Expense (Income) - Net Operating -3531 -3118 - -  Unusual Expense (Income) - -3018 - -  Other Operating Expenses, Total 10457 9153 1 1","Selling/General/Admin. Expenses, Total 56909 47199 32183 31881  Research & Development - - - -  Depreciation / Amortization 1375 977 - -  Interest Expense (Income) - Net Operating -3531 -3118 - -  Unusual Expense (Income) - -3018 - -  Other Operating Expenses, Total 10457 9153 1 1","Selling/General/Admin. Expenses, Total 56909 47199 32183 31881  Research & Development - - - -  Depreciation / Amortization 1375 977 - -  Interest Expense (Income) - Net Operating -3531 -3118 - -  Unusual Expense (Income) - -3018 - -  Other Operating Expenses, Total 10457 9153 1 1"
"Selling/General/Admin. Expenses, Total",56909,47199,32183,31881
Research & Development,-,-,-,-
Depreciation / Amortization,1375,977,-,-
Interest Expense (Income) - Net Operating,-3531,-3118,-,-
Unusual Expense (Income),-,-3018,-,-
"Other Operating Expenses, Total",10457,9153,1,1
Operating Income,119359,101105,62129,57779
"Interest Income (Expense), Net Non-Operating",-,-1256,15668,-1729
Gain (Loss) on Sale of Assets,-2061,3018,-,772
"Other, Net",433,-3883,-440,-1123
Net Income Before Taxes,120987,101970,77357,55699
Provision for Income Taxes,37050,29232,17865,16293
Net Income After Taxes,83937,72738,59492,39406
Minority Interest,57606,52782,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,77884,69582,59492,39406
Total Extraordinary Items,-,-,-,-
Net Income,77884,69582,59492,39406
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,77884,69582,59491,39405
Dilution Adjustment,-,0.293,-,-
Diluted Net Income,77884,69581.71,59491,39405
Diluted Weighted Average Shares,124.64,126.42,113.89,112.88
Diluted EPS Excluding Extraordinary Items,624.87,550.41,522.36,349.09
DPS - Common Stock Primary Issue,129,112,80,63
Diluted Normalized EPS,568.75,464.25,522.36,344.25
