Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,15997.84,14340,3427.82,3544.31
"Revenue 15997.84 14340 3427.82 3544.31  Other Revenue, Total - - - -","Revenue 15997.84 14340 3427.82 3544.31  Other Revenue, Total - - - -","Revenue 15997.84 14340 3427.82 3544.31  Other Revenue, Total - - - -","Revenue 15997.84 14340 3427.82 3544.31  Other Revenue, Total - - - -","Revenue 15997.84 14340 3427.82 3544.31  Other Revenue, Total - - - -"
Revenue,15997.84,14340,3427.82,3544.31
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",12999.12,11558,1388.54,1501.61
Gross Profit,2998.72,2782,2039.28,2042.7
Total Operating Expenses,15408.43,13207,2689.34,2894.74
"Selling/General/Admin. Expenses, Total 2409.3 1604 1270.46 1338.25  Research & Development - - - -  Depreciation / Amortization 17 66 30.33 20.19  Interest Expense (Income) - Net Operating -2.4 - - -  Unusual Expense (Income) - 30.08 - 34.68  Other Operating Expenses, Total -8 -21 - -","Selling/General/Admin. Expenses, Total 2409.3 1604 1270.46 1338.25  Research & Development - - - -  Depreciation / Amortization 17 66 30.33 20.19  Interest Expense (Income) - Net Operating -2.4 - - -  Unusual Expense (Income) - 30.08 - 34.68  Other Operating Expenses, Total -8 -21 - -","Selling/General/Admin. Expenses, Total 2409.3 1604 1270.46 1338.25  Research & Development - - - -  Depreciation / Amortization 17 66 30.33 20.19  Interest Expense (Income) - Net Operating -2.4 - - -  Unusual Expense (Income) - 30.08 - 34.68  Other Operating Expenses, Total -8 -21 - -","Selling/General/Admin. Expenses, Total 2409.3 1604 1270.46 1338.25  Research & Development - - - -  Depreciation / Amortization 17 66 30.33 20.19  Interest Expense (Income) - Net Operating -2.4 - - -  Unusual Expense (Income) - 30.08 - 34.68  Other Operating Expenses, Total -8 -21 - -","Selling/General/Admin. Expenses, Total 2409.3 1604 1270.46 1338.25  Research & Development - - - -  Depreciation / Amortization 17 66 30.33 20.19  Interest Expense (Income) - Net Operating -2.4 - - -  Unusual Expense (Income) - 30.08 - 34.68  Other Operating Expenses, Total -8 -21 - -"
"Selling/General/Admin. Expenses, Total",2409.3,1604,1270.46,1338.25
Research & Development,-,-,-,-
Depreciation / Amortization,17,66,30.33,20.19
Interest Expense (Income) - Net Operating,-2.4,-,-,-
Unusual Expense (Income),-,30.08,-,34.68
"Other Operating Expenses, Total",-8,-21,-,-
Operating Income,589.41,1133,738.48,649.57
"Interest Income (Expense), Net Non-Operating",-,0.97,-6.77,-7.74
Gain (Loss) on Sale of Assets,-,-30,-,-
"Other, Net",81.44,58,-17.77,-1.07
Net Income Before Taxes,507.97,1105,713.94,640.76
Provision for Income Taxes,263.7,400,256.34,250.22
Net Income After Taxes,244.27,705,457.6,390.55
Minority Interest,72.18,-0,0.16,0.1
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,244.22,705,457.75,390.65
Total Extraordinary Items,-,-,-,-
Net Income,244.22,705,457.75,390.65
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,244.22,705,457.75,390.65
Dilution Adjustment,0.051,-0.184,-,-
Diluted Net Income,244.16,705.18,457.75,390.65
Diluted Weighted Average Shares,10.62,10.66,10.63,10.63
Diluted EPS Excluding Extraordinary Items,22.99,66.17,43.06,36.74
DPS - Common Stock Primary Issue,10,10,5,-
Diluted Normalized EPS,33.42,66.56,43.06,38.73
