Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,654735,645049,580660,676495
"Revenue 654735 645049 580660 676495  Other Revenue, Total - - - -","Revenue 654735 645049 580660 676495  Other Revenue, Total - - - -","Revenue 654735 645049 580660 676495  Other Revenue, Total - - - -","Revenue 654735 645049 580660 676495  Other Revenue, Total - - - -","Revenue 654735 645049 580660 676495  Other Revenue, Total - - - -"
Revenue,654735,645049,580660,676495
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",432073,439737,397602,482772
Gross Profit,222662,205312,183058,193723
Total Operating Expenses,555137,553838,504326,594971
"Selling/General/Admin. Expenses, Total 123064 114036 106690 111775  Research & Development - 65 34 42  Depreciation / Amortization 20593 18430 19397 -  Interest Expense (Income) - Net Operating -10221 -8825 -9015 -  Unusual Expense (Income) - 1480 3022 381  Other Operating Expenses, Total -10390 -9605 -10382 1","Selling/General/Admin. Expenses, Total 123064 114036 106690 111775  Research & Development - 65 34 42  Depreciation / Amortization 20593 18430 19397 -  Interest Expense (Income) - Net Operating -10221 -8825 -9015 -  Unusual Expense (Income) - 1480 3022 381  Other Operating Expenses, Total -10390 -9605 -10382 1","Selling/General/Admin. Expenses, Total 123064 114036 106690 111775  Research & Development - 65 34 42  Depreciation / Amortization 20593 18430 19397 -  Interest Expense (Income) - Net Operating -10221 -8825 -9015 -  Unusual Expense (Income) - 1480 3022 381  Other Operating Expenses, Total -10390 -9605 -10382 1","Selling/General/Admin. Expenses, Total 123064 114036 106690 111775  Research & Development - 65 34 42  Depreciation / Amortization 20593 18430 19397 -  Interest Expense (Income) - Net Operating -10221 -8825 -9015 -  Unusual Expense (Income) - 1480 3022 381  Other Operating Expenses, Total -10390 -9605 -10382 1","Selling/General/Admin. Expenses, Total 123064 114036 106690 111775  Research & Development - 65 34 42  Depreciation / Amortization 20593 18430 19397 -  Interest Expense (Income) - Net Operating -10221 -8825 -9015 -  Unusual Expense (Income) - 1480 3022 381  Other Operating Expenses, Total -10390 -9605 -10382 1"
"Selling/General/Admin. Expenses, Total",123064,114036,106690,111775
Research & Development,-,65,34,42
Depreciation / Amortization,20593,18430,19397,-
Interest Expense (Income) - Net Operating,-10221,-8825,-9015,-
Unusual Expense (Income),-,1480,3022,381
"Other Operating Expenses, Total",-10390,-9605,-10382,1
Operating Income,99598,91211,76334,81524
"Interest Income (Expense), Net Non-Operating",-,-7763,-9367,-8165
Gain (Loss) on Sale of Assets,6873,19,96,393
"Other, Net",4637,10140,13419,-662
Net Income Before Taxes,88088,81052,62819,73090
Provision for Income Taxes,23388,25672,20593,23454
Net Income After Taxes,64700,55380,42226,49636
Minority Interest,1772,1708,1616,-749
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,64520,55312,42198,48887
Total Extraordinary Items,-,-,-,-
Net Income,64520,55312,42198,48887
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,64520,55312,42198,48886
Dilution Adjustment,-0.191,-0.319,-0.265,-
Diluted Net Income,64520.19,55312.32,42198.26,48886
Diluted Weighted Average Shares,177.08,180.24,182.1,183.87
Diluted EPS Excluding Extraordinary Items,364.35,306.89,231.73,265.88
DPS - Common Stock Primary Issue,120,97.5,82.5,80
Diluted Normalized EPS,331.17,285.84,225.91,265.83
