Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,1054201,855379,701223,768568
"Revenue 1054201 855379 701223 768568  Other Revenue, Total - - - -","Revenue 1054201 855379 701223 768568  Other Revenue, Total - - - -","Revenue 1054201 855379 701223 768568  Other Revenue, Total - - - -","Revenue 1054201 855379 701223 768568  Other Revenue, Total - - - -","Revenue 1054201 855379 701223 768568  Other Revenue, Total - - - -"
Revenue,1054201,855379,701223,768568
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",854979,678061,544430,603199
Gross Profit,199222,177318,156793,165369
Total Operating Expenses,1014518,822244,675234,734172
"Selling/General/Admin. Expenses, Total 144395 120922 105101 111532  Research & Development 15144 13503 12029 12505  Depreciation / Amortization 47126 - - -  Interest Expense (Income) - Net Operating -4512 - - -  Unusual Expense (Income) - 9758 13674 6936  Other Operating Expenses, Total -42614 - - -","Selling/General/Admin. Expenses, Total 144395 120922 105101 111532  Research & Development 15144 13503 12029 12505  Depreciation / Amortization 47126 - - -  Interest Expense (Income) - Net Operating -4512 - - -  Unusual Expense (Income) - 9758 13674 6936  Other Operating Expenses, Total -42614 - - -","Selling/General/Admin. Expenses, Total 144395 120922 105101 111532  Research & Development 15144 13503 12029 12505  Depreciation / Amortization 47126 - - -  Interest Expense (Income) - Net Operating -4512 - - -  Unusual Expense (Income) - 9758 13674 6936  Other Operating Expenses, Total -42614 - - -","Selling/General/Admin. Expenses, Total 144395 120922 105101 111532  Research & Development 15144 13503 12029 12505  Depreciation / Amortization 47126 - - -  Interest Expense (Income) - Net Operating -4512 - - -  Unusual Expense (Income) - 9758 13674 6936  Other Operating Expenses, Total -42614 - - -","Selling/General/Admin. Expenses, Total 144395 120922 105101 111532  Research & Development 15144 13503 12029 12505  Depreciation / Amortization 47126 - - -  Interest Expense (Income) - Net Operating -4512 - - -  Unusual Expense (Income) - 9758 13674 6936  Other Operating Expenses, Total -42614 - - -"
"Selling/General/Admin. Expenses, Total",144395,120922,105101,111532
Research & Development,15144,13503,12029,12505
Depreciation / Amortization,47126,-,-,-
Interest Expense (Income) - Net Operating,-4512,-,-,-
Unusual Expense (Income),-,9758,13674,6936
"Other Operating Expenses, Total",-42614,-,-,-
Operating Income,39683,33135,25989,34396
"Interest Income (Expense), Net Non-Operating",-,2641,-1159,774
Gain (Loss) on Sale of Assets,-1005,-1888,2323,310
"Other, Net",5508,-1776,-2051,-804
Net Income Before Taxes,35180,32112,25102,34676
Provision for Income Taxes,16531,25650,8685,9330
Net Income After Taxes,18649,6462,16417,25346
Minority Interest,34091,-2097,-3184,-1846
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,17610,4365,13233,23500
Total Extraordinary Items,-,-,-,-
Net Income,17610,4365,13233,23500
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,17610,4365,13233,23500
Dilution Adjustment,-,-,-,-
Diluted Net Income,17610,4365,13233,23500
Diluted Weighted Average Shares,94.65,94.66,94.65,94.65
Diluted EPS Excluding Extraordinary Items,186.05,46.11,139.81,248.29
DPS - Common Stock Primary Issue,-,100,100,100
Diluted Normalized EPS,252.79,133.02,219.75,300.51
