Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,991137,895080,1297947,1466249
"Revenue 991137 895080 1297947 1466249  Other Revenue, Total - - - -","Revenue 991137 895080 1297947 1466249  Other Revenue, Total - - - -","Revenue 991137 895080 1297947 1466249  Other Revenue, Total - - - -","Revenue 991137 895080 1297947 1466249  Other Revenue, Total - - - -","Revenue 991137 895080 1297947 1466249  Other Revenue, Total - - - -"
Revenue,991137,895080,1297947,1466249
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",587572,507986,985233,1133749
Gross Profit,403565,387094,312714,332500
Total Operating Expenses,935726,828097,1262891,1417931
"Selling/General/Admin. Expenses, Total 335120 305403 262870 270289  Research & Development - - - -  Depreciation / Amortization 11508 10047 7275 7078  Interest Expense (Income) - Net Operating -670 - - -  Unusual Expense (Income) - 4659 7512 6813  Other Operating Expenses, Total 2196 2 1 2","Selling/General/Admin. Expenses, Total 335120 305403 262870 270289  Research & Development - - - -  Depreciation / Amortization 11508 10047 7275 7078  Interest Expense (Income) - Net Operating -670 - - -  Unusual Expense (Income) - 4659 7512 6813  Other Operating Expenses, Total 2196 2 1 2","Selling/General/Admin. Expenses, Total 335120 305403 262870 270289  Research & Development - - - -  Depreciation / Amortization 11508 10047 7275 7078  Interest Expense (Income) - Net Operating -670 - - -  Unusual Expense (Income) - 4659 7512 6813  Other Operating Expenses, Total 2196 2 1 2","Selling/General/Admin. Expenses, Total 335120 305403 262870 270289  Research & Development - - - -  Depreciation / Amortization 11508 10047 7275 7078  Interest Expense (Income) - Net Operating -670 - - -  Unusual Expense (Income) - 4659 7512 6813  Other Operating Expenses, Total 2196 2 1 2","Selling/General/Admin. Expenses, Total 335120 305403 262870 270289  Research & Development - - - -  Depreciation / Amortization 11508 10047 7275 7078  Interest Expense (Income) - Net Operating -670 - - -  Unusual Expense (Income) - 4659 7512 6813  Other Operating Expenses, Total 2196 2 1 2"
"Selling/General/Admin. Expenses, Total",335120,305403,262870,270289
Research & Development,-,-,-,-
Depreciation / Amortization,11508,10047,7275,7078
Interest Expense (Income) - Net Operating,-670,-,-,-
Unusual Expense (Income),-,4659,7512,6813
"Other Operating Expenses, Total",2196,2,1,2
Operating Income,55411,66983,35056,48318
"Interest Income (Expense), Net Non-Operating",-,28699,17660,17282
Gain (Loss) on Sale of Assets,1900,-,27,8964
"Other, Net",-5699,-974,926,307
Net Income Before Taxes,59210,94708,53669,74871
Provision for Income Taxes,25724,35846,24548,27838
Net Income After Taxes,33486,58862,29121,47033
Minority Interest,25691,-3683,-2641,-2140
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,31010,55179,26480,44893
Total Extraordinary Items,-,-,-,-
Net Income,31010,55179,26480,44893
Total Adjustments to Net Income,-,-,-1,-
Income Available to Common Excluding Extraordinary Items,31010,55179,26479,44893
Dilution Adjustment,-,2,-3,-3
Diluted Net Income,31010,55177,26476,44890
Diluted Weighted Average Shares,372.9,373.63,373.4,373.18
Diluted EPS Excluding Extraordinary Items,83.16,147.68,70.9,120.29
DPS - Common Stock Primary Issue,-,32,30,30
Diluted Normalized EPS,94.56,116.84,101.26,135.64
