Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,142019,128842,155460,170773
"Revenue 142019 128842 155460 170773  Other Revenue, Total - - - -","Revenue 142019 128842 155460 170773  Other Revenue, Total - - - -","Revenue 142019 128842 155460 170773  Other Revenue, Total - - - -","Revenue 142019 128842 155460 170773  Other Revenue, Total - - - -","Revenue 142019 128842 155460 170773  Other Revenue, Total - - - -"
Revenue,142019,128842,155460,170773
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",123018,109541,136092,149556
Gross Profit,19001,19301,19368,21217
Total Operating Expenses,140682,125995,154363,165620
"Selling/General/Admin. Expenses, Total 15209 14326 11516 13429  Research & Development 2455 2128 2178 2291  Depreciation / Amortization 8320 7916 - -  Interest Expense (Income) - Net Operating -937 -416 - -  Unusual Expense (Income) - -33 4575 344  Other Operating Expenses, Total -7383 -7500 2 -","Selling/General/Admin. Expenses, Total 15209 14326 11516 13429  Research & Development 2455 2128 2178 2291  Depreciation / Amortization 8320 7916 - -  Interest Expense (Income) - Net Operating -937 -416 - -  Unusual Expense (Income) - -33 4575 344  Other Operating Expenses, Total -7383 -7500 2 -","Selling/General/Admin. Expenses, Total 15209 14326 11516 13429  Research & Development 2455 2128 2178 2291  Depreciation / Amortization 8320 7916 - -  Interest Expense (Income) - Net Operating -937 -416 - -  Unusual Expense (Income) - -33 4575 344  Other Operating Expenses, Total -7383 -7500 2 -","Selling/General/Admin. Expenses, Total 15209 14326 11516 13429  Research & Development 2455 2128 2178 2291  Depreciation / Amortization 8320 7916 - -  Interest Expense (Income) - Net Operating -937 -416 - -  Unusual Expense (Income) - -33 4575 344  Other Operating Expenses, Total -7383 -7500 2 -","Selling/General/Admin. Expenses, Total 15209 14326 11516 13429  Research & Development 2455 2128 2178 2291  Depreciation / Amortization 8320 7916 - -  Interest Expense (Income) - Net Operating -937 -416 - -  Unusual Expense (Income) - -33 4575 344  Other Operating Expenses, Total -7383 -7500 2 -"
"Selling/General/Admin. Expenses, Total",15209,14326,11516,13429
Research & Development,2455,2128,2178,2291
Depreciation / Amortization,8320,7916,-,-
Interest Expense (Income) - Net Operating,-937,-416,-,-
Unusual Expense (Income),-,-33,4575,344
"Other Operating Expenses, Total",-7383,-7500,2,-
Operating Income,1337,2847,1097,5153
"Interest Income (Expense), Net Non-Operating",-,4971,933,230
Gain (Loss) on Sale of Assets,2708,4917,467,65
"Other, Net",-4778,-9984,99,126
Net Income Before Taxes,3407,7914,2596,5574
Provision for Income Taxes,1959,3571,2117,1945
Net Income After Taxes,1448,4343,479,3629
Minority Interest,1356,1377,-102,-103
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1346,4259,377,3526
Total Extraordinary Items,-,-,-,-
Net Income,1346,4259,377,3526
Total Adjustments to Net Income,-,-,-2,-1
Income Available to Common Excluding Extraordinary Items,1346,4259,375,3525
Dilution Adjustment,-,-,-,-
Diluted Net Income,1346,4259,375,3525
Diluted Weighted Average Shares,15.59,16.45,16.57,16.56
Diluted EPS Excluding Extraordinary Items,86.33,258.92,22.63,212.85
DPS - Common Stock Primary Issue,94,94,50,94
Diluted Normalized EPS,57.4,107.51,183.78,223.82
