Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,45920,24932,15558,21020
"Revenue 45920 24932 15558 21020  Other Revenue, Total - - - -","Revenue 45920 24932 15558 21020  Other Revenue, Total - - - -","Revenue 45920 24932 15558 21020  Other Revenue, Total - - - -","Revenue 45920 24932 15558 21020  Other Revenue, Total - - - -","Revenue 45920 24932 15558 21020  Other Revenue, Total - - - -"
Revenue,45920,24932,15558,21020
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",38059,20331,12554,18161
Gross Profit,7861,4601,3004,2859
Total Operating Expenses,43392,24426,14141,20037
"Selling/General/Admin. Expenses, Total 4666 3849 1566 1857  Research & Development - - - -  Depreciation / Amortization 243 - - -  Interest Expense (Income) - Net Operating -840 - - -  Unusual Expense (Income) - 245 20 17  Other Operating Expenses, Total 1264 1 1 2","Selling/General/Admin. Expenses, Total 4666 3849 1566 1857  Research & Development - - - -  Depreciation / Amortization 243 - - -  Interest Expense (Income) - Net Operating -840 - - -  Unusual Expense (Income) - 245 20 17  Other Operating Expenses, Total 1264 1 1 2","Selling/General/Admin. Expenses, Total 4666 3849 1566 1857  Research & Development - - - -  Depreciation / Amortization 243 - - -  Interest Expense (Income) - Net Operating -840 - - -  Unusual Expense (Income) - 245 20 17  Other Operating Expenses, Total 1264 1 1 2","Selling/General/Admin. Expenses, Total 4666 3849 1566 1857  Research & Development - - - -  Depreciation / Amortization 243 - - -  Interest Expense (Income) - Net Operating -840 - - -  Unusual Expense (Income) - 245 20 17  Other Operating Expenses, Total 1264 1 1 2","Selling/General/Admin. Expenses, Total 4666 3849 1566 1857  Research & Development - - - -  Depreciation / Amortization 243 - - -  Interest Expense (Income) - Net Operating -840 - - -  Unusual Expense (Income) - 245 20 17  Other Operating Expenses, Total 1264 1 1 2"
"Selling/General/Admin. Expenses, Total",4666,3849,1566,1857
Research & Development,-,-,-,-
Depreciation / Amortization,243,-,-,-
Interest Expense (Income) - Net Operating,-840,-,-,-
Unusual Expense (Income),-,245,20,17
"Other Operating Expenses, Total",1264,1,1,2
Operating Income,2528,506,1417,983
"Interest Income (Expense), Net Non-Operating",-,-340,-285,-301
Gain (Loss) on Sale of Assets,1124,-,-,-
"Other, Net",-1239,-845,-166,-196
Net Income Before Taxes,2643,-679,966,486
Provision for Income Taxes,356,411,190,96
Net Income After Taxes,2287,-1090,776,390
Minority Interest,990,1103,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2064,13,776,390
Total Extraordinary Items,-,-,-,-
Net Income,2064,13,776,390
Total Adjustments to Net Income,-,-1,-,-1
Income Available to Common Excluding Extraordinary Items,2064,12,776,389
Dilution Adjustment,-0.668,-,-,-
Diluted Net Income,2064.67,12,776,389
Diluted Weighted Average Shares,131.09,117.09,58.95,58.95
Diluted EPS Excluding Extraordinary Items,15.75,0.1,13.16,6.6
DPS - Common Stock Primary Issue,3,3,-,-
Diluted Normalized EPS,5.44,1.64,13.71,7.1
