Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,167276,151275,119257,115479
"Revenue 167276 151275 119257 115479  Other Revenue, Total - - - -","Revenue 167276 151275 119257 115479  Other Revenue, Total - - - -","Revenue 167276 151275 119257 115479  Other Revenue, Total - - - -","Revenue 167276 151275 119257 115479  Other Revenue, Total - - - -","Revenue 167276 151275 119257 115479  Other Revenue, Total - - - -"
Revenue,167276,151275,119257,115479
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",141260,123880,101732,98733
Gross Profit,26016,27395,17525,16746
Total Operating Expenses,157700,139189,112961,110428
"Selling/General/Admin. Expenses, Total 16440 14139 9724 10542  Research & Development - - 1142 1014  Depreciation / Amortization 9795 - - -  Interest Expense (Income) - Net Operating -1002 - - -  Unusual Expense (Income) - 1169 361 138  Other Operating Expenses, Total -8793 1 2 1","Selling/General/Admin. Expenses, Total 16440 14139 9724 10542  Research & Development - - 1142 1014  Depreciation / Amortization 9795 - - -  Interest Expense (Income) - Net Operating -1002 - - -  Unusual Expense (Income) - 1169 361 138  Other Operating Expenses, Total -8793 1 2 1","Selling/General/Admin. Expenses, Total 16440 14139 9724 10542  Research & Development - - 1142 1014  Depreciation / Amortization 9795 - - -  Interest Expense (Income) - Net Operating -1002 - - -  Unusual Expense (Income) - 1169 361 138  Other Operating Expenses, Total -8793 1 2 1","Selling/General/Admin. Expenses, Total 16440 14139 9724 10542  Research & Development - - 1142 1014  Depreciation / Amortization 9795 - - -  Interest Expense (Income) - Net Operating -1002 - - -  Unusual Expense (Income) - 1169 361 138  Other Operating Expenses, Total -8793 1 2 1","Selling/General/Admin. Expenses, Total 16440 14139 9724 10542  Research & Development - - 1142 1014  Depreciation / Amortization 9795 - - -  Interest Expense (Income) - Net Operating -1002 - - -  Unusual Expense (Income) - 1169 361 138  Other Operating Expenses, Total -8793 1 2 1"
"Selling/General/Admin. Expenses, Total",16440,14139,9724,10542
Research & Development,-,-,1142,1014
Depreciation / Amortization,9795,-,-,-
Interest Expense (Income) - Net Operating,-1002,-,-,-
Unusual Expense (Income),-,1169,361,138
"Other Operating Expenses, Total",-8793,1,2,1
Operating Income,9576,12086,6296,5051
"Interest Income (Expense), Net Non-Operating",-,927,-932,-647
Gain (Loss) on Sale of Assets,-180,-522,-277,-1389
"Other, Net",-916,121,-28,250
Net Income Before Taxes,10672,12612,5059,3265
Provision for Income Taxes,1887,1175,422,717
Net Income After Taxes,8785,11437,4637,2548
Minority Interest,7154,14,4,37
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,8847,11451,4641,2585
Total Extraordinary Items,-,-,-,-
Net Income,8847,11451,4641,2585
Total Adjustments to Net Income,-156,-,-1,1
Income Available to Common Excluding Extraordinary Items,8691,11451,4640,2586
Dilution Adjustment,156,-,-,-
Diluted Net Income,8691,11451,4640,2586
Diluted Weighted Average Shares,25.64,25.78,26.17,26.17
Diluted EPS Excluding Extraordinary Items,338.93,444.21,177.29,98.8
DPS - Common Stock Primary Issue,55,45,20,30
Diluted Normalized EPS,275.72,505.25,201.17,145.09
