Period Ending:,202231/10,202131/10,202031/10,201931/10
Total Revenue,1997,1730,2073,2608.08
"Revenue 1997 1730 2073 2608.08  Other Revenue, Total - - - -","Revenue 1997 1730 2073 2608.08  Other Revenue, Total - - - -","Revenue 1997 1730 2073 2608.08  Other Revenue, Total - - - -","Revenue 1997 1730 2073 2608.08  Other Revenue, Total - - - -","Revenue 1997 1730 2073 2608.08  Other Revenue, Total - - - -"
Revenue,1997,1730,2073,2608.08
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1045,864,636.95,550.33
Gross Profit,952,866,1436.05,2057.75
Total Operating Expenses,2585,2612,2433.1,2021.34
"Selling/General/Admin. Expenses, Total 1061 1195 1088.6 1069.99  Research & Development 479 553 490.99 401.02  Depreciation / Amortization 128 110 - -  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 38.22 216.57 -  Other Operating Expenses, Total -127 -110 - -","Selling/General/Admin. Expenses, Total 1061 1195 1088.6 1069.99  Research & Development 479 553 490.99 401.02  Depreciation / Amortization 128 110 - -  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 38.22 216.57 -  Other Operating Expenses, Total -127 -110 - -","Selling/General/Admin. Expenses, Total 1061 1195 1088.6 1069.99  Research & Development 479 553 490.99 401.02  Depreciation / Amortization 128 110 - -  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 38.22 216.57 -  Other Operating Expenses, Total -127 -110 - -","Selling/General/Admin. Expenses, Total 1061 1195 1088.6 1069.99  Research & Development 479 553 490.99 401.02  Depreciation / Amortization 128 110 - -  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 38.22 216.57 -  Other Operating Expenses, Total -127 -110 - -","Selling/General/Admin. Expenses, Total 1061 1195 1088.6 1069.99  Research & Development 479 553 490.99 401.02  Depreciation / Amortization 128 110 - -  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 38.22 216.57 -  Other Operating Expenses, Total -127 -110 - -"
"Selling/General/Admin. Expenses, Total",1061,1195,1088.6,1069.99
Research & Development,479,553,490.99,401.02
Depreciation / Amortization,128,110,-,-
Interest Expense (Income) - Net Operating,-1,-,-,-
Unusual Expense (Income),-,38.22,216.57,-
"Other Operating Expenses, Total",-127,-110,-,-
Operating Income,-588,-882,-360.1,586.74
"Interest Income (Expense), Net Non-Operating",-,47.89,-2.21,-46.74
Gain (Loss) on Sale of Assets,-,13,-,-
"Other, Net",15,-30,9.12,2.65
Net Income Before Taxes,-603,-865,-353.19,542.65
Provision for Income Taxes,65,-68,299.58,197.78
Net Income After Taxes,-668,-797,-652.77,344.88
Minority Interest,-,4.37,0.61,-4.99
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-668,-793,-652.16,339.89
Total Extraordinary Items,-,-,-,-
Net Income,-668,-793,-652.16,339.89
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,-668,-793,-652.16,339.89
Dilution Adjustment,-,-,-,-
Diluted Net Income,-668,-793,-652.16,339.89
Diluted Weighted Average Shares,5.14,5.4,5.39,5.4
Diluted EPS Excluding Extraordinary Items,-129.97,-146.89,-121.05,62.89
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-62.14,-96.5,-86.2,75.53
