Period Ending:,202231/12,202131/12,202130/09,202030/09
Total Revenue,44392,34420,23291,13317.32
"Revenue 44392 34420 23291 13317.32  Other Revenue, Total - - - -","Revenue 44392 34420 23291 13317.32  Other Revenue, Total - - - -","Revenue 44392 34420 23291 13317.32  Other Revenue, Total - - - -","Revenue 44392 34420 23291 13317.32  Other Revenue, Total - - - -","Revenue 44392 34420 23291 13317.32  Other Revenue, Total - - - -"
Revenue,44392,34420,23291,13317.32
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",13396,12951,8288,3825.1
Gross Profit,30996,21469,15003,9492.22
Total Operating Expenses,-,40985,27254,15138.22
"Selling/General/Admin. Expenses, Total 34530 25086 18966 9812.99  Research & Development - 1752 - 1194.72  Depreciation / Amortization 2345 1670 1082 292.23  Interest Expense (Income) - Net Operating -544 -306 -162 -  Unusual Expense (Income) - 383.16 - 13.18  Other Operating Expenses, Total - -7 -920 -","Selling/General/Admin. Expenses, Total 34530 25086 18966 9812.99  Research & Development - 1752 - 1194.72  Depreciation / Amortization 2345 1670 1082 292.23  Interest Expense (Income) - Net Operating -544 -306 -162 -  Unusual Expense (Income) - 383.16 - 13.18  Other Operating Expenses, Total - -7 -920 -","Selling/General/Admin. Expenses, Total 34530 25086 18966 9812.99  Research & Development - 1752 - 1194.72  Depreciation / Amortization 2345 1670 1082 292.23  Interest Expense (Income) - Net Operating -544 -306 -162 -  Unusual Expense (Income) - 383.16 - 13.18  Other Operating Expenses, Total - -7 -920 -","Selling/General/Admin. Expenses, Total 34530 25086 18966 9812.99  Research & Development - 1752 - 1194.72  Depreciation / Amortization 2345 1670 1082 292.23  Interest Expense (Income) - Net Operating -544 -306 -162 -  Unusual Expense (Income) - 383.16 - 13.18  Other Operating Expenses, Total - -7 -920 -","Selling/General/Admin. Expenses, Total 34530 25086 18966 9812.99  Research & Development - 1752 - 1194.72  Depreciation / Amortization 2345 1670 1082 292.23  Interest Expense (Income) - Net Operating -544 -306 -162 -  Unusual Expense (Income) - 383.16 - 13.18  Other Operating Expenses, Total - -7 -920 -"
"Selling/General/Admin. Expenses, Total",34530,25086,18966,9812.99
Research & Development,-,1752,-,1194.72
Depreciation / Amortization,2345,1670,1082,292.23
Interest Expense (Income) - Net Operating,-544,-306,-162,-
Unusual Expense (Income),-,383.16,-,13.18
"Other Operating Expenses, Total",-,-7,-920,-
Operating Income,-3534,-6565,-3963,-1820.9
"Interest Income (Expense), Net Non-Operating",-,-242.4,-,3.89
Gain (Loss) on Sale of Assets,816,244,122,0.36
"Other, Net",-1942,157,-73,382.42
Net Income Before Taxes,-2408,-6736,-4012,-1434.23
Provision for Income Taxes,272,-900,-785,52.27
Net Income After Taxes,-2680,-5836,-3227,-1486.5
Minority Interest,2,5,1,-0.19
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-2672,-5038,-2431,-1486.69
Total Extraordinary Items,-,-,-,-
Net Income,-2672,-5038,-2431,-1486.69
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-2672,-5038,-2431,-1486.69
Dilution Adjustment,-,-,-,-
Diluted Net Income,-2672,-5038,-2431,-1486.69
Diluted Weighted Average Shares,112.13,102.69,100.79,92.9
Diluted EPS Excluding Extraordinary Items,-23.83,-44.51,-24.12,-16
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-15.91,-28.39,-14.77,-14.28
