Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,91469,82483,76907.32,83943.32
"Revenue 91469 82483 76907.32 83943.32  Other Revenue, Total - 371 - -","Revenue 91469 82483 76907.32 83943.32  Other Revenue, Total - 371 - -","Revenue 91469 82483 76907.32 83943.32  Other Revenue, Total - 371 - -","Revenue 91469 82483 76907.32 83943.32  Other Revenue, Total - 371 - -","Revenue 91469 82483 76907.32 83943.32  Other Revenue, Total - 371 - -"
Revenue,91469,82483,76907.32,83943.32
"Other Revenue, Total",-,371,-,-
"Cost of Revenue, Total",67501,59677,55289.08,60781.78
Gross Profit,23968,22806,21618.24,23161.54
Total Operating Expenses,86352,77763,72778.02,78917.39
"Selling/General/Admin. Expenses, Total 18851 18084 16387.16 16980.04  Research & Development - - - -  Depreciation / Amortization 2610 - 1041.25 1040.15  Interest Expense (Income) - Net Operating -29 - - -  Unusual Expense (Income) - - 60.53 115.42  Other Operating Expenses, Total -1673 2 - 1","Selling/General/Admin. Expenses, Total 18851 18084 16387.16 16980.04  Research & Development - - - -  Depreciation / Amortization 2610 - 1041.25 1040.15  Interest Expense (Income) - Net Operating -29 - - -  Unusual Expense (Income) - - 60.53 115.42  Other Operating Expenses, Total -1673 2 - 1","Selling/General/Admin. Expenses, Total 18851 18084 16387.16 16980.04  Research & Development - - - -  Depreciation / Amortization 2610 - 1041.25 1040.15  Interest Expense (Income) - Net Operating -29 - - -  Unusual Expense (Income) - - 60.53 115.42  Other Operating Expenses, Total -1673 2 - 1","Selling/General/Admin. Expenses, Total 18851 18084 16387.16 16980.04  Research & Development - - - -  Depreciation / Amortization 2610 - 1041.25 1040.15  Interest Expense (Income) - Net Operating -29 - - -  Unusual Expense (Income) - - 60.53 115.42  Other Operating Expenses, Total -1673 2 - 1","Selling/General/Admin. Expenses, Total 18851 18084 16387.16 16980.04  Research & Development - - - -  Depreciation / Amortization 2610 - 1041.25 1040.15  Interest Expense (Income) - Net Operating -29 - - -  Unusual Expense (Income) - - 60.53 115.42  Other Operating Expenses, Total -1673 2 - 1"
"Selling/General/Admin. Expenses, Total",18851,18084,16387.16,16980.04
Research & Development,-,-,-,-
Depreciation / Amortization,2610,-,1041.25,1040.15
Interest Expense (Income) - Net Operating,-29,-,-,-
Unusual Expense (Income),-,-,60.53,115.42
"Other Operating Expenses, Total",-1673,2,-,1
Operating Income,5117,4720,4129.3,5025.93
"Interest Income (Expense), Net Non-Operating",-,1111,808.52,353.82
Gain (Loss) on Sale of Assets,152,-,-,12.52
"Other, Net",-996,443,314.29,380.15
Net Income Before Taxes,5961,6274,5252.1,5772.42
Provision for Income Taxes,1974,2096,1719.59,1926.21
Net Income After Taxes,3987,4178,3532.51,3846.21
Minority Interest,659,-28,-13.32,-40.45
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3941,4150,3519.2,3805.76
Total Extraordinary Items,-,-,-,-
Net Income,3941,4150,3519.2,3805.76
Total Adjustments to Net Income,-,-1,-0,-0
Income Available to Common Excluding Extraordinary Items,3941,4149,3519.19,3805.76
Dilution Adjustment,-,-,-,-
Diluted Net Income,3941,4149,3519.19,3805.76
Diluted Weighted Average Shares,55.2,55.2,55.2,55.2
Diluted EPS Excluding Extraordinary Items,71.39,75.16,63.75,68.94
DPS - Common Stock Primary Issue,-,16,16,16
Diluted Normalized EPS,64.93,75.16,64.49,70.18
