Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,474771,396011,334734,492561
"Revenue 474771 402114 334734 492561  Other Revenue, Total - - - -","Revenue 474771 402114 334734 492561  Other Revenue, Total - - - -","Revenue 474771 402114 334734 492561  Other Revenue, Total - - - -","Revenue 474771 402114 334734 492561  Other Revenue, Total - - - -","Revenue 474771 402114 334734 492561  Other Revenue, Total - - - -"
Revenue,474771,402114,334734,492561
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",197104,7148,-3946,2941
Gross Profit,114769,394966,338680,489620
Total Operating Expenses,442152,379047,324060,455222
"Selling/General/Admin. Expenses, Total 138882 153824 137766 171989  Research & Development - - - 11138  Depreciation / Amortization 24016 21894 24118 23079  Interest Expense (Income) - Net Operating -5181 - - -  Unusual Expense (Income) - 250 496 -  Other Operating Expenses, Total 28783 195931 165626 246075","Selling/General/Admin. Expenses, Total 138882 153824 137766 171989  Research & Development - - - 11138  Depreciation / Amortization 24016 21894 24118 23079  Interest Expense (Income) - Net Operating -5181 - - -  Unusual Expense (Income) - 250 496 -  Other Operating Expenses, Total 28783 195931 165626 246075","Selling/General/Admin. Expenses, Total 138882 153824 137766 171989  Research & Development - - - 11138  Depreciation / Amortization 24016 21894 24118 23079  Interest Expense (Income) - Net Operating -5181 - - -  Unusual Expense (Income) - 250 496 -  Other Operating Expenses, Total 28783 195931 165626 246075","Selling/General/Admin. Expenses, Total 138882 153824 137766 171989  Research & Development - - - 11138  Depreciation / Amortization 24016 21894 24118 23079  Interest Expense (Income) - Net Operating -5181 - - -  Unusual Expense (Income) - 250 496 -  Other Operating Expenses, Total 28783 195931 165626 246075","Selling/General/Admin. Expenses, Total 138882 153824 137766 171989  Research & Development - - - 11138  Depreciation / Amortization 24016 21894 24118 23079  Interest Expense (Income) - Net Operating -5181 - - -  Unusual Expense (Income) - 250 496 -  Other Operating Expenses, Total 28783 195931 165626 246075"
"Selling/General/Admin. Expenses, Total",138882,153824,137766,171989
Research & Development,-,-,-,11138
Depreciation / Amortization,24016,21894,24118,23079
Interest Expense (Income) - Net Operating,-5181,-,-,-
Unusual Expense (Income),-,250,496,-
"Other Operating Expenses, Total",28783,195931,165626,246075
Operating Income,41214,23067,10674,37339
"Interest Income (Expense), Net Non-Operating",-,-1702,-2526,-2398
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",5368,-1756,-3042,-3490
Net Income Before Taxes,36527,19609,5106,31451
Provision for Income Taxes,10728,6377,3409,12589
Net Income After Taxes,25799,13232,1697,18862
Minority Interest,4477,229,49,-866
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,25406,13461,1746,17996
Total Extraordinary Items,-,-,-,-
Net Income,25406,13461,1746,17996
Total Adjustments to Net Income,-1766,-2032,-1327,-1078
Income Available to Common Excluding Extraordinary Items,23640,11429,419,16918
Dilution Adjustment,1766.63,-,-,-
Diluted Net Income,25406,11429,419,16918
Diluted Weighted Average Shares,125.33,124.58,123.42,122.37
Diluted EPS Excluding Extraordinary Items,188.62,91.74,3.39,138.25
DPS - Common Stock Primary Issue,70,40,20,60
Diluted Normalized EPS,179.02,93.1,6.01,138.25
