Period Ending:,202231/05,202130/11,202030/11,201930/11
Total Revenue,15512,30362.02,30057.9,30386.34
"Revenue 15512 30362.02 30057.9 30386.34  Other Revenue, Total 250.32 250.32 - -","Revenue 15512 30362.02 30057.9 30386.34  Other Revenue, Total 250.32 250.32 - -","Revenue 15512 30362.02 30057.9 30386.34  Other Revenue, Total 250.32 250.32 - -","Revenue 15512 30362.02 30057.9 30386.34  Other Revenue, Total 250.32 250.32 - -","Revenue 15512 30362.02 30057.9 30386.34  Other Revenue, Total 250.32 250.32 - -"
Revenue,15512,30362.02,30057.9,30386.34
"Other Revenue, Total",250.32,250.32,-,-
"Cost of Revenue, Total",6745,10451.88,10634.65,10249.65
Gross Profit,8767,19910.14,19423.25,20136.69
Total Operating Expenses,6887,13502.49,13623.35,13106.69
"Selling/General/Admin. Expenses, Total 58 310.66 309.52 263.31  Research & Development - - - -  Depreciation / Amortization 1377 2726.86 2669.95 2593.72  Interest Expense (Income) - Net Operating -912 - - -  Unusual Expense (Income) - 13.09 9.23 -  Other Operating Expenses, Total -1307.79 - - -","Selling/General/Admin. Expenses, Total 58 310.66 309.52 263.31  Research & Development - - - -  Depreciation / Amortization 1377 2726.86 2669.95 2593.72  Interest Expense (Income) - Net Operating -912 - - -  Unusual Expense (Income) - 13.09 9.23 -  Other Operating Expenses, Total -1307.79 - - -","Selling/General/Admin. Expenses, Total 58 310.66 309.52 263.31  Research & Development - - - -  Depreciation / Amortization 1377 2726.86 2669.95 2593.72  Interest Expense (Income) - Net Operating -912 - - -  Unusual Expense (Income) - 13.09 9.23 -  Other Operating Expenses, Total -1307.79 - - -","Selling/General/Admin. Expenses, Total 58 310.66 309.52 263.31  Research & Development - - - -  Depreciation / Amortization 1377 2726.86 2669.95 2593.72  Interest Expense (Income) - Net Operating -912 - - -  Unusual Expense (Income) - 13.09 9.23 -  Other Operating Expenses, Total -1307.79 - - -","Selling/General/Admin. Expenses, Total 58 310.66 309.52 263.31  Research & Development - - - -  Depreciation / Amortization 1377 2726.86 2669.95 2593.72  Interest Expense (Income) - Net Operating -912 - - -  Unusual Expense (Income) - 13.09 9.23 -  Other Operating Expenses, Total -1307.79 - - -"
"Selling/General/Admin. Expenses, Total",58,310.66,309.52,263.31
Research & Development,-,-,-,-
Depreciation / Amortization,1377,2726.86,2669.95,2593.72
Interest Expense (Income) - Net Operating,-912,-,-,-
Unusual Expense (Income),-,13.09,9.23,-
"Other Operating Expenses, Total",-1307.79,-,-,-
Operating Income,8625,16859.53,16434.55,17279.65
"Interest Income (Expense), Net Non-Operating",-,-1736.11,-1755.2,-1710.93
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",2763.77,-91.1,18.11,-23.47
Net Income Before Taxes,7734,15032.33,14697.46,15545.25
Provision for Income Taxes,3,29.15,1.77,1.74
Net Income After Taxes,7731,15003.18,14695.69,15543.51
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,7731,15003.18,14695.69,15543.51
Total Extraordinary Items,-,-,-,-
Net Income,7731,15003.18,14695.69,15543.51
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,7731,15003.18,14695.69,15543.51
Dilution Adjustment,-,-,-,-
Diluted Net Income,7731,15003.18,14695.69,15543.51
Diluted Weighted Average Shares,0.818,0.78,0.77,0.77
Diluted EPS Excluding Extraordinary Items,19202.81,19159.97,19055.02,20255.67
DPS - Common Stock Primary Issue,-,18761,19055,20154
Diluted Normalized EPS,12029.54,19176.66,19066.99,20255.67
