Period Ending:,202330/04,202230/04,202130/04,202030/04
Total Revenue,31284,29008,27014,29195
"Revenue 31284 29008 27014 29195  Other Revenue, Total - - - -","Revenue 31284 29008 27014 29195  Other Revenue, Total - - - -","Revenue 31284 29008 27014 29195  Other Revenue, Total - - - -","Revenue 31284 29008 27014 29195  Other Revenue, Total - - - -","Revenue 31284 29008 27014 29195  Other Revenue, Total - - - -"
Revenue,31284,29008,27014,29195
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",19248,18164,16375,17101
Gross Profit,12036,10844,10639,12094
Total Operating Expenses,29049,27136,27200,27621
"Selling/General/Admin. Expenses, Total 9801 8836 9595 10308  Research & Development - - - -  Depreciation / Amortization 144 221 62 63  Interest Expense (Income) - Net Operating -2 -4 - -  Unusual Expense (Income) - 271 1168 148  Other Operating Expenses, Total -142 -81 - 1","Selling/General/Admin. Expenses, Total 9801 8836 9595 10308  Research & Development - - - -  Depreciation / Amortization 144 221 62 63  Interest Expense (Income) - Net Operating -2 -4 - -  Unusual Expense (Income) - 271 1168 148  Other Operating Expenses, Total -142 -81 - 1","Selling/General/Admin. Expenses, Total 9801 8836 9595 10308  Research & Development - - - -  Depreciation / Amortization 144 221 62 63  Interest Expense (Income) - Net Operating -2 -4 - -  Unusual Expense (Income) - 271 1168 148  Other Operating Expenses, Total -142 -81 - 1","Selling/General/Admin. Expenses, Total 9801 8836 9595 10308  Research & Development - - - -  Depreciation / Amortization 144 221 62 63  Interest Expense (Income) - Net Operating -2 -4 - -  Unusual Expense (Income) - 271 1168 148  Other Operating Expenses, Total -142 -81 - 1","Selling/General/Admin. Expenses, Total 9801 8836 9595 10308  Research & Development - - - -  Depreciation / Amortization 144 221 62 63  Interest Expense (Income) - Net Operating -2 -4 - -  Unusual Expense (Income) - 271 1168 148  Other Operating Expenses, Total -142 -81 - 1"
"Selling/General/Admin. Expenses, Total",9801,8836,9595,10308
Research & Development,-,-,-,-
Depreciation / Amortization,144,221,62,63
Interest Expense (Income) - Net Operating,-2,-4,-,-
Unusual Expense (Income),-,271,1168,148
"Other Operating Expenses, Total",-142,-81,-,1
Operating Income,2235,1872,-186,1574
"Interest Income (Expense), Net Non-Operating",-,154,97,151
Gain (Loss) on Sale of Assets,-,8,-11,-
"Other, Net",-37,-791,368,35
Net Income Before Taxes,2272,2655,268,1760
Provision for Income Taxes,851,1062,850,765
Net Income After Taxes,1421,1593,-582,995
Minority Interest,1157,1185,780,-34
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1427,1564,198,961
Total Extraordinary Items,-,-,-,-
Net Income,1427,1564,198,961
Total Adjustments to Net Income,-,-,1,-1
Income Available to Common Excluding Extraordinary Items,1427,1564,199,960
Dilution Adjustment,-,-0.435,-,-
Diluted Net Income,1427,1564.43,199,960
Diluted Weighted Average Shares,12.09,12.02,12.01,12.17
Diluted EPS Excluding Extraordinary Items,118.05,130.12,16.57,78.89
DPS - Common Stock Primary Issue,-,10,8,10
Diluted Normalized EPS,119.98,149.28,85.54,90.95
