Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,40698,45241,41329,45887
"Revenue 40698 45241 41329 45887  Other Revenue, Total - - - -","Revenue 40698 45241 41329 45887  Other Revenue, Total - - - -","Revenue 40698 45241 41329 45887  Other Revenue, Total - - - -","Revenue 40698 45241 41329 45887  Other Revenue, Total - - - -","Revenue 40698 45241 41329 45887  Other Revenue, Total - - - -"
Revenue,40698,45241,41329,45887
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",25834,28676,24859,28715
Gross Profit,14864,16565,16470,17172
Total Operating Expenses,34860,38858,35846,39633
"Selling/General/Admin. Expenses, Total 9059 13247 11716 11839  Research & Development - - - -  Depreciation / Amortization 3799 - - -  Interest Expense (Income) - Net Operating -47 - - -  Unusual Expense (Income) - - -691 -878  Other Operating Expenses, Total -3785 -3065 -38 -43","Selling/General/Admin. Expenses, Total 9059 13247 11716 11839  Research & Development - - - -  Depreciation / Amortization 3799 - - -  Interest Expense (Income) - Net Operating -47 - - -  Unusual Expense (Income) - - -691 -878  Other Operating Expenses, Total -3785 -3065 -38 -43","Selling/General/Admin. Expenses, Total 9059 13247 11716 11839  Research & Development - - - -  Depreciation / Amortization 3799 - - -  Interest Expense (Income) - Net Operating -47 - - -  Unusual Expense (Income) - - -691 -878  Other Operating Expenses, Total -3785 -3065 -38 -43","Selling/General/Admin. Expenses, Total 9059 13247 11716 11839  Research & Development - - - -  Depreciation / Amortization 3799 - - -  Interest Expense (Income) - Net Operating -47 - - -  Unusual Expense (Income) - - -691 -878  Other Operating Expenses, Total -3785 -3065 -38 -43","Selling/General/Admin. Expenses, Total 9059 13247 11716 11839  Research & Development - - - -  Depreciation / Amortization 3799 - - -  Interest Expense (Income) - Net Operating -47 - - -  Unusual Expense (Income) - - -691 -878  Other Operating Expenses, Total -3785 -3065 -38 -43"
"Selling/General/Admin. Expenses, Total",9059,13247,11716,11839
Research & Development,-,-,-,-
Depreciation / Amortization,3799,-,-,-
Interest Expense (Income) - Net Operating,-47,-,-,-
Unusual Expense (Income),-,-,-691,-878
"Other Operating Expenses, Total",-3785,-3065,-38,-43
Operating Income,5838,6383,5483,6254
"Interest Income (Expense), Net Non-Operating",-,92,-45,-62
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-13,-,110,90
Net Income Before Taxes,5851,6475,5548,6282
Provision for Income Taxes,2226,1660,2315,2370
Net Income After Taxes,3625,4815,3233,3912
Minority Interest,-,-,2,-14
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3625,4815,3235,3898
Total Extraordinary Items,-,-,-,-
Net Income,3625,4815,3235,3898
Total Adjustments to Net Income,-,-1,-1,-1
Income Available to Common Excluding Extraordinary Items,3625,4814,3234,3897
Dilution Adjustment,-0.247,-,-,-
Diluted Net Income,3625.25,4814,3234,3897
Diluted Weighted Average Shares,30.94,30.94,32.19,32.3
Diluted EPS Excluding Extraordinary Items,117.17,155.58,100.48,120.64
DPS - Common Stock Primary Issue,55,63,63,61
Diluted Normalized EPS,118.19,155.58,87.97,103.72
