Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Revenue,12448,13783,12468.3,14567.55
"Revenue 12448 13783 12468.3 14567.55  Other Revenue, Total - - - -","Revenue 12448 13783 12468.3 14567.55  Other Revenue, Total - - - -","Revenue 12448 13783 12468.3 14567.55  Other Revenue, Total - - - -","Revenue 12448 13783 12468.3 14567.55  Other Revenue, Total - - - -","Revenue 12448 13783 12468.3 14567.55  Other Revenue, Total - - - -"
Revenue,12448,13783,12468.3,14567.55
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",10209,11562,10636.09,11924.18
Gross Profit,2239,2221,1832.22,2643.37
Total Operating Expenses,12093,13352,12746.09,13982.49
"Selling/General/Admin. Expenses, Total 1884 1790 1793.99 2048.91  Research & Development 10 7 22.1 9.4  Depreciation / Amortization 740 735 - -  Interest Expense (Income) - Net Operating -27 -30 - -  Unusual Expense (Income) - 52.93 293.91 -  Other Operating Expenses, Total -723 -712 - -","Selling/General/Admin. Expenses, Total 1884 1790 1793.99 2048.91  Research & Development 10 7 22.1 9.4  Depreciation / Amortization 740 735 - -  Interest Expense (Income) - Net Operating -27 -30 - -  Unusual Expense (Income) - 52.93 293.91 -  Other Operating Expenses, Total -723 -712 - -","Selling/General/Admin. Expenses, Total 1884 1790 1793.99 2048.91  Research & Development 10 7 22.1 9.4  Depreciation / Amortization 740 735 - -  Interest Expense (Income) - Net Operating -27 -30 - -  Unusual Expense (Income) - 52.93 293.91 -  Other Operating Expenses, Total -723 -712 - -","Selling/General/Admin. Expenses, Total 1884 1790 1793.99 2048.91  Research & Development 10 7 22.1 9.4  Depreciation / Amortization 740 735 - -  Interest Expense (Income) - Net Operating -27 -30 - -  Unusual Expense (Income) - 52.93 293.91 -  Other Operating Expenses, Total -723 -712 - -","Selling/General/Admin. Expenses, Total 1884 1790 1793.99 2048.91  Research & Development 10 7 22.1 9.4  Depreciation / Amortization 740 735 - -  Interest Expense (Income) - Net Operating -27 -30 - -  Unusual Expense (Income) - 52.93 293.91 -  Other Operating Expenses, Total -723 -712 - -"
"Selling/General/Admin. Expenses, Total",1884,1790,1793.99,2048.91
Research & Development,10,7,22.1,9.4
Depreciation / Amortization,740,735,-,-
Interest Expense (Income) - Net Operating,-27,-30,-,-
Unusual Expense (Income),-,52.93,293.91,-
"Other Operating Expenses, Total",-723,-712,-,-
Operating Income,355,431,-277.79,585.06
"Interest Income (Expense), Net Non-Operating",-,2.93,-23.02,-22.35
Gain (Loss) on Sale of Assets,-1,26,14.36,25.61
"Other, Net",-178,-159,100.78,80.52
Net Income Before Taxes,534,564,-185.67,668.85
Provision for Income Taxes,139,149,-1.03,196.13
Net Income After Taxes,395,415,-184.64,472.71
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,395,415,-184.64,472.71
Total Extraordinary Items,-,-,-,-
Net Income,395,415,-184.64,472.71
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,395,415,-184.64,472.71
Dilution Adjustment,-,-,-,-
Diluted Net Income,395,415,-184.64,472.71
Diluted Weighted Average Shares,5.06,5.06,5.06,2.53
Diluted EPS Excluding Extraordinary Items,78.03,81.97,-36.47,186.73
DPS - Common Stock Primary Issue,23,27.5,6.5,65
Diluted Normalized EPS,66.05,72.84,-0.58,196.79
