Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Revenue,34945,34249,28415,29638
"Revenue 34945 34249 28415 29638  Other Revenue, Total - - - -","Revenue 34945 34249 28415 29638  Other Revenue, Total - - - -","Revenue 34945 34249 28415 29638  Other Revenue, Total - - - -","Revenue 34945 34249 28415 29638  Other Revenue, Total - - - -","Revenue 34945 34249 28415 29638  Other Revenue, Total - - - -"
Revenue,34945,34249,28415,29638
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",26489,26707,22111,24588
Gross Profit,8456,7542,6304,5050
Total Operating Expenses,29798,30420,24904,28532
"Selling/General/Admin. Expenses, Total 3056 2840 2529 2627  Research & Development 253 303 263 914  Depreciation / Amortization 2850 - - -  Interest Expense (Income) - Net Operating -778 - - -  Unusual Expense (Income) - 570 - 402  Other Operating Expenses, Total -2072 - 1 1","Selling/General/Admin. Expenses, Total 3056 2840 2529 2627  Research & Development 253 303 263 914  Depreciation / Amortization 2850 - - -  Interest Expense (Income) - Net Operating -778 - - -  Unusual Expense (Income) - 570 - 402  Other Operating Expenses, Total -2072 - 1 1","Selling/General/Admin. Expenses, Total 3056 2840 2529 2627  Research & Development 253 303 263 914  Depreciation / Amortization 2850 - - -  Interest Expense (Income) - Net Operating -778 - - -  Unusual Expense (Income) - 570 - 402  Other Operating Expenses, Total -2072 - 1 1","Selling/General/Admin. Expenses, Total 3056 2840 2529 2627  Research & Development 253 303 263 914  Depreciation / Amortization 2850 - - -  Interest Expense (Income) - Net Operating -778 - - -  Unusual Expense (Income) - 570 - 402  Other Operating Expenses, Total -2072 - 1 1","Selling/General/Admin. Expenses, Total 3056 2840 2529 2627  Research & Development 253 303 263 914  Depreciation / Amortization 2850 - - -  Interest Expense (Income) - Net Operating -778 - - -  Unusual Expense (Income) - 570 - 402  Other Operating Expenses, Total -2072 - 1 1"
"Selling/General/Admin. Expenses, Total",3056,2840,2529,2627
Research & Development,253,303,263,914
Depreciation / Amortization,2850,-,-,-
Interest Expense (Income) - Net Operating,-778,-,-,-
Unusual Expense (Income),-,570,-,402
"Other Operating Expenses, Total",-2072,-,1,1
Operating Income,5147,3829,3511,1106
"Interest Income (Expense), Net Non-Operating",-,-897,-823,-710
Gain (Loss) on Sale of Assets,-343,-,-,-
"Other, Net",1181,496,-154,-23
Net Income Before Taxes,4309,3428,2534,373
Provision for Income Taxes,1550,1370,724,146
Net Income After Taxes,2759,2058,1810,227
Minority Interest,32,-67,-185,-188
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2695,1991,1625,39
Total Extraordinary Items,-,-,-,-
Net Income,2695,1991,1625,39
Total Adjustments to Net Income,-,-1,-,-1
Income Available to Common Excluding Extraordinary Items,2695,1990,1625,38
Dilution Adjustment,-0.45,-,-,-
Diluted Net Income,2695.45,1990,1625,38
Diluted Weighted Average Shares,35.38,28.14,25.49,25.07
Diluted EPS Excluding Extraordinary Items,76.19,70.73,63.75,1.52
DPS - Common Stock Primary Issue,21,20.52,-,-
Diluted Normalized EPS,81.77,84.56,63.75,11.27
