Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,553,737,675.23,890.19
"Revenue 553 737 675.23 890.19  Other Revenue, Total - - - -","Revenue 553 737 675.23 890.19  Other Revenue, Total - - - -","Revenue 553 737 675.23 890.19  Other Revenue, Total - - - -","Revenue 553 737 675.23 890.19  Other Revenue, Total - - - -","Revenue 553 737 675.23 890.19  Other Revenue, Total - - - -"
Revenue,553,737,675.23,890.19
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",86,85,79.06,137.97
Gross Profit,467,652,596.17,752.23
Total Operating Expenses,902,998,958.51,1415.85
"Selling/General/Admin. Expenses, Total 816 911 856.34 1189.82  Research & Development - - - -  Depreciation / Amortization 17 2 - 7.5  Interest Expense (Income) - Net Operating -4 -2 - -  Unusual Expense (Income) - 26.6 23.1 80.57  Other Operating Expenses, Total -13 2 - -","Selling/General/Admin. Expenses, Total 816 911 856.34 1189.82  Research & Development - - - -  Depreciation / Amortization 17 2 - 7.5  Interest Expense (Income) - Net Operating -4 -2 - -  Unusual Expense (Income) - 26.6 23.1 80.57  Other Operating Expenses, Total -13 2 - -","Selling/General/Admin. Expenses, Total 816 911 856.34 1189.82  Research & Development - - - -  Depreciation / Amortization 17 2 - 7.5  Interest Expense (Income) - Net Operating -4 -2 - -  Unusual Expense (Income) - 26.6 23.1 80.57  Other Operating Expenses, Total -13 2 - -","Selling/General/Admin. Expenses, Total 816 911 856.34 1189.82  Research & Development - - - -  Depreciation / Amortization 17 2 - 7.5  Interest Expense (Income) - Net Operating -4 -2 - -  Unusual Expense (Income) - 26.6 23.1 80.57  Other Operating Expenses, Total -13 2 - -","Selling/General/Admin. Expenses, Total 816 911 856.34 1189.82  Research & Development - - - -  Depreciation / Amortization 17 2 - 7.5  Interest Expense (Income) - Net Operating -4 -2 - -  Unusual Expense (Income) - 26.6 23.1 80.57  Other Operating Expenses, Total -13 2 - -"
"Selling/General/Admin. Expenses, Total",816,911,856.34,1189.82
Research & Development,-,-,-,-
Depreciation / Amortization,17,2,-,7.5
Interest Expense (Income) - Net Operating,-4,-2,-,-
Unusual Expense (Income),-,26.6,23.1,80.57
"Other Operating Expenses, Total",-13,2,-,-
Operating Income,-349,-261,-283.27,-525.66
"Interest Income (Expense), Net Non-Operating",-,-2.48,-0.21,0.28
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",75,84,11.63,2.45
Net Income Before Taxes,-424,-345,-271.86,-522.93
Provision for Income Taxes,3,3,1.09,1.32
Net Income After Taxes,-427,-348,-272.96,-524.25
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-427,-348,-272.96,-524.25
Total Extraordinary Items,-,-,-,-
Net Income,-427,-348,-272.96,-524.25
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-427,-348,-272.96,-524.25
Dilution Adjustment,-,-,-,-
Diluted Net Income,-427,-348,-272.96,-524.25
Diluted Weighted Average Shares,2.45,2.09,1.66,1.62
Diluted EPS Excluding Extraordinary Items,-174.18,-166.16,-164.44,-322.86
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-90,-95.2,-155.4,-290.61
