Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,7189,6408,6059.11,6012.6
"Revenue 7189 6408 6059.11 6012.6  Other Revenue, Total - - - -","Revenue 7189 6408 6059.11 6012.6  Other Revenue, Total - - - -","Revenue 7189 6408 6059.11 6012.6  Other Revenue, Total - - - -","Revenue 7189 6408 6059.11 6012.6  Other Revenue, Total - - - -","Revenue 7189 6408 6059.11 6012.6  Other Revenue, Total - - - -"
Revenue,7189,6408,6059.11,6012.6
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",5899,5178,4725.28,4697.3
Gross Profit,1290,1230,1333.83,1315.31
Total Operating Expenses,6938,6235,5760.45,5703.6
"Selling/General/Admin. Expenses, Total 1039 1025 951.43 940.48  Research & Development - 63 65.1 51.11  Depreciation / Amortization 148 171 18.63 14.71  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 1.86 - -  Other Operating Expenses, Total -148 -202 - -","Selling/General/Admin. Expenses, Total 1039 1025 951.43 940.48  Research & Development - 63 65.1 51.11  Depreciation / Amortization 148 171 18.63 14.71  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 1.86 - -  Other Operating Expenses, Total -148 -202 - -","Selling/General/Admin. Expenses, Total 1039 1025 951.43 940.48  Research & Development - 63 65.1 51.11  Depreciation / Amortization 148 171 18.63 14.71  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 1.86 - -  Other Operating Expenses, Total -148 -202 - -","Selling/General/Admin. Expenses, Total 1039 1025 951.43 940.48  Research & Development - 63 65.1 51.11  Depreciation / Amortization 148 171 18.63 14.71  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 1.86 - -  Other Operating Expenses, Total -148 -202 - -","Selling/General/Admin. Expenses, Total 1039 1025 951.43 940.48  Research & Development - 63 65.1 51.11  Depreciation / Amortization 148 171 18.63 14.71  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 1.86 - -  Other Operating Expenses, Total -148 -202 - -"
"Selling/General/Admin. Expenses, Total",1039,1025,951.43,940.48
Research & Development,-,63,65.1,51.11
Depreciation / Amortization,148,171,18.63,14.71
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,1.86,-,-
"Other Operating Expenses, Total",-148,-202,-,-
Operating Income,251,173,298.67,309.01
"Interest Income (Expense), Net Non-Operating",-,2.34,2.57,2.8
Gain (Loss) on Sale of Assets,-3,-1,0.11,-5.14
"Other, Net",1,-6,10.07,5.52
Net Income Before Taxes,253,180,311.42,312.19
Provision for Income Taxes,80,54,104.85,89.33
Net Income After Taxes,173,126,206.57,222.87
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,173,126,206.57,222.87
Total Extraordinary Items,-,-,-,-
Net Income,173,126,206.57,222.87
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,173,126,206.57,222.87
Dilution Adjustment,-,-,-,-
Diluted Net Income,173,126,206.57,222.87
Diluted Weighted Average Shares,0.779,0.779,0.78,0.78
Diluted EPS Excluding Extraordinary Items,222.02,161.75,265.11,286.09
DPS - Common Stock Primary Issue,-,30,30,30
Diluted Normalized EPS,205.34,145.22,265.01,290.8
