Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,21375,18424,17084,18815.1
"Revenue 21375 18424 17084 18815.1  Other Revenue, Total - - - -","Revenue 21375 18424 17084 18815.1  Other Revenue, Total - - - -","Revenue 21375 18424 17084 18815.1  Other Revenue, Total - - - -","Revenue 21375 18424 17084 18815.1  Other Revenue, Total - - - -","Revenue 21375 18424 17084 18815.1  Other Revenue, Total - - - -"
Revenue,21375,18424,17084,18815.1
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",17963,15409,14265,15185.08
Gross Profit,3412,3015,2819,3630.02
Total Operating Expenses,20141,17512,16033,17171.34
"Selling/General/Admin. Expenses, Total 2178 2103 1768 2026.76  Research & Development 53 35 20.99 21.14  Depreciation / Amortization 156 414 -64.42 -64.42  Interest Expense (Income) - Net Operating -1 -20 -21 -  Unusual Expense (Income) - - 154.7 2.78  Other Operating Expenses, Total -208 -429 21 -","Selling/General/Admin. Expenses, Total 2178 2103 1768 2026.76  Research & Development 53 35 20.99 21.14  Depreciation / Amortization 156 414 -64.42 -64.42  Interest Expense (Income) - Net Operating -1 -20 -21 -  Unusual Expense (Income) - - 154.7 2.78  Other Operating Expenses, Total -208 -429 21 -","Selling/General/Admin. Expenses, Total 2178 2103 1768 2026.76  Research & Development 53 35 20.99 21.14  Depreciation / Amortization 156 414 -64.42 -64.42  Interest Expense (Income) - Net Operating -1 -20 -21 -  Unusual Expense (Income) - - 154.7 2.78  Other Operating Expenses, Total -208 -429 21 -","Selling/General/Admin. Expenses, Total 2178 2103 1768 2026.76  Research & Development 53 35 20.99 21.14  Depreciation / Amortization 156 414 -64.42 -64.42  Interest Expense (Income) - Net Operating -1 -20 -21 -  Unusual Expense (Income) - - 154.7 2.78  Other Operating Expenses, Total -208 -429 21 -","Selling/General/Admin. Expenses, Total 2178 2103 1768 2026.76  Research & Development 53 35 20.99 21.14  Depreciation / Amortization 156 414 -64.42 -64.42  Interest Expense (Income) - Net Operating -1 -20 -21 -  Unusual Expense (Income) - - 154.7 2.78  Other Operating Expenses, Total -208 -429 21 -"
"Selling/General/Admin. Expenses, Total",2178,2103,1768,2026.76
Research & Development,53,35,20.99,21.14
Depreciation / Amortization,156,414,-64.42,-64.42
Interest Expense (Income) - Net Operating,-1,-20,-21,-
Unusual Expense (Income),-,-,154.7,2.78
"Other Operating Expenses, Total",-208,-429,21,-
Operating Income,1234,912,1051,1643.76
"Interest Income (Expense), Net Non-Operating",-,16741.19,-4.99,-8.91
Gain (Loss) on Sale of Assets,-,16583,-,-
"Other, Net",-20,-33234,88,13.92
Net Income Before Taxes,1254,17563,963,1648.78
Provision for Income Taxes,401,6884,387,513.67
Net Income After Taxes,853,10679,576,1135.11
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,853,10679,576,1135.11
Total Extraordinary Items,-,-,-,-
Net Income,853,10679,576,1135.11
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,853,10679,576,1135.11
Dilution Adjustment,-,-,-,-
Diluted Net Income,853,10679,576,1135.11
Diluted Weighted Average Shares,3.45,3.23,3.27,3.44
Diluted EPS Excluding Extraordinary Items,247.51,3307.22,176.37,330.43
DPS - Common Stock Primary Issue,80,80,80,-
Diluted Normalized EPS,227.42,189.69,213.76,312.24
