Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,186792,162440,150367,152455
"Revenue 186792 162440 150367 152455  Other Revenue, Total - - - -","Revenue 186792 162440 150367 152455  Other Revenue, Total - - - -","Revenue 186792 162440 150367 152455  Other Revenue, Total - - - -","Revenue 186792 162440 150367 152455  Other Revenue, Total - - - -","Revenue 186792 162440 150367 152455  Other Revenue, Total - - - -"
Revenue,186792,162440,150367,152455
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",132355,111311,105312,109838
Gross Profit,54437,51129,45055,42617
Total Operating Expenses,180844,153627,144078,149641
"Selling/General/Admin. Expenses, Total 48489 29428 27109 27951  Research & Development - 12888 11655 12005  Depreciation / Amortization 7378 6912 - -  Interest Expense (Income) - Net Operating -470 -480 - -  Unusual Expense (Income) - 4 - -154  Other Operating Expenses, Total -6908 -6432 2 1","Selling/General/Admin. Expenses, Total 48489 29428 27109 27951  Research & Development - 12888 11655 12005  Depreciation / Amortization 7378 6912 - -  Interest Expense (Income) - Net Operating -470 -480 - -  Unusual Expense (Income) - 4 - -154  Other Operating Expenses, Total -6908 -6432 2 1","Selling/General/Admin. Expenses, Total 48489 29428 27109 27951  Research & Development - 12888 11655 12005  Depreciation / Amortization 7378 6912 - -  Interest Expense (Income) - Net Operating -470 -480 - -  Unusual Expense (Income) - 4 - -154  Other Operating Expenses, Total -6908 -6432 2 1","Selling/General/Admin. Expenses, Total 48489 29428 27109 27951  Research & Development - 12888 11655 12005  Depreciation / Amortization 7378 6912 - -  Interest Expense (Income) - Net Operating -470 -480 - -  Unusual Expense (Income) - 4 - -154  Other Operating Expenses, Total -6908 -6432 2 1","Selling/General/Admin. Expenses, Total 48489 29428 27109 27951  Research & Development - 12888 11655 12005  Depreciation / Amortization 7378 6912 - -  Interest Expense (Income) - Net Operating -470 -480 - -  Unusual Expense (Income) - 4 - -154  Other Operating Expenses, Total -6908 -6432 2 1"
"Selling/General/Admin. Expenses, Total",48489,29428,27109,27951
Research & Development,-,12888,11655,12005
Depreciation / Amortization,7378,6912,-,-
Interest Expense (Income) - Net Operating,-470,-480,-,-
Unusual Expense (Income),-,4,-,-154
"Other Operating Expenses, Total",-6908,-6432,2,1
Operating Income,5948,8813,6289,2814
"Interest Income (Expense), Net Non-Operating",-,1973,1677,1707
Gain (Loss) on Sale of Assets,597,836,-40,-209
"Other, Net",-3204,-3024,644,263
Net Income Before Taxes,8555,11001,8570,4575
Provision for Income Taxes,1011,1891,1316,1102
Net Income After Taxes,7544,9110,7254,3473
Minority Interest,1742,1684,-98,-63
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,7393,8909,7156,3410
Total Extraordinary Items,-,-,-,-
Net Income,7393,8909,7156,3410
Total Adjustments to Net Income,-,-,-2,-2
Income Available to Common Excluding Extraordinary Items,7393,8909,7154,3408
Dilution Adjustment,-,-,-,-
Diluted Net Income,7393,8909,7154,3408
Diluted Weighted Average Shares,19.63,19.63,19.61,19.65
Diluted EPS Excluding Extraordinary Items,376.58,453.92,364.8,173.47
DPS - Common Stock Primary Issue,70,70,55,50
Diluted Normalized EPS,245.62,313.42,366.52,175.6
