Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,1309021,998276,772560,692009
"Revenue 1309021 998276 772560 692009  Other Revenue, Total - - - -","Revenue 1309021 998276 772560 692009  Other Revenue, Total - - - -","Revenue 1309021 998276 772560 692009  Other Revenue, Total - - - -","Revenue 1309021 998276 772560 692009  Other Revenue, Total - - - -","Revenue 1309021 998276 772560 692009  Other Revenue, Total - - - -"
Revenue,1309021,998276,772560,692009
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",821487,619953,451336,416359
Gross Profit,487534,378323,321224,275650
Total Operating Expenses,1201981,913903,684966,613949
"Selling/General/Admin. Expenses, Total 383367 294322 218006 173019  Research & Development 28106 24251 17462 17416  Depreciation / Amortization 47116 33889 - -  Interest Expense (Income) - Net Operating -8363 -5594 - -  Unusual Expense (Income) - -3242 -2900 -2467  Other Operating Expenses, Total -69732 -52918 1062 9622","Selling/General/Admin. Expenses, Total 383367 294322 218006 173019  Research & Development 28106 24251 17462 17416  Depreciation / Amortization 47116 33889 - -  Interest Expense (Income) - Net Operating -8363 -5594 - -  Unusual Expense (Income) - -3242 -2900 -2467  Other Operating Expenses, Total -69732 -52918 1062 9622","Selling/General/Admin. Expenses, Total 383367 294322 218006 173019  Research & Development 28106 24251 17462 17416  Depreciation / Amortization 47116 33889 - -  Interest Expense (Income) - Net Operating -8363 -5594 - -  Unusual Expense (Income) - -3242 -2900 -2467  Other Operating Expenses, Total -69732 -52918 1062 9622","Selling/General/Admin. Expenses, Total 383367 294322 218006 173019  Research & Development 28106 24251 17462 17416  Depreciation / Amortization 47116 33889 - -  Interest Expense (Income) - Net Operating -8363 -5594 - -  Unusual Expense (Income) - -3242 -2900 -2467  Other Operating Expenses, Total -69732 -52918 1062 9622","Selling/General/Admin. Expenses, Total 383367 294322 218006 173019  Research & Development 28106 24251 17462 17416  Depreciation / Amortization 47116 33889 - -  Interest Expense (Income) - Net Operating -8363 -5594 - -  Unusual Expense (Income) - -3242 -2900 -2467  Other Operating Expenses, Total -69732 -52918 1062 9622"
"Selling/General/Admin. Expenses, Total",383367,294322,218006,173019
Research & Development,28106,24251,17462,17416
Depreciation / Amortization,47116,33889,-,-
Interest Expense (Income) - Net Operating,-8363,-5594,-,-
Unusual Expense (Income),-,-3242,-2900,-2467
"Other Operating Expenses, Total",-69732,-52918,1062,9622
Operating Income,107040,84373,87594,78060
"Interest Income (Expense), Net Non-Operating",-,432,2093,1458
Gain (Loss) on Sale of Assets,1767,-2893,-,-
"Other, Net",780,800,-244,-
Net Income Before Taxes,104493,86466,89443,79518
Provision for Income Taxes,25042,19245,20043,23251
Net Income After Taxes,79451,67221,69400,56267
Minority Interest,6533,9176,-23526,-19550
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,79418,66679,45874,36717
Total Extraordinary Items,-,890,-1951,-
Net Income,79418,67569,43923,36717
Total Adjustments to Net Income,-,-890,-2,-
Income Available to Common Excluding Extraordinary Items,79418,66679,45872,36717
Dilution Adjustment,-9.42,-0.357,-,-
Diluted Net Income,79427.42,67569.36,43921,36717
Diluted Weighted Average Shares,2348.53,2297.5,1604.43,1604.03
Diluted EPS Excluding Extraordinary Items,33.82,29.03,28.59,22.89
DPS - Common Stock Primary Issue,11,9,9,9
Diluted Normalized EPS,27.91,23.66,27.19,21.8
